,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.9988855366014938,0.002073349185150647,0.05239705512061561,0.1423681010860123,0.03194308288272821,0.007246148090114853,0.028896186490111362,0.01217186227232148,0.0022837485560316863,0.018206777150746138,0.035241093416731414,0.002382367430315267,0.010253144436281576,0.10710689859383499,0.12263223172895375,0.10332358559576339,0.003915800448100196
1,0.0018131172967376424,0.9953901337940889,0.003088280637982692,0.012936704286157579,0.022106526041988653,0.182330164263996,0.010291656482933592,0.10230242571070787,0.1146307558118607,0.02320822443331251,0.005979140903016139,0.05405182131720995,0.12776372825188526,0.003358799981710762,0.034694387974337756,0.05310705838480227,0.007057725122486288
2,0.05104935222840431,0.0028359362925711265,0.9994486773508979,0.08253619386538923,0.10596869875536338,0.009586452445498581,0.039813850719768666,0.018221701124527295,0.0036735653981572244,0.009866568194338204,0.011905102968171205,0.00280082260095474,0.01533846847432093,0.2498374949190492,0.07046869621452581,0.039441455061875824,0.003846037289227435
3,0.13813252659640252,0.012348147105783119,0.08211746013371007,0.9988766716676799,0.11294635922992168,0.046932250971412376,0.11844935759771971,0.08319925894704552,0.009916772204576577,0.0662105878705764,0.07257849769251994,0.01927386457092893,0.07065369293603486,0.14063535798729498,0.20212521879096068,0.1158086088308621,0.012969864142017316
4,0.03066404101532876,0.020672149979528192,0.10533665983145557,0.11238329079402247,0.9988225006443319,0.06487836576521785,0.3007293241644849,0.05273702252497553,0.019530441514322525,0.014841409975915126,0.009694116633375459,0.015178906004095804,0.19375639503994144,0.17382247198228265,0.11444638119748386,0.04862685818989368,0.006690368388011658
5,0.007588861703312507,0.18186285653506837,0.01035326389125218,0.04959375624217289,0.068461672509748,0.9966933939133151,0.04650268120654506,0.14279104033031795,0.16638996599912462,0.05202571769513685,0.006556341182658024,0.04450759508843431,0.09382841868311016,0.013566855621479662,0.056934703263712104,0.09439739941989625,0.012886893999883488
6,0.02773058119432612,0.009439193135175074,0.039125065517763125,0.11678746165998438,0.2957211142579878,0.04408545978830985,0.9998693545248196,0.04894074003135134,0.003854481376947023,0.01691107662885988,0.009706879580277702,0.014541390139899711,0.09125325703981646,0.07396269561944327,0.07489232277004265,0.03151916126480643,0.003627230592401607
7,0.11990626114044312,0.13200656487485057,0.05449044356804032,0.13157659224986412,0.09103793492965916,0.18664705292633885,0.041551063601901805,0.19275157294988676,0.11213147337250044,0.13282358027070754,0.2421541836824373,0.03212766023756236,0.12843659341055938,0.07565246403968254,0.12779498376433043,0.8970207378184276,0.032328419244802155
8,0.001929577993407832,0.11161107222641092,0.0037393117731026855,0.00995585619488394,0.020100983831354266,0.16366429734238402,0.0038954471877647354,0.03911754549977404,0.9969264799031538,0.004097506239366071,0.0023895003692558313,0.03219397629672221,0.040262956485208716,0.004247158473688844,0.02048643080744801,0.041323915264164374,0.0040542129483846934
9,0.017432951674919275,0.02275844047343123,0.009767465296912388,0.0659690506242659,0.014988785908385498,0.04940929803606064,0.016956368121056633,0.07542742915395993,0.004021809015231903,0.9990379961003192,0.28336871585497836,0.009477521414314497,0.021138469491175364,0.014585030822489962,0.026037167781891326,0.10665795809527374,0.2010441593968203
10,0.03471983449635201,0.006489888252079435,0.0121514298519263,0.07460499393826264,0.010075608617106735,0.00647567631853508,0.010036625050938957,0.025736301583985953,0.002675323334526913,0.2856979687054115,0.9965725224218791,0.003108926964755751,0.008148522720598619,0.024966889199031523,0.0360302664411892,0.2130698000330746,0.24007770139302165
11,0.00231580157303767,0.05167335946003877,0.002758491896797179,0.01966496656675953,0.015229223277314187,0.04270144687083259,0.014675304510371474,0.08672051176449387,0.031375872263414394,0.00970443569979262,0.0031097823543491986,0.999818223056421,0.08163274273383667,0.0029488169232922534,0.013680434786339027,0.01693351116226623,0.004694322502196964
12,0.009864714177465837,0.11631471326578458,0.015427744316914222,0.07205541994222588,0.19653792303216414,0.0863737339089141,0.09428317687666685,0.1094947410510691,0.035663985687965125,0.021107376721205284,0.007893803308333138,0.08244470290959732,0.9951333572475827,0.02284064481068515,0.15826078551853645,0.04729517134081123,0.004125708047522399
13,0.10203982302296243,0.003193351372436489,0.24387768793325182,0.13784724929750355,0.17080912870944567,0.01277675916446127,0.07355377192868331,0.019509725006732648,0.004484702126944511,0.014275339338434294,0.02414635214841871,0.00289175921417274,0.022034758328575165,0.9995468949457494,0.10406756592746237,0.05859150467720853,0.0037311672961911563
14,0.11701906953760624,0.03264995423165136,0.06893387012091834,0.19873850912693009,0.11290188158645101,0.05101182338149942,0.07452011720555383,0.041447862204709585,0.01960441557818819,0.025137923420041845,0.034912522494533055,0.01304287959710558,0.1529750438330782,0.10405205284791652,0.9983335838217346,0.09035202666651682,0.006807874354737836
15,0.08006146314223245,0.014016919889464673,0.04010918526234963,0.1384541982938971,0.03908129935782996,0.03314535190840226,0.03677611539103664,0.06968574955470429,0.005933317288989026,0.09117151690679247,0.17645184993301133,0.011944815717277594,0.035897301171848174,0.0516166175339909,0.08594699388615261,0.5651557089024155,0.010226863425025302
16,0.003798875606459142,0.006475415507057012,0.0037876775743439133,0.012671305181067122,0.006619110483226308,0.012085878051371185,0.0036577106763658563,0.007549408063672548,0.003836557611016098,0.19449983578328067,0.2334565857052834,0.004625453414896215,0.0042274199187674255,0.0038128147062695007,0.006888690522646083,0.019645886706183273,0.9996074890691847
17,0.011834939357079664,0.10212175727913197,0.019018407927643498,0.08965910867732954,0.05608788388403816,0.13989354444846694,0.05263643351102198,0.9961631484292136,0.03942546456063232,0.080109225549758,0.02628921206576585,0.09257203038716873,0.117779217294652,0.0204651907235443,0.04558271943912654,0.10941092478531007,0.007876934907622802
