,0,1,2
s02T1622,1.0,0.0,0.0
s03T1622,1.0,0.0,0.0
s04T1622,0.9985439081480224,0.0,0.0014560918519775498
s05T1622,0.9860881987848258,0.0,0.013911801215174106
s06T1622,0.8869193411067176,0.0057755907021435566,0.10730506819113891
s07T1622,0.8207393684705493,0.008648121164695457,0.17061251036475517
s08T1622,0.0,0.0,1.0
s09T1622,0.0,0.0,1.0
s10T1622,0.08910818664493701,0.0,0.910891813355063
s11T1622,0.0709436434553612,0.0,0.9290563565446388
s12T1622,0.16825709420744275,0.0,0.8317429057925573
s13T1622,0.2568970246979678,0.0,0.7431029753020323
s14T1622,0.4150920310405844,0.0,0.5849079689594157
s15T1622,0.7025747421644327,0.0,0.2974252578355673
s02M1722,1.0,0.0,0.0
s03M1722,1.0,0.0,0.0
s04M1722,0.9699014159771375,0.0,0.03009858402286247
s05M1722,0.9497941430040778,0.0,0.05020585699592223
s06M1722,0.9027980366121414,0.0017789804414893597,0.09542298294636917
s07M1722,0.807993678424551,5.025398046330097e-05,0.1919560675949856
s08M1722,0.0,0.0,1.0
s09M1722,0.08399622893835393,0.0,0.9160037710616462
s10M1722,0.16139848104784016,0.0,0.8386015189521598
s11M1722,0.07663707796078578,0.0,0.9233629220392142
s12M1722,0.11543830615406891,0.0,0.8845616938459311
s13M1722,0.10210560060784306,0.0,0.8978943993921569
s14M1722,0.2193279915104111,0.0,0.7806720084895888
s15M1722,0.503008886126932,0.0,0.49699111387306816
s01X1722,0.72803548749023,0.01973746614498963,0.25222704636478044
s02T1722,0.8570213200128052,0.003664007895833487,0.1393146720913614
s03T1722,0.7997850699510474,0.014221379300722894,0.1859935507482298
s04T1722,0.9495710078070765,0.0,0.05042899219292355
s05T1722,0.909454710469459,0.0,0.09054528953054095
s06T1722,0.9560257925362118,0.0,0.043974207463788134
s07T1722,0.5413362104770237,0.026745076948491892,0.43191871257448444
s08T1722,0.0,0.0,1.0
s09T1722,0.0,0.0,1.0
s10T1722,0.08768694072332874,0.0,0.9123130592766712
s11T1722,0.05988271511838143,0.0,0.9401172848816186
s12T1722,0.11997713862031852,0.0,0.8800228613796816
s13T1722,0.3672909991872645,0.0,0.6327090008127356
s14T1722,0.24280674908599467,0.0,0.7571932509140054
s15T1722,0.5303449298645259,0.0,0.469655070135474
s02M1822,0.5354109654603999,0.03171662887781111,0.43287240566178886
s03M1822,0.7999640077109819,0.0,0.20003599228901806
s04M1822,0.8073263885709635,0.010497962610104996,0.18217564881893153
s05M1822,1.0,0.0,0.0
s06M1822,1.0,0.0,0.0
s07M1822,1.0,0.0,0.0
s08M1822,0.0,0.0,1.0
s09M1822,0.0,0.0,1.0
s10M1822,0.03589387027300372,0.0,0.9641061297269963
s11M1822,0.07242459254730732,0.0,0.9275754074526926
s12M1822,0.026592167408319944,0.0,0.97340783259168
s13M1822,0.07156431313720471,0.0,0.9284356868627952
s14M1822,0.13929879738033102,0.0,0.860701202619669
s15M1822,0.5079759601253342,0.0,0.49202403987466586
s01X1822,0.7164490977394327,0.008504081735653686,0.2750468205249135
s02T1822,0.8968323041092031,0.0029379611910847034,0.10022973469971229
s03T1822,0.9349710282570576,0.0,0.06502897174294239
s04T1822,0.922775916034043,0.0014227729356060563,0.07580131103035101
s05T1822,0.9567050176893884,0.0,0.04329498231061165
s06T1822,0.9946944727755564,0.0,0.005305527224443646
s07T1822,0.941940270927496,0.0,0.05805972907250393
s08T1822,0.0,0.0,1.0
s09T1822,0.0,0.0,1.0
s10T1822,0.047559204711695474,0.0,0.9524407952883045
s11T1822,0.04483678807344821,0.0,0.9551632119265518
s12T1822,0.06960569379941603,0.0,0.930394306200584
s13T1822,0.07289766374614422,0.0,0.9271023362538559
s14T1822,0.26181045638515715,0.0,0.7381895436148428
s15T1822,0.67916069180972,0.0,0.3208393081902799
s02M1922,0.9368781314179975,0.002145970511145393,0.06097589807085719
s03M1922,1.0,0.0,0.0
s04M1922,1.0,0.0,0.0
s05M1922,1.0,0.0,0.0
s06M1922,1.0,0.0,0.0
s07M1922,1.0,0.0,0.0
s08M1922,0.0,0.0,1.0
s09M1922,0.15153627947667828,0.0,0.8484637205233218
s10M1922,0.027489385539112607,0.0,0.9725106144608874
s11M1922,0.013416734449333651,0.0,0.9865832655506663
s12M1922,0.016601788179956483,0.0,0.9833982118200435
s13M1922,0.18512452991092265,0.0,0.8148754700890773
s14M1922,0.30067064682372524,0.0,0.6993293531762748
s15M1922,0.7146533549112164,0.0,0.28534664508878366
s01X1922,0.700254046596916,0.057861390441854094,0.24188456296122973
s02T1922,0.7249299441241992,0.027992944658984904,0.24707711121681597
s03T1922,0.7727614166069956,0.018615104399983106,0.20862347899302136
s04T1922,0.8882813527056702,0.0,0.1117186472943299
s05T1922,0.8531190745104615,0.0007276756882676087,0.14615324980127084
s06T1922,0.8362508389276262,0.0,0.16374916107237383
s07T1922,0.8887019002088271,0.0,0.11129809979117296
s08T1922,0.0,0.0,1.0
s09T1922,0.09751864908729924,0.0,0.9024813509127008
s10T1922,0.052238747124057246,0.0,0.9477612528759428
s11T1922,0.07583918138558456,0.0,0.9241608186144155
s12T1922,0.1161319530837463,0.0,0.8838680469162538
s13T1922,0.21437685427475314,0.0,0.7856231457252469
s14T1922,0.2284153061688151,0.0,0.7715846938311848
s15T1922,0.5961057269536751,0.0,0.40389427304632497
s02M2022,0.8138143947213667,0.0,0.18618560527863334
s03M2022,0.6750062406462255,0.0,0.32499375935377445
s04M2022,1.0,0.0,0.0
s05M2022,0.9698660093929979,0.0,0.030133990607002024
s06M2022,0.9743759661042324,0.0,0.02562403389576763
s07M2022,0.9935730017434377,0.0,0.00642699825656238
s08M2022,0.0,0.0,1.0
s09M2022,0.0,0.0,1.0
s10M2022,0.0046861161847817495,0.0,0.9953138838152182
s11M2022,0.025827936907578636,0.0,0.9741720630924214
s12M2022,0.006168501808553613,0.0,0.9938314981914464
s13M2022,0.006809030240130199,0.0,0.9931909697598698
s14M2022,0.05677879541809814,0.0,0.9432212045819018
s15M2022,0.7537218241289739,0.0,0.24627817587102607
s02T2022,0.8491057313657273,0.05743122583737299,0.09346304279689972
s03T2022,0.8996853715909335,0.03393951964169318,0.06637510876737336
s04T2022,0.797981584688011,0.042583778564341424,0.15943463674764757
s05T2022,0.780227794654607,0.046088703011412484,0.17368350233398044
s06T2022,0.7932267079343698,0.040988213589141675,0.16578507847648855
s07T2022,0.6613085822305974,0.09756891373151004,0.24112250403789254
s08T2022,0.0,0.0,1.0
s09T2022,0.017670078230692186,0.0,0.9823299217693079
s10T2022,0.08303025641939624,0.0,0.9169697435806038
s11T2022,0.09495168409166886,0.0,0.9050483159083311
s12T2022,0.15079391604071696,0.0,0.8492060839592831
s13T2022,0.3379474179049074,0.0,0.6620525820950925
s14T2022,0.09864827116624368,0.0,0.9013517288337564
s15T2022,0.3095290220364135,0.0,0.6904709779635864
s02M2122,0.9034800558570174,0.019015791595351102,0.07750415254763154
s03M2122,0.997726326943791,0.0,0.0022736730562089875
s04M2122,1.0,0.0,0.0
s05M2122,1.0,0.0,0.0
s06M2122,1.0,0.0,0.0
s07M2122,1.0,0.0,0.0
s08M2122,0.0,0.0,1.0
s09M2122,0.0,0.0,1.0
s10M2122,0.03858894231144807,0.003668160062974425,0.9577428976255774
s11M2122,0.4677221942486933,0.0,0.5322778057513067
s12M2122,0.08131818140534966,0.01905436651819524,0.899627452076455
s13M2122,0.08297079914518679,0.0,0.9170292008548132
s14M2122,0.19773200437056718,0.0,0.8022679956294329
s15M2122,0.7848950998860985,0.02898441574779073,0.1861204843661107
s02T2122,0.8784423933302326,0.03722793240339796,0.08432967426636938
s03T2122,0.882756919554126,0.03528580589453814,0.08195727455133583
s04T2122,0.8942581792775686,0.023596983401729315,0.0821448373207022
s05T2122,0.8931165665481449,0.02543541709133546,0.08144801636051964
s06T2122,0.9592916589526235,0.0072667734905939325,0.03344156755678266
s07T2122,1.0,0.0,0.0
