,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
s02T1622,0.0,0.0,0.0,0.0,0.0,0.01595368773878908,0.0,0.0,0.0,0.19521404787075428,0.0,0.0,0.021778319526840555,0.0,0.0,0.30383053251901826,0.0,0.23705253339739407,0.0,0.0,0.0453470080992031,0.0,0.13994474919854158,0.02981778605212194,0.0,0.0,0.0,0.0,0.0,0.01106133559733727
s03T1622,0.0,0.0,0.0,0.0002672947596767017,0.0,0.014619596327761964,0.0,0.0,0.0,0.13766793569044677,0.0,0.0,0.044535124639438824,0.0,0.0,0.20324987897382374,0.0,0.2645405069380314,0.0,0.0,0.06687067381217057,0.0,0.19588768952189256,0.04454149021460374,0.001799159991034757,0.0,0.0,0.0,0.008545780396241874,0.017474868734877094
s04T1622,0.0,0.0,0.0,0.0005162296665561185,0.0,0.008182345412106407,0.0,0.0016562188173304402,0.0,0.11482808867382784,0.0,0.0,0.0306647313065087,0.0,0.0,0.2868488524157406,0.0,0.15374684566407482,0.0,0.0,0.0761791876634217,0.0,0.2503134286744831,0.061141247594594876,0.0010323393577488236,0.0,0.0,0.0,0.0,0.014890484753606579
s05T1622,0.0,0.0,0.0,0.0,0.0,0.0130613106164112,0.0,0.0023335598079774326,0.0,0.13079814194154157,0.0028100271500556915,0.0,0.02444464312448794,0.0,0.0,0.23101257548116774,0.0,0.2092289324739776,0.0,0.0,0.11916643857923813,0.0,0.20011818703736806,0.05378022790595217,0.0,0.001762006320019159,0.0,0.0,0.0,0.011483949561803384
s06T1622,0.0,0.0,0.0,0.0,0.0,0.004376343828697849,0.0,0.0002581880124948486,0.0,0.05612340523567839,0.007665394722944461,0.0,0.05840484436869512,0.0,0.0,0.12595221309878982,0.0,0.2666930430423437,0.004432208950948271,0.0,0.10624908850836869,0.0,0.2257026599796204,0.05859242899757742,0.0011707325869979783,0.002826096682955169,0.0,0.0,0.02814839833908194,0.05340495364480585
s07T1622,0.0,0.0015157926998654427,0.0005285018307378791,0.0007961835999532443,0.0020627272060400924,0.0,0.0,0.0,0.0,0.03403696654304913,0.004832862374083401,0.0,0.09711777408688257,0.0,0.0,0.049401199027996674,0.0011090404106996225,0.24526325461795723,0.0036878248533563926,0.0,0.05278080879353554,0.0,0.3451626407741748,0.11824538717452499,0.003558826497888814,0.006975471498101304,0.0,0.0,0.0,0.032924738011153
s08T1622,0.0,0.35139354809641715,0.0019117388453814303,0.009649668695533763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1721346309258186,0.0,0.010058070987186571,0.0010925148200200475,0.0,0.11442416347687162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32546715732737624,0.0,0.013868506825394535
s09T1622,0.0,0.31339165066816077,0.009700988810891462,0.0066598228735445415,0.00041157447257840875,0.0,2.350281866506506e-05,0.0024871424332021928,0.014704781321076667,0.0010864443943618702,0.0,0.14082932642108695,0.0,0.0,0.050845745649165296,0.0,0.14650801812557449,0.0,0.0,0.0,0.049945004510965244,0.0,0.011786707019138814,0.023408651285463752,0.0,0.0,0.0,0.21186455309919758,0.0,0.016346086096927063
s10T1622,0.0,0.00309584838619645,0.007764997205248588,0.0,0.0,0.0003448476349963852,0.0004099821777250637,0.014980977297423094,0.20425172839164435,0.0058293152517594595,0.0,0.1520711277263442,0.0,0.0,0.01805121225248506,0.0,0.12419327651841137,0.0,0.0,0.0,0.17730616193908152,0.0001744344699631422,0.05433977337534694,0.0606483143964171,0.0,0.0,0.0067233676784105,0.1532824208503042,0.0,0.01653221444824256
s11T1622,0.0,0.0,0.005764771313536742,0.024788849072237374,0.0,0.0,0.0,0.028928123025242888,0.0451255907695952,0.0035126775237154374,0.0,0.2718419948734314,0.0,0.0,0.010086497125039277,0.0,0.11984253295349954,0.0,0.0,0.0,0.26525345103327913,0.0,0.06091209992293874,0.10566248352702255,0.0,0.0,0.0,0.03617197249703596,0.0,0.022108956363425948
s12T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05957996547319871,0.06762262297117809,0.009939003067123652,0.0,0.04044976331983349,0.0,0.0,0.031014471961696044,0.0,0.016273210126424412,0.0,0.0,0.0,0.42621445600351815,0.0,0.10662272929635447,0.22537185986710426,0.0,0.0,0.0,0.016911917913568685,0.0,0.0
s13T1622,0.0,0.021852437883040116,0.0,0.0,0.0,0.0016370179878359,0.0,0.057743927714936624,0.12388185443629753,0.021603524009765968,0.0007187203410001364,0.027595528972855908,0.0,0.0,0.004149005737952694,0.0,0.019330156893055922,0.0,0.0,0.0,0.3529208944982785,0.0,0.10008260489538531,0.19079977597911335,0.0,0.0,0.027706530431447222,0.04997802021903484,0.0,0.0
s14T1622,0.0,0.0,0.0,0.0,0.0,0.0019729263748521748,0.0,0.05078996286577724,0.055422599269156096,0.04293603718301417,0.012735240858780538,0.0,0.0,0.0,0.0,0.0,0.007787512407588777,0.0,0.0,0.0,0.4195165687646469,0.0,0.12661134692313505,0.21175393417556376,0.0,0.0,0.03631101215105109,0.03416285902643408,0.0,0.0
s15T1622,0.0,0.010732165350547447,0.0,0.0005374910898380117,0.0,0.001488948678940484,0.0,0.02931372897151245,0.0018623566505426446,0.0829286702586038,0.021528901686647697,0.0,0.01909540164029074,0.0,0.0,0.053246369723796406,0.0,0.07819313409505114,0.0,0.0,0.3346262244197747,0.0,0.18539175497430505,0.14956296378302775,0.0,0.0,0.016951684322251158,0.0,0.0,0.014540204354870714
s02M1722,0.0,0.0,0.0,0.0,0.0,0.031625911515246394,0.0,0.0,0.0,0.17107043892810628,0.0,0.0,0.04981064751789709,0.0,0.0,0.26058412697986033,0.001175093768110951,0.17205048219132868,0.01359410148876776,0.0,0.05229535618349276,0.0,0.2027381953291928,0.03833589041582529,0.00023286413554906687,0.0,0.0,0.004001625030977615,0.0,0.0024852665156450964
s03M1722,0.0,0.0,0.0,0.0,0.0,0.02575936611173445,0.0,0.000558659527677811,0.0,0.16793640527815845,0.0005633087099801287,0.0,0.030110894604632295,0.0,0.0,0.24587790529799322,0.0,0.19178002957604334,0.034479320438253136,0.0,0.06289667560972198,0.0,0.17299496535609005,0.0374965909619815,5.2303064471241345e-05,0.0,0.0,0.0,0.011847816753778157,0.01764575870948407
