,0,1
s02T1622,1.0,0.0
s03T1622,1.0,0.0
s04T1622,1.0,0.0
s05T1622,1.0,0.0
s06T1622,1.0,0.0
s07T1622,0.9978547903974031,0.0021452096025969254
s08T1622,0.3852425637741078,0.6147574362258922
s09T1622,0.4103658681083579,0.5896341318916422
s10T1622,0.5515414633499383,0.4484585366500618
s11T1622,0.4906787235287062,0.5093212764712939
s12T1622,0.6004848659879354,0.39951513401206473
s13T1622,0.6954747312868895,0.30452526871311053
s14T1622,0.8193514113125182,0.18064858868748182
s15T1622,0.9756664108307055,0.02433358916929449
s02M1722,1.0,0.0
s03M1722,1.0,0.0
s04M1722,1.0,0.0
s05M1722,1.0,0.0
s06M1722,1.0,0.0
s07M1722,0.9998378961624703,0.00016210383752969295
s08M1722,0.3245191820995851,0.6754808179004149
s09M1722,0.5051210724770444,0.4948789275229556
s10M1722,0.5965018806606869,0.403498119339313
s11M1722,0.49169253137719154,0.5083074686228084
s12M1722,0.5099464705699805,0.4900535294300195
s13M1722,0.5166127399762958,0.48338726002370436
s14M1722,0.637379836990672,0.3626201630093279
s15M1722,0.8654699841341302,0.1345300158658698
s01X1722,0.9423999463677318,0.05760005363226814
s02T1722,1.0,0.0
s03T1722,0.98062723388073,0.019372766119270086
s04T1722,1.0,0.0
s05T1722,1.0,0.0
s06T1722,1.0,0.0
s07T1722,0.8290582742915543,0.17094172570844568
s08T1722,0.2667566043131125,0.7332433956868876
s09T1722,0.3063156856379561,0.6936843143620439
s10T1722,0.5340677119529907,0.46593228804700926
s11T1722,0.47885813084824813,0.5211418691517519
s12T1722,0.551211939190517,0.448788060809483
s13T1722,0.7613713324986986,0.23862866750130143
s14T1722,0.6859250365596234,0.31407496344037666
s15T1722,0.8673540753037539,0.13264592469624623
s02M1822,0.8231002248684135,0.17689977513158647
s03M1822,0.99328105206386,0.006718947936140007
s04M1822,0.9887351434554325,0.011264856544567568
s05M1822,1.0,0.0
s06M1822,1.0,0.0
s07M1822,1.0,0.0
s08M1822,0.2966904608465454,0.7033095391534545
s09M1822,0.3317166784197106,0.6682833215802895
s10M1822,0.4142038170352041,0.585796182964796
s11M1822,0.5103448596363315,0.48965514036366853
s12M1822,0.3998352895823041,0.600164710417696
s13M1822,0.47357068553737525,0.5264293144626248
s14M1822,0.5751399513620554,0.4248600486379447
s15M1822,0.873524545209593,0.12647545479040703
s01X1822,0.9461034289137177,0.053896571086282305
s02T1822,1.0,0.0
s03T1822,1.0,0.0
s04T1822,1.0,0.0
s05T1822,1.0,0.0
s06T1822,1.0,0.0
s07T1822,1.0,0.0
s08T1822,0.2745946808141935,0.7254053191858064
s09T1822,0.34283870051957777,0.6571612994804222
s10T1822,0.4438044461666263,0.5561955538333736
s11T1822,0.43741863279268567,0.5625813672073143
s12T1822,0.4777157092311898,0.5222842907688102
s13T1822,0.46060253345204755,0.5393974665479524
s14T1822,0.6921669526610577,0.30783304733894234
s15T1822,0.9495392549552543,0.05046074504474568
s02M1922,1.0,0.0
s03M1922,1.0,0.0
s04M1922,1.0,0.0
s05M1922,1.0,0.0
s06M1922,1.0,0.0
s07M1922,1.0,0.0
s08M1922,0.34347642415719604,0.656523575842804
s09M1922,0.5641201675941727,0.4358798324058274
s10M1922,0.3983912737313445,0.6016087262686556
s11M1922,0.35129822843875286,0.6487017715612472
s12M1922,0.35792715066259617,0.6420728493374038
s13M1922,0.5975527868912862,0.4024472131087138
s14M1922,0.7069360377621929,0.2930639622378071
s15M1922,0.9751301068272793,0.02486989317272069
s01X1922,0.9052577890500815,0.09474221094991857
s02T1922,0.9443402362013669,0.055659763798633057
