,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
s02T1622,0.0,0.0,1.4369811872517566,0.0,0.0,0.0,0.0,0.062391562365183166,0.0,2.1782508877955085,0.0,0.0039891262023663025,0.5780547059997109,0.04167137007000013,0.0,3.5401133088281687,0.01054947402336524,0.0,2.760063010294367,0.0,0.09209352405470536,0.0,0.0,0.6550335833114002,0.0,0.0,0.2265277842318356,0.0,0.01563442588301507,0.12150054693964459,0.0,0.0,0.0,0.0,0.04644999068059502,1.047397412461464,0.0,0.0,0.0,0.4701425675450816,0.0,0.0,0.0,0.0,0.0,0.0,0.22209441529419352,0.0,0.0,0.0,0.0,0.0,0.0,0.009438092361769635,0.09324623637787553,0.0,0.009076873395255201,0.0,0.0,0.0,0.0,0.0,0.03250002286324945,0.0,0.0,0.7218556218315725
s03T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25554742258458163,0.0,3.283639926026919,0.01268427680536179,0.0,1.3667305343214555,0.0,0.0,4.785631022507304,0.007163964094224659,0.0,4.684389096448144,0.0,0.3381121463784008,0.0,0.04890734871233078,2.2118126623016856,0.0,0.0,0.6504758912378181,0.0,0.5394801633539758,0.486943836955066,0.0,0.0,0.0,0.0,0.34771153533349225,2.16494485177914,0.0,0.0,0.0,2.037337858764528,0.0,0.0,0.0,0.015696849467634142,0.0,0.030939981344075666,1.5149679722140785,0.0,0.0,0.0,0.0,0.0,0.0,0.07188902110616774,0.5309947680632824,0.0,0.06549861246127431,0.0,0.0171053452228248,0.0,0.0,0.0,0.36982828231152665,0.0,0.0,1.56378532773318
s04T1622,0.0,0.010804028079457434,4.48602502921883,0.0,0.0,0.0,0.0,0.3600344211916854,0.0,3.225970298318886,0.0,0.0,1.4945009820037543,0.2355755571602004,0.0,6.8763001999898385,0.0,0.0,8.802829528441979,0.0,0.14022711073874602,0.0,0.21912875011145197,3.5672682200797188,0.0,0.016829663935960942,0.9895284821737875,0.0,1.1201131988036954,0.27525840082324615,0.00997427174557361,0.0,0.0,0.005825586509802119,0.0,2.1454913440630143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008796922702285102,0.46704616576696645,0.047676221919244456,0.0,0.0,0.0,0.0,0.0,0.0,0.36213210213159297,0.0,0.03323232420449531,0.0,0.0,0.0,0.0,0.0,0.11325448417854307,0.0,0.0,1.046665595461556
s05T1622,0.0,0.0,1.9706477250972692,0.0,0.0,0.0834902570772323,0.0,0.7046532238839686,0.0,6.102176340560109,0.32029441510200585,0.0,2.2244156429173025,0.26688425166533847,0.0,12.882183738342208,0.07191812719291794,0.0,7.2011431433623745,0.0,1.0760120843800571,0.0,0.0,4.713150237368304,0.0,0.0,0.35737684612293247,0.0,0.6283824080420887,0.7039485775672109,0.0,0.0,0.0,0.0,1.1114831155126346,2.476156354608478,0.0,0.0,0.0,3.3140279347269814,0.0,0.0,0.0,0.0,0.0,0.0,1.6880590019887083,0.11678995042728187,0.0,0.0,0.0,0.0,0.0,0.8922692973809115,0.4285756629133544,0.016943912835981487,0.009584005342449893,0.0,0.2701151935087204,0.0,0.0,0.0,0.4191024366862094,0.0,0.0,2.72744383610757
s06T1622,0.0,0.0057141117218806456,0.9277044719304756,0.0,0.0,0.0,0.0,0.35999734524963195,0.0,1.7984804140973614,0.22178782166156785,0.0,1.6564840722442506,0.0,0.0,4.098543653140156,0.1718398363943541,0.0,3.2714538093434844,0.0,1.0834120843010764,0.0,0.0931389866825732,2.9272280573857836,0.0,0.02448417015946048,0.537427002948344,0.0,0.4067882326286979,0.9304483286630563,0.004788389406467312,0.0,0.01945456255780959,0.0,0.6799168488401559,2.9347614006672362,0.0,0.0,0.0,2.679957246955974,0.000482684628618137,0.09090140188370535,0.0,0.0,0.0,0.021543780886135747,3.5411076670926134,0.0,0.0,0.0,0.0,0.0,0.0,0.06615547412598019,1.6393729639089074,0.0,0.19455179446773677,1.664272140854724,0.20368299016884495,0.0,0.0,0.0,1.0479452353635619,0.0,0.0,0.8489968469714233
s07T1622,0.0,0.015889270854631165,0.0,0.0,0.0,0.0,0.0,0.14419771444893717,0.0,0.417898094283525,0.017316775366473233,0.015102740082906952,0.6805631904619736,0.0,0.0,0.5272709484621609,0.18354507337596745,0.0,0.539469355788083,0.0,0.0156198318579806,0.0,0.1608971246749707,1.63347249146528,0.0,0.026257464501918976,0.18868298661426874,0.0,0.6117139018584657,0.573212043799458,0.006148700037428329,0.004947527346631643,0.0,0.0,0.4658156665653022,1.5945361804062086,0.0,0.0,0.0,0.0,0.023894751829203215,0.0350569782295787,0.0,0.0,0.0,0.009989434823489752,0.0,0.0,0.0,0.0,0.0020504039197333825,0.0,0.0,0.0,0.4508563885878828,0.0,0.04055776711401523,0.6712454982916224,0.12374486904638624,0.0,0.0,0.0,0.48593494781366914,0.0,0.0,0.0
s08T1622,0.0,0.7010847326183764,0.0,0.07537895938467372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003166251108098953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007458574421223429,0.0,2.4598058484231813,0.0,0.04482085059043003,0.0,0.0,0.0,0.0,0.0,0.0,0.3449105576773553,0.029197372046912647,1.567584959185386,0.0,5.1080110746624445,0.0,7.332777259042744,0.0883576250502206,0.0,0.0,0.0,0.008223935377812751,0.0,0.0,3.9944804067994952,0.0,0.0038201571480298195,0.19046858772469533,0.10883618601672164,0.0,0.0,0.0,0.007693149755568383,2.1790325538893702,0.378995803323235,0.051768057956551074,0.0,0.0,0.0,0.0
s09T1622,0.0,0.0,0.0,0.37570352062448886,0.001169406226459023,0.0,0.0,0.0,0.5006790672367936,0.014563756455736265,0.0,0.0,0.004813557092354835,0.11126281378577929,0.0,0.0,0.16524259023092985,0.0,0.0,0.00017458785869232647,0.16110512143421382,0.0,0.0,0.5255234584455283,0.18570733052671448,0.0,0.0,3.0756225213293846,0.0,0.5154224962334409,0.0,0.15603532349484778,0.0,0.0,0.0,0.0,0.17620237398669467,0.004139774912622525,0.7989991342806985,0.0,4.88929506420046,0.0,0.23140733444370715,0.30533312341209673,0.0,0.0,0.0,0.18259423862299762,0.0,0.0,3.8423815354420428,0.0,0.0024977725108266775,0.1987531313640875,0.0,0.0,0.0,0.12555433486724193,0.0,0.5949100030773414,0.03583857826696971,0.0,0.0,1.3077359395622337,0.0,0.0
s10T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0024954898489063077,0.0,7.010961538756396,0.0,0.0,0.0,0.007850075279643378,0.31457417880290117,0.0,0.0,0.026415979684314847,0.0,0.0,0.0,0.5590830834184588,0.0,0.0,3.0748400166472063,2.522643638947056,0.0,0.0,5.043677772224939,0.0,0.27928725103508595,0.0,0.21819866543754265,0.0,0.0,0.0,0.0,1.1868023517096065,0.0,0.347094949433346,0.0,4.299109246733966,0.0,0.0,0.2757316518163832,0.0,0.0,0.0,0.8812520519501937,0.0,0.0,1.0179534877725365,0.0,0.0,1.6771252797632803,0.0,0.43991789320114566,0.0,1.4775140959369963,0.0,0.0,0.0,0.0,0.0,0.18987816195003476,0.0,0.0
s11T1622,0.0,0.0,0.0,0.7873230851260729,0.0,0.03574045095848116,0.0,1.7438848194415375,3.359061626222827,0.10788181911285859,0.0,2.753445474732383,0.0,0.7940333743234833,0.0,0.0,1.4338319890894493,0.0,0.0,0.0,3.532265343685104,0.0,0.0,6.1081806537402965,0.3469127746633274,0.0,0.0,13.05047221513508,0.0,1.317806557823348,0.0,0.6385260574558793,0.0,0.0,0.0,0.0,0.48731707268435165,0.0,0.022336620625763595,0.0,6.0158612618885625,0.0,0.0,0.10990920851137899,0.0,0.0,0.0,1.9652480028696415,0.0,0.0,0.40190335577465625,0.0,0.0,0.39055102197023145,0.0,0.0,0.1655626245911048,0.0,0.0,0.0,0.0,0.0,0.0,1.3904466807631188,0.0,0.0
