,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
s02T1622,0.0,0.0,3.9480022342812773,0.0,0.0,0.058402181980305556,0.0,0.0,0.0,2.138203362258964,0.0,0.0,0.4364951960868863,0.0,0.0,3.646482581100988,0.0,0.0,2.1972096069833547,0.0,0.09268810536699942,0.0,0.0,0.17583043910955856,0.0,0.0,0.013330874392231223,0.0,0.0,0.0,0.0,0.0,0.026779956775794627,0.0,0.16412714724030852,2.062344016276685,0.0,0.0,0.0,1.0895022641217216,0.0,0.0,0.0,0.0,0.0,0.0,0.12930046770764597,0.003087696187966529,0.0,0.03906331160137917,0.0,0.0,0.0,0.07149309967333659,0.0,0.387943798184305,0.0,0.0,0.0,0.0,0.0,0.0,0.030926043281374525,0.0,0.0,0.0,1.248048195123307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023701433792953343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04967343252061225
s03T1622,0.2948496515278584,0.0,3.562547217580447,0.0,0.0,0.4947886047751619,0.0,0.0,0.0,3.232068514107917,0.0007729345719851651,0.0,1.1713282388271822,0.048634273476698436,0.0,4.807671460451432,0.0,0.017837469606904067,3.9410089695230743,0.0,0.33935210605871063,0.0,0.0,0.7996395350367669,0.0,0.0,0.4510338779043704,0.0,0.0,0.03619075298845757,0.0,0.0,0.1733525586151701,0.0,0.43321513221065755,3.1737053528262984,0.0,0.0,0.0,3.117605562524509,0.0,0.0,0.0,0.0,0.0,0.1513525347003971,0.9932157559845332,0.0,0.0,0.15138931466896569,0.0,0.0,0.0,0.16736176177783613,0.0,0.8593677374719364,0.0,0.0,0.0,0.0,0.0,0.0,0.329088946074335,0.0,0.0,0.0,3.2719774510939432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005765521277397719,0.0,0.0,0.0,0.0,0.0,0.053802151699176556,0.0,0.0,0.1452197976604514
s04T1622,0.0,0.0,10.403204442077154,0.0,0.0,0.446008454408492,0.0,0.0,0.0,2.6484441647651242,0.0,0.0,1.188065426350792,0.0,0.0,6.997540405013783,0.0,0.2638202829240667,7.928479409905646,0.0,0.15669571815555305,0.0,0.0725577802488757,1.6574384788788268,0.0,0.012276323466649178,0.6529321065559499,0.0,0.1271880809841536,0.0,0.006246745224616455,0.0,0.19450878056261348,0.0,0.17689572238062581,3.9521737766208074,0.0,0.0,0.0,1.4951193815385058,0.0,0.0,0.0,0.0,0.0,0.009008085321961625,0.31276905238619596,0.08247662215967415,0.0,0.22882657227929648,0.005182578819022254,0.0,0.0,0.19322715731244075,0.0,0.6061075529261399,0.0,0.0,0.0,0.0,0.0,0.0,0.06495493751062031,0.0,0.0,0.0,4.68772283482649,0.002478469218507916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012168896608564562,0.0,0.0,0.04386392733484942
s05T1622,3.5970879116622423,0.0,9.341307746318256,0.0,0.0,0.1798261087115264,0.0,0.0,0.0,5.791066327310424,0.35318768327208444,0.0,1.758984178923575,0.0,0.0,13.203458593203928,0.0,0.0,5.031934947835829,0.0,1.0483617991698198,0.0,0.0013605926176456294,2.579810497150638,0.0,0.020150075298308874,0.6570479097238866,0.0,0.0,0.03897027018098162,0.0,0.0,0.23956043007847436,0.0,1.1990268708509673,3.4758609957148106,0.0,0.0,0.0,5.238945707600255,0.0,0.0,0.0,0.0,0.0,0.0,1.255898353169024,0.18103742190636987,0.0,0.4786641461510166,0.0,0.0,0.0,0.6828130296282903,0.0,1.4451478179163875,0.0,0.0,0.16391875256938956,0.0,0.0,0.0,0.3593412708536043,0.0,0.0,0.0,5.7292849373127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22488323730294527,0.12735029868861825,0.0,0.0,0.0,0.004914571483592064,0.0,0.0,0.25717215121783055
s06T1622,0.0,0.0,5.79022355878386,0.0,0.0,0.14431898380534608,0.0,0.0,0.12626189810062025,1.4165161784012978,0.24708337002707054,0.0,1.4240264532712164,0.800874161900792,0.0,4.050204581183824,0.0,0.0,2.738466038606891,0.0,1.0392405496722208,0.0,0.0,0.7783039253675688,0.0,0.028523385479637918,0.3468539797995493,0.0,0.0,0.26878783412778473,0.0,0.0,0.2436547936398903,0.0,0.825530641522194,3.5303377402364253,0.0,0.0,0.0,4.029380454426422,0.0,0.08767683814718856,0.0,0.0,0.0,0.10207504265333368,2.5395970593517463,0.015595201428899414,0.0,0.22079329538571163,0.0,0.0,0.01377039703423178,0.28633085837933736,0.0,0.5582877323567045,0.0,0.07899921877603037,0.0,0.0,0.0,0.0,0.9277137404772409,0.0,0.0,0.0,4.936301232644854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1473134614720065,0.11989529050441548,0.009101218698192333,0.35464702247834096,0.0,0.0,0.0644055655031269,0.0,0.0,0.13103827696509207
s07T1622,0.0,0.0,1.9910532245717194,0.0,0.0,0.04865426473877569,0.0,0.0,0.007602577627723003,0.1943960407872967,0.004913185272104121,0.0,0.5661929915101376,0.0,0.0,0.4051947744837865,0.0,0.0,0.5829258619435237,0.0,0.05788655369850038,0.0,0.0,0.2036112067308559,0.0,0.015028329307352475,0.0,0.0,0.0,0.1872881992094593,0.0,0.006563152048369144,0.17915154805439346,0.0,0.5447935827616546,1.7523647499184665,0.0,0.0,0.0,0.7954622845411274,0.022764232528350963,0.0,0.0,0.0,0.0,0.04691203280409956,0.0,0.0,0.0,0.08763342410642211,0.010038604788530537,0.1510539665708674,0.017527714855899414,0.030529915346618246,0.0,0.026968670348630774,0.016893547183899533,0.0,0.0,0.0,0.0,0.0,0.37606388572507116,0.0,0.0,0.0,3.2342056874782026,0.001267866594335573,0.0,0.0,0.0,0.0,0.0,0.00553466332291889,0.0,0.0155289875201045,0.008758373650801237,2.058926603715867,0.0,0.0,0.023602577710647322,0.03579963579661012,0.0,0.004001920172555193
s08T1622,0.0,22.79512681249915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004892290722182781,0.0,0.0,0.0,0.24020899593336298,0.0,0.0,0.03755662893226205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3557547858410202,0.0,0.23937717653413193,0.0,0.01895645494045061,0.031952341161255664,0.0,0.0018060513722016574,0.0,0.0,0.0,1.0318436767221077,0.0021385502774469815,4.134468199689797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5785585211543385,0.0,0.0,0.008421832315640351,0.0,0.0,0.0,0.0,0.0,0.803123003691965,0.2596366354441829,0.0,0.0,1.7008439799586272,0.0,0.0,0.0,0.0,0.027778583229612838,0.0,2.6792208451004704,0.0,1.7250363352893217,1.9770928246896657,0.0,0.0,0.0,0.0,0.0,0.0022222138825855834,0.0,0.0,0.0,0.0
s09T1622,0.0,7.69443406225352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012899352616191812,0.0,0.0,0.007254516308729168,0.21248600729323774,0.0,0.0,0.030911681691585178,0.0,0.0,0.0,0.1274368780276991,0.0,0.0,0.7080057804503943,0.11587383797804938,0.0,0.0,2.1933749122602815,0.012042222322488567,0.4877396915486478,0.0,0.15789319498058527,0.1484648591654101,0.0,0.002099212842513578,0.0,0.05955034440093971,0.0,0.5821035862858639,0.0,4.23911755504175,0.0,1.6934102400329196,0.01207318099968582,0.0,0.0,0.0,0.14871555110826176,0.0,0.10712369437643697,3.3550298042416857,0.00013923998345791223,0.0,0.11915111922265562,0.0,0.0,0.0,0.279978465925101,0.0,0.28806504344221157,0.06817668956129332,0.0,0.0,0.8175361979354786,0.0,0.0,0.0,0.0,0.26601872866491616,0.0,0.0,0.0,3.354636081920582,0.09692053507219482,0.0,0.0,0.19297978666376828,0.0,0.44373290496683543,0.002603970880096826,0.0,0.0,0.44740737206010284,0.0
s10T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03191487614245546,0.37727084251516246,0.0,0.0,0.0,0.0,0.0,0.0024187581600346665,0.5479842835352227,0.0,0.0,3.681826781947724,2.539911000670055,0.0,0.0,4.257950195361451,0.11926431191960865,0.47209976155965344,0.0,0.21756340961977372,0.1702088847226816,0.0,0.0,0.0,1.772203345328809,0.0,0.23386842316782303,0.0,3.881169806832791,0.0,1.1600155848706768,0.0,0.005163454514511674,0.0,0.0,0.8514213704845361,0.0,0.0,0.899877621631761,0.0,0.0,0.8996605031844619,0.0,0.0,0.0,2.5366200987542076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7511095999179958,0.0,0.0,0.0,0.6124690684901944,0.0,6.883450796558858,0.01693077382786462,0.0,0.0,0.24151245962567233,0.3494159051983428
s11T1622,0.0,5.8516717994459295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06748734314200155,0.0,2.1048718935605115,0.0211362272832673,1.051768889917001,0.0,0.0,0.19940921757980642,0.0,0.0,0.0,3.145311238503707,0.0,0.0,6.63660703931998,0.0,0.0,0.0,10.58597641234318,0.2544865665829738,1.313784667091839,0.0,0.6211758610297701,1.3563411306592883,0.0,0.0,0.0,0.071629800767418,0.023211216662683762,0.023939325307696734,0.0,5.50485333600877,0.0,2.2752796242446385,0.0370238847198717,0.011290169747468595,0.17645833714498046,0.0,1.811851514886885,0.0,1.4478266186212583,0.2340234774853394,0.0,0.0,0.04663584279383446,0.06648634295412716,0.0,0.0,1.8959930496636548,0.03301659963263626,0.16894803407792705,0.0,0.01909831422610965,0.03190012832123701,1.6463765315313947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.362431179096623,0.0,0.22297789756313385,0.22395557655335951,1.7216673320637192,0.0,2.840658080600424,0.04270117212348889,0.0,0.0,1.3770376795834744,0.08470978718883924
s12T1622,0.0,2.33657528206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06189460355217414,0.10019772524902319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0138739809361113,0.0,0.0,7.48957380552842,0.0,0.0,0.0,1.3132776820366023,0.0891236638725663,0.0,0.0,0.0,0.7922605472017008,0.0,0.0,0.0,0.10903174447896535,0.0,0.04259634709902557,0.0,0.20352641047555808,0.0,0.0,0.0,0.0,0.0,0.0,1.6410358170284294,0.0,1.555347364879106,0.033327897938530186,0.0,0.0,0.06430001773092438,0.26376834875592414,0.0,0.0,1.2554246544217673,0.0,0.0,0.0,0.01118752365221805,0.0,0.0,0.0,0.0,0.0,0.0,0.5466004412108685,0.0,0.0,0.0,5.366186371112769,0.0,0.0,0.0,2.044837849561134,0.0,1.6224161301235087,0.0,0.0,0.0,0.0,0.2459201723515343
