,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
s02T1622,0.0,0.0,0.0,0.0,0.0,0.016326532865090185,0.0,0.0,0.0,0.18925854718129376,0.0,0.0,0.03034395231756254,0.0,0.0,0.3332830943739318,0.0,0.12650292500437593,0.0,0.0,0.2547903776983239,0.0,0.045865913337641714,0.0036286572217802656
s03T1622,0.0,0.0,0.0,0.0,0.0,0.013695353638739364,0.0,9.387060419058764e-05,0.00431253089122296,0.1286200700965182,0.0022861589677185693,0.0,0.055838259197017584,0.0,0.004163546190255301,0.2173517536149732,0.0,0.17989238238305463,0.0009727075028838088,0.0,0.31866091415707104,0.0,0.06329572103154692,0.010816731724807755
s04T1622,0.0,0.0,0.0,0.0,0.0,0.00912660914259327,0.0,0.003272315018703017,0.0,0.1015024296850184,0.0,0.0,0.03935251864613649,0.0,0.0,0.2947445841047034,0.0,0.052540178903334546,0.0,0.0,0.41795473251170695,0.0,0.06740581840228539,0.014100813585518585
s05T1622,0.0,0.0,0.0,0.0,0.0,0.012349039997160739,0.0,0.003103886273354652,0.0,0.1195153945026679,0.005352490932105128,0.0,0.0301260471156378,0.0,0.0,0.23898042009273288,0.0,0.11913479881290831,0.0,0.0,0.3423387833176934,0.0,0.11365693689371721,0.015442202062021959
s06T1622,0.0,0.0,0.0,0.0,0.0,0.002881142684596151,0.0,0.0022543404895399933,0.013284398484621485,0.049017133360730936,0.009685803389422511,0.0,0.06948241032384123,0.024235183287452194,0.0,0.1309971883110525,0.0,0.20533994004561631,0.010161103592225254,0.0,0.3649715922590686,0.0,0.09998099499562596,0.01770876877620693
s07T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003893512302102278,0.0,0.024548729120527062,0.005522988718113236,0.0,0.10498399989478999,0.0033696989621022876,0.010778325750502854,0.04175386421029645,0.0,0.1940110984751805,0.012045300570756408,0.0,0.5314875584498917,0.0,0.03180488115882321,0.035800042386914005
s08T1622,0.04915456723487964,0.5435049969079645,0.0,0.010248306373439039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1754066559872446,0.0,0.010856906773920602,0.010733523961446523,0.0,0.16911528740995735,0.0,0.0,0.0,0.0,0.0,0.030979755351147727,0.0
s09T1622,0.0,0.43783361259732423,0.0077098374776245985,0.0018804217630233634,0.0,0.0,0.0,0.004399967326425868,0.0,0.000938564394483294,0.0,0.15068077180770237,0.0,0.012671011652058223,0.06050098432989236,0.0,0.19189289830669365,0.0,0.0,0.0,0.03485757120918159,0.0,0.06674507907851329,0.029889280057077177
s10T1622,0.0,0.10080634874689444,0.004134251919623595,0.0048802449023100485,0.0,0.0012406320168710941,0.000711653341573676,0.01812960506399765,0.0,0.0054324097298529845,0.0,0.15422006201741129,0.0,0.006517308439500577,0.0,0.0,0.16170822473077986,0.0,0.0,0.0,0.09252490219307322,0.0,0.2132058558418118,0.23648850105629965
s11T1622,0.0,0.0,0.008292201218518322,0.017261643192710854,0.0,0.0,0.0,0.026301642134817418,0.0,0.0025200862620261572,0.0,0.262610573685681,0.0,0.013100640002003935,0.03318611408185744,0.0,0.12910697643141816,0.0,0.0,0.0,0.15037268196539724,0.0,0.25371879974363515,0.10352864128193433
