,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
s02T1622,0.0,0.0,0.0,0.0,0.0,0.020048278083280174,0.0,0.0,0.23149811364698994,0.05833453261558693,0.0,0.03242445846409422,0.024507803763048317,0.0,0.0,0.3858608337899165,0.0,0.2232835004445763,0.024042479192507748
s03T1622,0.022074408031609354,0.0,0.0,0.0,0.0,0.020230144893767316,0.0,0.0005356888798023967,0.1711433448960744,0.10316100499478416,0.0018725462064628534,0.054436692626082264,0.03320327536072906,0.0,0.0,0.2749221586146497,0.0,0.29044359704839123,0.027977138447647456
s04T1622,0.0,0.0,0.0,0.0,0.0,0.017412500916877446,0.0,0.005385481745903231,0.14850522249992393,0.09423719427702576,0.0,0.08251985513626359,0.04153094403496107,0.0,0.0,0.43086665804285756,0.0,0.1496172895670062,0.029924853779181314
s05T1622,0.0,0.0,0.0,0.0,0.0,0.020483466340214206,0.0,0.004132694950280119,0.1712991671700623,0.0733365780531116,0.007012998988494525,0.07100079059250647,0.06095039272299533,0.0,0.0,0.3245426976883146,0.0,0.2385562218445974,0.028684991649423397
s06T1622,0.10039108423658953,0.0,0.0,0.0,0.0,0.007658696709843327,0.0,0.003341759021025132,0.06952207622505296,0.1261001866247614,0.012412995384314148,0.06684385318451255,0.04945018907605267,0.04441564300491906,0.0,0.16662775590110618,0.0,0.314451790408983,0.03878397022284008
s07T1622,0.02124040076030577,0.0,0.0,0.0,0.03194960638366715,0.0,0.0,0.006068598859950899,0.0463289201064663,0.2185653527732662,0.0066282629747205675,0.1377984884204225,0.026433976227052174,0.04925603825660903,0.0,0.06970584464377215,0.0,0.3312968787907227,0.0547276318030446
s08T1622,0.0006881264343863872,0.6129435793944431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012180460946083589,0.012120419346262915,0.015780739819129322,0.025601758153746174,0.0016032174832640825,0.3190816984226845,0.0,0.0
s09T1622,0.0,0.513307936385056,0.009117196044675674,0.0,0.0,0.0,0.00019010332102453874,0.008925773745789985,0.001385802624379724,0.0,0.0,0.07220296175864013,0.025977476981945555,0.015574652946189375,0.02194403901201816,0.0,0.3313740571802808,0.0,0.0
s10T1622,0.0,0.14305249082575264,0.006636869901779145,0.0,0.0,0.0028023445902164096,0.0009558569519906806,0.022071318747522245,0.0087127919346195,0.0,0.0,0.4108527498501536,0.09792836699478152,0.007464066544956122,0.0,0.0,0.29952314365822824,0.0,0.0
s11T1622,0.0,0.01166420733886409,0.016573030924954504,0.0,0.0,0.0,0.0,0.04332048352179699,0.005079824784745887,0.0,0.0,0.2825578880150661,0.1211034757355968,0.029758927850644025,0.05703982838744579,0.0,0.42078963731539604,0.0,0.012112696125489856
s12T1622,0.0,0.009242256760228622,0.0,0.0,0.0,0.0023899570386566563,0.0,0.12527323848631108,0.019258147926606267,0.0,0.0,0.5800716153908024,0.263764784397395,0.0,0.0,0.0,0.0,0.0,0.0
s13T1622,0.0,0.07971514233846404,0.0,0.0,0.0,0.012819858637488324,0.000970839953939224,0.10551051708887514,0.03799837874769157,0.0,0.0030724675706567685,0.5525715236997545,0.2073412719631305,0.0,0.0,0.0,0.0,0.0,0.0
s14T1622,0.007896406596307833,0.020096878069031175,0.0,0.0,0.0,0.015501408088283515,0.0,0.1017566476661877,0.07737345978788941,0.0,0.026846891622258263,0.4683124480130629,0.2553520259630787,0.002995536459170687,0.0,0.0,0.0,0.0,0.02386829773472968
s15T1622,0.0,0.0,0.0,0.0,0.00414054153119586,0.010384256455801792,0.0,0.05556612516165675,0.1342283666738222,0.07206718940941745,0.04315403438219733,0.24084046354655692,0.18791322947778122,0.026205004640202093,0.0,0.0879231381918071,0.0,0.11067668798453917,0.026900962545022163
s02M1722,0.0,0.0,0.0,0.0,0.0,0.042069119928802134,0.0,0.0,0.20788357663126494,0.1146555993054498,0.0015902146270791932,0.05177253234499097,0.027645551041476056,0.0,0.0,0.3582505693231147,0.0,0.15008919744796453,0.04604363934985771
