,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
s02T1622,0.4914138033818348,0.0,0.0,0.0,0.0,0.024108588794824512,0.0,0.0012009103712168935,0.1645351835093197,0.0,0.0,0.0,0.0,0.31874151394280414,0.0
s03T1622,0.528828338280346,0.0,0.0003939918191860167,0.0,0.0,0.021144741112796673,0.0,0.002516364552242455,0.12997519385611658,0.017775934491515263,0.000771900335980851,0.0,0.005986667832982776,0.2926068677188333,0.0
s04T1622,0.4189630476440418,0.0,0.0005067539139229254,0.0,0.0,0.0230961423386159,0.0,0.006952754457710215,0.1125734121024828,0.02337830199879398,0.0,0.0,0.0,0.41452958754443237,0.0
s05T1622,0.5003692118418537,0.0,0.0,0.0,0.0,0.02349108949341212,0.0,0.0044316034976476125,0.1290655954418161,0.02763706385791081,0.004658003010639152,0.0,0.003101699849585266,0.30724573300713526,0.0
s06T1622,0.5505010204268668,0.0,0.03811518350541611,0.0,0.0,0.009125391516196398,0.0,0.0023918461552174756,0.06348351850677836,0.038920904745267146,0.010516034711678767,0.0,0.019602149530374816,0.2673439509022042,0.0
s07T1622,0.4756435083925968,0.0,0.04416547507563093,0.0,0.0,0.0,0.029990612002186594,0.00375643225604829,0.052612531053056015,0.07031935372304571,0.006091594859243666,0.0,0.0373859957643741,0.2800344968738179,0.0
s08T1622,0.0,0.5243371153045544,0.017038561681164528,0.0,0.0,0.0,0.0006917591069010412,0.0,0.0,0.00039397234885457855,0.0,0.39828267433269054,0.0,0.0034231185908081877,0.05583279863502667
s09T1622,0.0,0.45731965482997444,0.016264705300505375,0.0,0.00018452818530457544,0.0,0.0,0.011366025213424322,0.002113475384275249,0.04421068137784836,0.0,0.42077639659936644,0.0,0.0,0.04776453310930127
s10T1622,0.0,0.13471406723766088,0.004698741154682105,0.0,0.0010500144019033582,0.0034614671226480785,0.0,0.026217874731991903,0.014840680531557534,0.34763159907092867,0.0,0.4574589506110139,0.0,0.0,0.009926605137613596
s11T1622,0.0,0.0,0.027759303000647703,0.0,0.0,0.0,0.0,0.04820159115159304,0.009302650744065622,0.252402900919504,0.0,0.5746992908418844,0.013593572692268444,0.0,0.07404069065003674
s12T1622,0.0,0.017248897532452675,0.0,0.0,0.0006757353921553732,0.0,0.0,0.17845765378962955,0.04505722908495751,0.7126010471004696,0.004523749120659589,0.03118360695900569,0.005145228055392167,0.0,0.005106852965277874
s13T1622,0.0,0.11165113275043523,0.0,0.0,0.0019080144329535825,0.019855373492553667,0.0,0.14418932613977323,0.0726344003972367,0.6141030655544598,0.009631656831491779,0.024467415972182924,0.001559614428913002,0.0,0.0
s14T1622,0.008368389562849536,0.03376174651881522,0.0,0.0,0.00068477877505637,0.02429491858280945,0.0,0.12873235836953625,0.13970779902062422,0.5642807139272927,0.05127771378779754,0.0,0.04076048308464003,0.00813109837057877,0.0
s15T1622,0.27852759362152524,0.0014794971818113348,0.01807431844358309,0.0,0.0,0.011383275525816151,0.0,0.041028268179966236,0.1559729841167996,0.21049322927170144,0.04895956459275076,0.0,0.02481330895954848,0.20926796010649748,0.0
s02M1722,0.38291145461115594,0.0,0.0,0.0,0.0,0.04227034999185027,0.0,0.002519934587771245,0.16199057212202242,0.01129389835521121,0.00045561039121088184,0.0,0.007764582592158037,0.3907935973486201,0.0
s03M1722,0.4383180324468002,0.0,0.0,0.0,0.0,0.03645922789370857,0.0,0.0024796548792301917,0.16116466162101398,0.010762608486841303,0.0016358125134079912,0.0,0.020143144058581645,0.32903685810041616,0.0
s04M1722,0.4667244973938667,0.0,0.0,0.0,0.0,0.03558606233722377,0.0,0.007981070025166782,0.11531686473130782,0.031221615551978686,0.004838715794026588,0.0,0.029491833964905158,0.30883934020152454,0.0
s05M1722,0.37797099543462015,0.0,0.00520161637071104,0.0,0.0,0.03082818353150799,0.0,0.006416189888028722,0.07799038876771099,0.036368174316679415,0.0,0.0,0.14064533588289008,0.3245791158078515,0.0
s06M1722,0.4523004723847074,0.0,0.015613507804061065,0.0,0.0,0.014568388703290306,0.0,0.0076850164511798125,0.06061580807627342,0.03641983481532891,0.003061615919503257,0.0,0.17298325639575723,0.23675209944989875,0.0
s07M1722,0.3573401437614697,0.0,0.07285399368540126,0.0,0.0,0.020932487607560786,0.014949305447039637,0.01130616607310665,0.062257391705635906,0.07528550456497313,0.012900215823262453,0.0,0.11953997705326115,0.2526348142782893,0.0
s08M1722,0.0,0.32477150808801303,0.023895006218652256,0.0,0.0,0.0,0.0,0.0,0.0,0.010903793054113006,0.0,0.4727464225962222,0.00525727034727895,0.0,0.1624259996957205
