,0,1,2,3,4,5
s02T1622,0.8665509793889793,0.0,0.09889407271934145,0.0,0.0,0.034554947891679344
s03T1622,0.7986837829740812,0.0,0.1420235754127604,0.0,0.0,0.059292641613158385
s04T1622,0.7850771812004484,0.0,0.175153619399093,0.0024511297959024405,0.0,0.03731806960455615
s05T1622,0.7997528961192726,0.0,0.13561030971236013,0.0,0.0,0.06463679416836732
s06T1622,0.6207130352428096,0.0,0.26401858261856564,0.0,0.0,0.11526838213862485
s07T1622,0.5573101607228782,0.00779482125380501,0.3089198649696572,0.02738113161512451,0.0,0.0985940214385352
s08T1622,0.0,0.9473329362653494,0.022586031784212538,0.030081031950437955,0.0,0.0
s09T1622,0.0,0.8973043159618738,0.031471460136984174,0.07122422390114208,0.0,0.0
s10T1622,0.07239765102727734,0.5763971380434528,0.09156608551176317,0.2596391254175066,0.0,0.0
s11T1622,0.04439863208543025,0.47881724993490166,0.13578511096703688,0.34099900701263125,0.0,0.0
s12T1622,0.19302506754035864,0.19582720812928803,0.11206792024048245,0.4990798040898708,0.0,0.0
s13T1622,0.2845144947248383,0.25394236573319157,0.08501031622264094,0.3706544752586726,0.0,0.005878348060656668
s14T1622,0.4500529575393483,0.11400859287746506,0.07716384895561455,0.2792184740760569,0.0,0.07955612655151516
s15T1622,0.6395047195720452,0.02950202415169228,0.12206341246214512,0.09277299870017516,0.0,0.11615684511394232
s02M1722,0.852649365286935,0.0,0.11111765094295953,0.0,0.0,0.03623298377010533
s03M1722,0.8445537955293243,0.0,0.11269611188352448,0.0,0.0,0.04275009258715121
s04M1722,0.783518133002051,0.0,0.14965958700962576,0.0015177929487984398,0.0,0.0653044870395248
s05M1722,0.7216374819047038,0.005999386190464858,0.20680715845421851,0.006685494193500701,0.0,0.05887047925711211
s06M1722,0.6513418148893435,0.003293300163376933,0.24659642852229857,0.008863594029759827,0.0,0.08990486239522119
s07M1722,0.5605732754663817,0.009984553746046001,0.302058467409306,0.03580535139439585,0.0,0.09157835198387053
s08M1722,0.0,0.8383907198194802,0.03971549993073215,0.12189378024978764,0.0,0.0
s09M1722,0.059431353689745,0.38843932516295065,0.14903703848815225,0.40309228265915203,0.0,0.0
s10M1722,0.15382657553658494,0.33773191438423206,0.1237936298372721,0.3846478802419109,0.0,0.0
s11M1722,0.04434718521352047,0.40113749128055126,0.16248693896221175,0.3920283845437165,0.0,0.0
s12M1722,0.08273858097613479,0.25302684604504866,0.19599586500594576,0.4682387079728709,0.0,0.0
s13M1722,0.06140314153606316,0.30155654776561663,0.20245303730462053,0.43458727339369985,0.0,0.0
s14M1722,0.19914370975054885,0.13249399487872265,0.19941695120482697,0.41992233695908854,0.0,0.049023007206812914
s15M1722,0.4363252130951241,0.033604690290768596,0.18877814365320822,0.1631138062623322,0.0,0.17817814669856696
s01X1722,0.37806052883534946,0.010820862980012376,0.5153943865098228,0.06153291347678257,0.0,0.034191308198032684
s02T1722,0.545742366673434,0.03805381413060576,0.3589479104029435,0.02186657079999508,0.0,0.03538933799302147
s03T1722,0.4355136777671539,0.022728417643216474,0.4773418137737928,0.03174246621768927,0.0,0.032673624598147585
s04T1722,0.7478113497941219,0.017337384067261895,0.18746472439769307,0.013494949011023502,0.0,0.03389159272989979
s05T1722,0.6479824257484271,0.016444672065874053,0.2810139218075717,0.01980736409035458,0.0,0.03475161628777264
s06T1722,0.780804545290502,0.018778415062953586,0.15690699255641904,0.018080415228491797,0.0,0.025429631861633464
s07T1722,0.1945068153514935,0.02052589863496968,0.6434939925397591,0.11327663869653895,0.0,0.02819665477723871
s08T1722,0.0,0.6701064421545779,0.0667826425400028,0.26311091530541925,0.0,0.0
