,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
s02T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.071378220711742,0.0,0.0,0.5339482709865246,0.0,0.0,3.6044574625294468,0.0,0.0,2.4139484995613842,0.0,0.07845139920719121,0.0,0.011053421052944237,0.1316555811640987,0.0,0.0008684027110634889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16581966842384302,0.8961034550413376,0.0009588061975084512,0.0,0.0,1.5563266551319157,0.0,0.0,0.0,0.0,0.0,0.0,0.06868356536339651,0.0,0.0,0.03654920692691215,0.0,0.0,0.0,0.05666311965727132,0.11774138534361696,0.4069513664407952,0.0,0.0,0.0007037534119134258,0.0,0.0,0.0,0.0086649191985876,0.0,0.0,0.0,1.1088600683116212,0.0055395979201063985,0.0,3.5269110078670445,0.0,0.0,0.0,0.0,0.0,0.05140790423363548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04684899570763558,0.0,0.0,0.44911145446992046,0.0,1.314046390805437,0.0,0.0,0.0
s03T1622,0.33927553285052126,0.0,0.0,0.0,0.0,0.057031951916483074,0.0,0.0,0.04773510285168075,3.1751255328992882,0.004052395095757961,0.0,1.3677103634866346,0.0,0.0,4.714358204086702,0.010786306478543492,0.0,4.28316887813751,0.0,0.30565677883245823,0.0,0.23788127806455048,0.7247504475921134,0.0,0.004680475040448259,0.0,0.0,0.002682921567970247,0.12505420166535802,0.0,0.0,0.0,0.0,0.5265016618763079,0.07445959282235211,0.0,0.0,0.0,3.575102002463014,0.0,0.0,0.0,0.0,0.0,0.0,0.5191264584503267,0.0,0.0,0.1548953923421358,0.0,0.0,0.0,0.146720743679639,0.4364654143809147,0.8360222631960947,0.24729683171057207,0.0,0.0,0.0,0.0,0.0,0.2506038476376562,0.0,0.0,0.0,2.924739091370963,0.08835985643199686,0.02911520694649302,7.002870855825814,0.0,0.0,0.16653388914593178,0.0,0.03125064906340446,0.016731342179348723,0.0,0.0,0.0,0.0,0.043027005891314,0.0,0.0,0.13972824753605498,0.11858140978382656,0.0,0.36625766365747414,0.0,8.45948417643158,0.0,0.0,0.0
s04T1622,0.2727337357256764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7731212164670844,0.0,0.0,1.4253172773806768,0.0,0.0,6.820266964399605,0.0,0.0,8.45643877427038,0.0,0.1059632263769377,0.0,0.2754628513030989,1.630566275528426,0.0,0.023417348514782246,0.0,0.0,0.2626454082142919,0.0,0.0,0.0,0.0,0.0,0.23819889037390427,0.5244474514489995,0.0,0.0,0.0,2.4528824840558565,0.0,0.0,0.0,0.0,0.0,0.0,0.47910979628813094,0.015727980050448745,0.0,0.228256353691837,0.0016871158731603922,0.04582611498411041,0.0,0.17179298779983312,0.467638580504655,0.659092683858197,0.3651039107020063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.069502932027617,0.0637967562482554,0.0,9.765621472352512,0.0,0.0,0.0,0.0,0.000585645686569318,0.001112378606546262,0.0,0.0,0.0,0.0,0.004910476075221065,0.0,0.0,0.0069758201261723,0.11313614449358843,0.0,1.215933031394865,0.0,3.1471406893773333,0.0,0.0,0.0
s05T1622,2.9933902362332394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.496258262050348,0.3305744935735463,0.0,2.087184190673339,0.0,0.0,12.975525776159266,0.0,0.06365432793547873,5.549712864628472,0.0,0.9588886092032619,0.0,0.23128752219002005,2.5183842378650674,0.0,0.026956368819689252,0.0,0.0,0.1250676512236108,0.1787358350255827,0.0,0.0,0.1008717837007554,0.0,1.4126038395171285,0.0,0.0,0.0,0.0,5.65024285022776,0.0,0.0,0.0,0.0,0.0,0.0,0.2785467801458125,0.09305496615571371,0.0,0.4484740902308719,0.0,0.0,0.0,0.6091603060837577,0.5471799465464066,1.4146655481327643,0.10127812147757925,0.0,0.0,0.0,0.0,0.0,0.2524408554601223,0.0,0.0,0.0,5.02164120146306,0.0459793805715837,0.0,9.823869340949681,0.0,0.0,0.0,0.0,0.0,0.32293447055256935,0.0,2.171649700398107,0.0,0.0,0.0,0.0,0.0,0.24895726551875097,0.13483489045788485,0.0,1.0441794861984977,0.0,10.998889547321614,0.0,0.0,0.0
s06T1622,0.0,0.0,0.0,0.0,0.0,0.45670561651140096,0.0,0.0,0.22169603654109946,1.3933802278263052,0.26781532681837245,0.0,1.6404858597640177,0.0,0.0,3.9588804739489087,0.0878110453916765,0.17069068995120737,3.021503592734684,0.0,0.9936491686309409,0.0,0.27532142705932156,0.6819360291344172,0.0,0.039924674359951,0.0,0.0,0.0,0.4695688272937598,0.0,0.0,0.02613243143564864,0.0,0.9632665870252213,0.3027784242405646,0.0,0.0,0.0,4.43555297701993,0.0,0.0,0.0,0.0,0.0,0.0,0.21512272208319347,0.0,0.0,0.20008780621619293,0.0,0.08029340631948957,0.027152119111562532,0.2448457441494835,1.2997980409098842,0.5574019899722958,0.0,0.17587603480607816,0.0,0.0,0.0,0.0,0.767911842601661,0.0,0.0,0.0,4.3143011058129765,0.0975874973064869,0.0,6.614091642463857,0.0,0.0,0.012192430765768368,0.0045747354850723615,0.18925038778695036,0.17559855177944753,0.0,0.0,0.0,0.0,0.018781294496004814,0.0,0.0,0.10866776581922222,0.47299776712553093,0.0,0.6254455202838249,0.0,19.949737143920117,0.0,0.0,0.0
s07T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03623657091145341,0.19280204504079848,0.018961537074377918,0.0,0.6464362986693866,0.0,0.0,0.39010312799533015,0.12003802702290271,0.0,0.688232455235309,0.0,0.03240148462447755,0.0,0.12966045109014662,0.16732502061893156,0.0,0.016968471864963967,0.1175975106972543,0.024040293371914014,0.0,0.30368187333034286,0.0,0.005739421006947159,0.0166618314233419,0.0,0.5716076832207465,1.0502603090324356,0.0,0.0,0.0,1.1137418911103194,0.015635259046878968,0.0,0.0,0.0,0.0,0.0,0.08540355632067582,0.0,0.0,0.07584061662430534,0.0,0.5565359477048446,0.027585175874807927,0.015615666941074838,0.32096650519250763,0.0399916823716679,0.0,0.0,0.009700451538763729,0.0,0.0,0.0,0.2837192686407321,0.0,0.0,0.0,2.700296752231863,0.056222593832040105,0.0,2.215468300594283,0.0,0.0,0.20304902633518884,0.0,0.005407683153542162,0.03759845667558766,0.0,0.0,0.0,0.0,0.0,0.0,0.0014412024271526708,0.0,0.21030096240472715,0.1457569761542953,0.1964668435393129,0.08422369174064842,0.0,0.0,0.0,0.0
s08T1622,0.0,5.093101053910952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.864917074118427e-05,0.0,2.5134121793150705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3785922913505218,0.0,0.010269668142491086,0.0,0.0,0.0,0.08357340266471039,0.0,0.0,1.145289136285753,0.0,4.023379150896127,0.0,0.0,0.0,0.0,0.06818617860107648,0.0,0.004798633957733657,0.0,0.0,3.2946004003688696,0.0,0.0,0.0,0.16384551719373508,0.0,0.0,0.0,0.0,0.4679934548065423,0.29167094486303974,0.0,0.0,1.439167827462373,0.0,0.0,0.0,0.0,0.009163844240983623,0.0,2.4303288359660375,0.0,0.0,1.6463195072505585,0.0,0.0,1.045400384995816,0.0,0.0,0.0,0.0,0.0,0.08586443142886888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.190285885933438
s09T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01712756892421839,0.0,4.231622695627721,0.0014468831132739284,0.0,0.0,0.00023005394863607727,0.0,0.0,0.0,0.0,0.11123535587255581,0.0,0.0,0.7785847643910022,0.12242848876173687,0.0,0.0,0.0,0.04185892257796985,0.5605921583344472,0.0,0.14829002654153334,0.10931158500515219,0.0,0.00578507095307856,0.0,0.11864081339078615,0.0,0.6150006565255853,0.0,4.106562004080176,0.0031729076841019036,1.1391977247240195,0.0,0.006564292130762903,0.31305999834858095,0.0,0.1305301645832057,0.0,0.08967122003998397,3.5970555224685636,0.0026075020117114884,0.0,0.08587504682875652,0.13629292935057907,0.0,0.0,0.3139622667202667,0.0,0.16057705361643868,0.10374137267213095,0.0,0.0,0.7240124225756783,0.0,0.0,0.0,0.0,0.3049301242510546,0.0,0.2707075735031123,0.0,1.082943679261548,0.08839585696408783,0.0,0.0,1.1638446949180692,0.0,0.5148165356293982,0.0,0.0,0.0,0.5036194293040952,0.0,0.04459341991930128,0.0,0.0,0.0,0.0,0.0,0.0,3.6650421138848897
s10T1622,0.0,1.2550192539930474,0.15249316497448204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.306482214384515,0.006757494365918596,0.0,0.0,0.0,0.0,0.18203297328136958,0.0,0.0038435094582462315,0.4274887023310934,0.0,0.0,3.974436094909965,2.5504814934806133,0.0,0.0,0.0,0.16268245210838786,0.6482195802776606,0.0,0.2298431432714512,0.5860057725462756,0.0,0.019666329650478678,0.019440364050139176,1.9913776841711979,0.0,0.22157721604448444,0.0,3.7196888084514503,0.0,1.7042942900431362,0.0,0.015072680570914725,0.05363756830413681,0.0,0.7908380627531334,0.0,0.0,0.9607774908829849,0.0,0.0,0.7368222258386473,0.24683888720759511,0.0022387614757126196,0.0,2.917291089588266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19709479391174112,0.0,0.0,0.0,2.6762434039468443,0.07726401084728615,0.0,0.0,1.0189842003752927,0.0,7.285347632895147,0.015325070915058272,0.0,0.0,0.606853247971035,0.35286107458258525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20367387232971357
s11T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08021945106895041,0.09213283249663894,21.58305301719074,0.0,0.0,0.0,0.0,0.9696157732246309,0.0,0.0,0.0,3.1447253137339377,0.0,0.0,7.405123782469089,0.0,0.0,0.0,0.0,0.19792546891915686,1.6861554961346976,0.0,0.6219833681542172,1.2130934493550891,0.0,0.0,0.0,0.0007174169932220703,0.02852694816228161,0.0,0.0,5.24073177665452,0.058042040826794296,3.810132510195991,0.0014957605601561305,0.018921501964662194,0.41734180450354325,0.0,1.5626260350286394,0.0,1.373665238645707,0.3767718534136762,0.0,0.0,0.012076558855028013,0.7639858400669973,0.0,0.0,2.158836261792251,1.2340875308292196,0.27324028494125957,0.0,0.016347836854945116,0.02626724454152678,1.176408572358117,0.0,0.04171119102709105,0.0,0.0,0.0,0.0,0.0,0.0,0.670196645376359,0.0,0.28114748239427206,0.21685966488795522,2.5711671152296787,1.1265807460064248,2.997586060754047,0.05576830314225158,0.0,0.0,2.0839624909275845,0.05860792651533821,0.0,0.0,0.0,0.0,0.0,0.010305546679575076,0.0,3.383012207644956
