,0,1,2,3,4,5,6,7,8,9
s02T1622,0.39209209495990927,0.0,0.0,0.0,0.0,0.007709760867187503,0.0,0.0,0.26186593786458007,0.33833220630832317
s03T1622,0.46748380980093257,0.0,0.005021679951500149,0.0,0.0,0.017965183849276097,0.0,0.0093730939387232,0.19304524255333794,0.3071109899062299
s04T1622,0.36925233811950525,0.0,0.012249469022903331,0.0,0.0,0.004626731828775371,0.0,0.022959042470028827,0.16904538335267966,0.4218670352061075
s05T1622,0.43515567856824106,0.0,0.0,0.0,0.0,0.02428104307933182,0.0,0.024740210716736974,0.1953297313629478,0.32049333627274246
s06T1622,0.4959829372364703,0.0,0.0642828803834303,0.0,0.0,0.038507487069331596,0.0,0.03680385918833798,0.07364405147842942,0.2907787846440004
s07T1622,0.43332791836674933,0.0,0.08450817478357281,0.0,0.0,0.03135888566759675,0.0,0.08376470178653268,0.04728358357429845,0.31975673582125
s08T1622,0.0,0.8654852850189612,0.016540500023491722,0.0,0.0,0.0,0.0,0.11797421495754719,0.0,0.0
s09T1622,0.0,0.7840471469441418,0.014807431668515678,0.0,0.0,0.0,0.0,0.19944241621605144,0.0017030051712909487,0.0
s10T1622,0.0,0.31989950838478265,0.006706412817964725,0.0,0.0,0.0,0.0,0.6470904616594746,0.026303617137778023,0.0
s11T1622,0.0,0.18161837084572327,0.03500422114617638,0.010808099790762032,0.0,0.0,0.0,0.7568950185241731,0.015674289693165297,0.0
s12T1622,0.0,0.0,0.0,0.02863605175706311,0.0,0.01649738983362357,0.0,0.8891486205962128,0.06571793781310055,0.0
s13T1622,0.0,0.05538233762572609,0.0,0.02160145537872513,2.0466546485005482e-05,0.02402456726409355,0.0,0.7813238810007505,0.1176472921842197,0.0
s14T1622,0.0,0.0,0.0,0.01727896709703617,0.0,0.08637567670419802,0.0,0.6627126162480662,0.1884287766642038,0.04520396328649591
s15T1622,0.16560699038269155,0.0,0.03911281001635038,0.0,0.0,0.09943020275551123,0.0,0.26606255999138806,0.21553625702366974,0.21425117983038888
s02M1722,0.34172792095033905,0.0,0.0,0.0,0.0,0.012536604930285727,0.0,0.006357633843448533,0.2574212700360002,0.38195657023992663
s03M1722,0.3846715780512435,0.0,0.0,0.0,0.0,0.01653197749075097,0.0,0.004300796020811203,0.25458479148496815,0.3399108569522262
s04M1722,0.4414588283461041,0.0,0.0014645818121654427,0.0,0.0,0.022881422266094065,0.0,0.03474240231867235,0.17668495148956878,0.3227678137673953
s05M1722,0.3878264429859839,0.0,0.01455659301983156,0.0,0.0,0.01352507403426436,0.0,0.056959596208126,0.10943957386333174,0.4176927198884625
s06M1722,0.45991780282346917,0.0,0.028660011685601748,0.0,0.0,0.023725159119769027,0.0,0.06119472971881284,0.06717323388984617,0.3593290627625011
s07M1722,0.3562203719631815,0.0,0.12124613167171483,0.0,0.0,0.03955746450825102,0.0,0.10300689790060384,0.07380978309523528,0.3061593508610135
s08M1722,0.0,0.7161917320993965,0.02604048940365186,0.051046917394446126,0.0,0.0,0.0,0.2067208611025056,0.0,0.0
s09M1722,0.0,0.08244196778308757,0.022296619337628762,0.012871581210898556,0.0,0.0,0.0,0.8632876076949242,0.019102223973461008,0.0
s10M1722,0.0,0.09301380333242804,0.012165015462192848,0.010326498233230315,0.0,0.0,0.0,0.8240835983059144,0.06041108466623442,0.0
s11M1722,0.0,0.07169654267411563,0.02773393780697669,0.0,0.0,0.0,0.0,0.885665392768755,0.009083952630510421,0.005820174119642357
s12M1722,0.05482600263503294,0.0,0.03804956122614123,0.012707318022479406,0.002081609283746042,0.0,0.030698486262742672,0.8361036615892639,0.02165791635194966,0.003875444628644443
