,0,1,2,3,4
s08T1822,0.0,0.6964213891575164,0.06022030324827746,0.24335830759420615,0.0
s09T1822,0.0,0.5848505531244108,0.13860817303209474,0.27654127384349453,0.0
s10T1822,0.0,0.4176012621208671,0.24401067961290898,0.3383880582662238,0.0
s11T1822,0.0,0.4129037905376546,0.25568552757705454,0.3314106818852908,0.0
s12T1822,0.0039033365576656076,0.36294480690570535,0.2500269163103855,0.3831249402262435,0.0
s13T1822,0.00018213449706859443,0.2837666045405527,0.27804996943569243,0.43800129152668643,0.0
s14T1822,0.2322758342225144,0.09482506429130397,0.24697267720666602,0.42592642427951555,0.0
s15T1822,0.5277660638908772,0.03336140558480971,0.30457734698456673,0.1342951835397463,0.0
s02M1922,0.39474786681114327,0.020080047591620825,0.585172085597236,0.0,0.0
s03M1922,0.694281661737591,0.0022410168974000533,0.30347732136500916,0.0,0.0
s04M1922,1.0,0.0,0.0,0.0,0.0
s05M1922,1.0,0.0,0.0,0.0,0.0
s06M1922,0.7362427817626856,0.0,0.26375721823731435,0.0,0.0
s07M1922,1.0,0.0,0.0,0.0,0.0
s08M1922,0.0,0.9288121445312743,0.020212015634566743,0.05097583983415898,0.0
s09M1922,0.1290183795343299,0.4212456655549671,0.11028769905311293,0.33944825585759003,0.0
s10M1922,0.0,0.4890281055453306,0.13997504426380974,0.3709968501908596,0.0
s11M1922,0.0,0.3673039373820973,0.12232482128008866,0.510371241337814,0.0
s12M1922,0.0,0.3699465540210572,0.13776393430693484,0.4922895116720079,0.0
s13M1922,0.17942513855281056,0.40926218010103194,0.07195581380192802,0.3393568675442295,0.0
s14M1922,0.3228071817175184,0.2249742944583271,0.08543714407320709,0.3667813797509474,0.0
s15M1922,0.5808624565393091,0.01571873697352943,0.277143848409864,0.12627495807729752,0.0
s01X1922,0.011684980217644532,0.0,0.9883150197823555,0.0,0.0
s02T1922,0.09237863691254693,0.0,0.9000192065898444,0.007602156497608714,0.0
s03T1922,0.23883745852313903,0.0023929992208322655,0.7394781306859448,0.019291411570083877,0.0
s04T1922,0.7908573443018512,0.020213143622579352,0.13840168787521678,0.050527824200352824,0.0
s05T1922,0.41181287505968506,0.005436140773137468,0.5647113718655518,0.01803961230162563,0.0
s06T1922,0.48735331791609154,0.009837717924224141,0.4649034022104621,0.03790556194922214,0.0
s07T1922,0.7140858801118016,0.007407994834019567,0.23598357487342114,0.04252255018075771,0.0
s08T1922,0.0,0.7225650791671909,0.035019367113979856,0.2424155537188293,0.0
s09T1922,0.04886050760423391,0.09661585966833011,0.25342847811388475,0.6010951546135512,0.0
s10T1922,0.0,0.20886684294277783,0.3084803779342135,0.48265277912300875,0.0
s11T1922,0.01266838339777083,0.15690451019961435,0.2784302174524797,0.5519968889501352,0.0
s12T1922,0.04969255105120041,0.07501281548830321,0.3207734585347997,0.5545211749256966,0.0
s13T1922,0.0665137514186055,0.0444359804842057,0.5058229843213551,0.3832272837758337,0.0
s14T1922,0.1342556221501852,0.016648969292151622,0.4076509533809241,0.4414444551767392,0.0
s15T1922,0.30152129766089547,0.018045558406444447,0.5489507721175495,0.1314823718151105,0.0
s02M2022,0.5409013833677605,0.0,0.39484483776496515,0.0642537788672743,0.0
s03M2022,0.4671271388242094,0.0,0.39460796968113415,0.1382648914946564,0.0
s04M2022,0.68980817064283,0.0,0.3101918293571701,0.0,0.0
s05M2022,0.946406552994589,0.0,0.02862160930783737,0.024971837697573718,0.0
s06M2022,0.7880863961414792,0.0,0.2041119698447597,0.00780163401376095,0.0
s07M2022,0.7154504851881276,0.0,0.2845495148118724,0.0,0.0
s08M2022,0.0,0.876786127429755,0.02622786718860787,0.0969860053816372,0.0
s09M2022,0.0,0.6019402854151442,0.09057990606015628,0.30747980852469947,0.0
s10M2022,0.0,0.3149145558112814,0.17420435162088316,0.5108810925678355,0.0
s11M2022,0.0,0.1729335611363681,0.15884480842565882,0.668221630437973,0.0
s12M2022,0.0,0.2907275386579225,0.11837114993045286,0.5909013114116246,0.0
s13M2022,0.0,0.49637332452538757,0.13193209274269388,0.3716945827319187,0.0
s14M2022,0.0,0.18012088939133547,0.2539612699232178,0.5659178406854467,0.0
s15M2022,0.5030572127847495,0.013967356045243805,0.39709219751057795,0.08588323365942883,0.0
s02T2022,0.2431081932261668,0.0,0.7568918067738332,0.0,0.0
s03T2022,0.4253446466803714,0.0,0.5746553533196286,0.0,0.0
s04T2022,0.2519343627256837,0.0,0.7386796166319484,0.009386020642367841,0.0
s05T2022,0.14551382489482512,0.0,0.8544861751051749,0.0,0.0
s06T2022,0.17389015622352688,0.0,0.826109843776473,0.0,0.0
s07T2022,0.034389625700832344,0.0,0.9612143921404542,0.004395982158713318,0.0
s08T2022,0.0,0.8006834615355496,0.052943338641858746,0.14637319982259175,0.0
s09T2022,0.0,0.12172422505163517,0.20944406067770058,0.6688317142706642,0.0
s10T2022,0.0,0.014413944613695934,0.39567301268631416,0.5899130426999899,0.0
s11T2022,0.03108655308648832,0.029768146330081888,0.3083250334145571,0.6308202671688727,0.0
s12T2022,0.19371689786794052,0.0,0.09213976007645926,0.7141433420556003,0.0
s13T2022,0.39605601004015506,0.010435892294425136,0.12956485559852582,0.4639432420668939,0.0
s14T2022,0.0669426194258755,0.0,0.22869514780481823,0.7043622327693062,0.0
s15T2022,0.21869723943385502,0.0291829775003811,0.3781959207216804,0.3739238623440835,0.0
s02M2122,0.39403470721953526,0.0,0.6059652927804647,0.0,0.0
s03M2122,0.9389562430196927,0.0,0.05138150863296678,0.00966224834734052,0.0
s04M2122,1.0,0.0,0.0,0.0,0.0
s05M2122,1.0,0.0,0.0,0.0,0.0
s06M2122,1.0,0.0,0.0,0.0,0.0
s07M2122,0.950338909402065,0.0,0.04966109059793498,0.0,0.0
s08M2122,0.0,0.8721285535557198,0.0,0.12714133431516056,0.0007301121291196903
s09M2122,0.0,0.31456238059579084,0.08207829130331223,0.603359328100897,0.0
s10M2122,0.0,0.022537674930240104,0.27569738032931024,0.7017649447404496,0.0
s11M2122,0.49316266937294423,0.12179901353687855,0.09702609716882574,0.28801221992135145,0.0
s12M2122,0.0,0.03724986519403787,0.36029246885422167,0.6024576659517404,0.0
s13M2122,0.0,0.02094078240032902,0.36932103535046124,0.6097381822492098,0.0
s14M2122,0.10191318717442525,0.014561793918364216,0.4107470045487456,0.47277801435846484,0.0
s15M2122,0.3000958501025435,0.0,0.6779230839256533,0.021981065971803007,0.0
s02T2122,0.31411666534724164,0.0,0.6858833346527584,0.0,0.0
s03T2122,0.33901518531583186,0.0,0.6609848146841681,0.0,0.0
s04T2122,0.5522440900531281,0.0016695645187374763,0.43401773278014383,0.012068612647990603,0.0
s05T2122,0.48670273403352526,0.0003371091887435984,0.5099733349446391,0.0029868218330918283,0.0
s06T2122,0.7241811015495155,0.005272582448857934,0.26598615527730585,0.004560160724320542,0.0
s07T2122,0.8831529510719224,0.0,0.1168470489280776,0.0,0.0
s08T2122,0.0,0.9617459502298132,0.0,0.03283138874976537,0.005422661020421483
s09T2122,0.0,0.002323803823546269,0.16386793832477412,0.8338082578516797,0.0
s11T2122,0.33414580144838496,0.0,0.11916322887268199,0.546690969678933,0.0
s12T2122,0.07418247590315868,0.0,0.1868913860963856,0.7389261380004558,0.0
s13T2122,0.35246701186640494,0.0,0.22138018938155604,0.426152798752039,0.0
s14T2122,0.46640391134887144,0.0,0.12778659267815623,0.4058094959729724,0.0
s15T2122,0.27265571160422075,0.0,0.5967798145594116,0.13056447383636766,0.0
s02M2222,0.32293713502092697,0.0,0.6758305646041393,0.0012323003749337114,0.0
s03M2222,0.4097063753939101,0.0,0.5902936246060899,0.0,0.0
s04M2222,0.5867283701644881,0.0016478998913384793,0.3153663779974939,0.08925857728076403,0.006998774665915495
s05M2222,0.6577061330290052,0.0,0.24045193878693094,0.08771974669456196,0.014122181489501872
s06M2222,0.8840904422112089,0.0017985748189704672,0.053934563021527444,0.05667610109248181,0.003500318855811274
s07M2222,0.7372037053596214,0.0,0.2345619931891126,0.028234301451265917,0.0
s08M2222,0.0,0.8577146643645598,0.0,0.1391070870314204,0.0031782486040197355
s09M2222,0.04475145163919322,0.27663619376514786,0.0,0.6786123545956589,0.0
s10M2222,0.0,0.06855419775445334,0.09450122365339106,0.8319460298286728,0.004998548763482627
s11M2222,0.0,0.13159371260208746,0.0,0.8684062873979126,0.0
s12M2222,0.02133521460907621,0.16221935354435638,0.0,0.8164454318465674,0.0
s13M2222,0.0,0.06465723014600283,0.13612878022562683,0.7822079819887108,0.01700600763965961
s15M2222,0.4856187141824877,0.029020767249121705,0.21374007251829585,0.2668580084558877,0.004762437594207068
s01X2222,0.2861461032032898,0.0,0.6445523514119419,0.06930154538476843,0.0
s02T2222,0.2980065515670081,0.0,0.6955120497891699,0.005688924599329602,0.0007924740444923146
s03T2222,0.18670039453566672,0.004315987872410411,0.7992814058327566,0.008371974060633346,0.0013302376985328019
s04T2222,0.5465283650466534,0.006860578704573581,0.42140529961342976,0.012153424399207434,0.01305233223613592
s05T2222,0.6231504635150253,0.0,0.3550249360273898,0.008836035426636865,0.012988565030948014
s06T2222,0.623092492515471,0.007676871277514948,0.3335196791704088,0.01888456992483075,0.01682638711177461
s07T2222,0.6394945400664853,0.0,0.34991439964416465,0.0,0.01059106028934999
s08T2222,0.0,0.937119335392729,0.0,0.05663410559812879,0.006246559009142145
s09T2222,0.0,0.14698201904282032,0.04645621085868042,0.8065617700984992,0.0
s10T2222,0.0,0.08821228173899043,0.090696981819059,0.8210907364419505,0.0
s11T2222,0.0,0.1605031412575972,0.06888513144318312,0.7465705936898016,0.02404113360941811
s12T2222,0.0,0.11886140800769658,0.0433016656312152,0.8267631413610524,0.011073785000035759
s13T2222,0.0,0.12072035552606972,0.061359443297206905,0.8051710635953894,0.012749137581333995
s14T2222,0.17908718910122312,0.003686835050285557,0.5192771048179179,0.27864130187213915,0.01930756915843437
s15T2222,0.4060753443920571,0.07553450583573328,0.0,0.5183901497722097,0.0
s02M2322,0.226994023665798,0.0,0.773005976334202,0.0,0.0
s03M2322,0.3569484618869201,0.0,0.5954257390566126,0.02971506705734699,0.01791073199912039
s04M2322,0.1668403862926059,0.0,0.8306068804206453,0.0,0.0025527332867486758
s05M2322,0.46045513331801236,0.0,0.5166817970795882,0.01073291429089734,0.01213015531150215
s06M2322,0.1703173979211933,0.005224894073417431,0.7807199706239198,0.03146174196642544,0.012275995415044023
s07M2322,0.0,0.0,1.0,0.0,0.0
s08M2322,0.0,0.8493559877180511,0.0,0.1506440122819489,0.0
s09M2322,0.000929137687862064,0.07089338798426452,0.007101181439715778,0.9210762928881576,0.0
s10M2322,0.008546261424348757,0.07369392010918457,0.03450392617079621,0.8832558922956705,0.0
s11M2322,0.07293037447807561,0.0,0.0,0.9270696255219243,0.0
s12M2322,0.0,0.03578897565027675,0.0,0.9642110243497232,0.0
s13M2322,0.00467481529599633,0.053466562483123266,0.009048418402452853,0.9328102038184276,0.0
s14M2322,0.07289884563715636,0.003510276048227701,0.0,0.923590878314616,0.0
s15M2322,0.2777205810811853,0.0,0.0,0.7222794189188148,0.0
s02T2322,0.034955394731044344,0.05050125321228479,0.9098087094996886,0.0010275879875520943,0.003707054569430225
s03T2322,0.22847268357391246,0.0,0.6821543779368652,0.052964269115911136,0.036408669373311456
s04T2322,0.26596929552824855,0.0,0.6511647773801336,0.06935095818887102,0.013514968902746926
s05T2322,0.3637058701290083,0.0,0.5709809635529876,0.03028666367445114,0.03502650264355299
s06T2322,0.3021993337785349,0.0,0.6055097429752277,0.06856542611136358,0.023725497134873704
s07T2322,0.0,0.0,0.9888275834980684,0.011172416501931575,0.0
s08T2322,0.0,0.9992685606515199,0.0,0.0,0.0007314393484801573
s09T2322,0.0,0.0,0.0,1.0,0.0
s10T2322,0.0,0.0,0.0,1.0,0.0
s11T2322,0.0,0.05493886815216214,0.0,0.9450611318478379,0.0
s12T2322,0.13231077554805926,0.0,0.0,0.8676892244519406,0.0
s13T2322,0.0,0.011267882722579893,0.0,0.9887321172774202,0.0
s14T2322,0.08492601977963775,0.0,0.0,0.9150739802203622,0.0
s15T2322,0.3149338103539718,0.043435905175805783,0.4057746811565779,0.23432847224538406,0.0015271310682604497
s02M2422,0.8294388528686202,0.0,0.1313245623687915,0.002674049051627401,0.03656253571096095
s03M2422,0.8252711695025671,0.0,0.12722028481433126,0.012313374440848216,0.035195171242253354
s04M2422,0.9825746413483467,0.0,0.0,0.0,0.017425358651653337
s05M2422,0.9396972073824589,0.0,0.051852481233096284,0.0,0.008450311384444914
s06M2422,0.9720312134020586,0.0,0.0033085212339429714,0.0,0.024660265363998454
s07M2422,0.751235138270669,0.0,0.2282906750467787,0.0,0.02047418668255232
s08M2422,0.0,0.9372382800014449,0.0,0.06276171999855516,0.0
s09M2422,0.0,0.10690338894858985,0.003259063799884211,0.889837547251526,0.0
s10M2422,0.0,0.0,0.004239188188685813,0.9927552196715819,0.0030055921397324353
s11M2422,0.005623960933796563,0.011261810927549019,0.05436097214386399,0.9056171943091905,0.023136061685599806
s12M2422,0.11921799390014916,0.0340454202835638,0.044158897058748876,0.7829560740741054,0.019621614683432823
s13M2422,0.21307704168338043,0.0,0.009195259810117415,0.7730964154279729,0.004631283078529284
s14M2422,0.3483948253439142,0.0,0.0,0.6516051746560857,0.0
s15M2422,0.7110801691498265,0.031622038938852896,0.16790754889966064,0.07098168345017022,0.01840855956148968
s01X2422,0.9839069457390688,0.0,0.0,0.0,0.016093054260931303
s02T2422,0.995140402061466,0.0,0.0,0.0,0.0048595979385338325
s03T2422,0.9627285785957937,0.0,0.0,0.02140421399085009,0.015867207413356097
s04T2422,0.9965653862565723,0.0,0.0,0.0,0.003434613743427764
s05T2422,1.0,0.0,0.0,0.0,0.0
s06T2422,0.9317088589433542,0.0,0.03359464522045819,0.016742588391384,0.017953907444803453
s07T2422,0.5907398361225403,0.016119230178802808,0.3120572499838476,0.05557504226739457,0.025508641447414597
s08T2422,0.0,0.9024753261145958,0.0,0.09237717060176395,0.005147503283640251
s09T2422,0.0,0.21141549273013177,0.0024268109705717156,0.7861576962992965,0.0
s10T2422,0.0,0.030393673012135868,0.041368179897885445,0.9092178375794846,0.019020309510493955
s11T2422,0.0,0.004930288232119279,0.020141160978574203,0.9499420343331809,0.024986516456125617
s12T2422,0.051935822992098216,0.01812260156082769,0.06350385476404738,0.8305355941281609,0.03590212655486593
s13T2422,0.024051988003665817,0.0,0.03378249571298315,0.9174632723387721,0.02470224394457887
s14T2422,0.4307269650090454,0.02901976660284129,0.013923594619746843,0.5165968757046253,0.009732798063741095
s15T2422,0.6575926615718527,0.03066422984452227,0.04107112599765934,0.24713407388642658,0.02353790869953896
s02M2522,0.6738296755547938,0.039874634146560034,0.22663841627349843,0.030212053965238506,0.029445220059909277
s03M2522,0.6375417644814642,0.014615847450819413,0.24726168309368715,0.051044947658790966,0.04953575731523839
s04M2522,0.7090761700586395,0.0029865168688175373,0.20343750199745464,0.040122085803852424,0.044377725271235846
s05M2522,0.5128773250969036,0.025017097937789255,0.33368135539089466,0.07756051763655777,0.05086370393785477
s06M2522,0.6171575869432637,0.009240627505648732,0.24912222275196025,0.08404925961710062,0.040430303182026714
s07M2522,0.2700990940080382,0.012751668690594917,0.5394204348768518,0.14551346818337674,0.032215334241138475
s08M2522,0.0,0.8310884572845242,1.156648391753317e-05,0.1688999762315584,0.0
s09M2522,0.0,0.06332283712020238,0.003859681905991874,0.8903754012391168,0.04244207973468885
s10M2522,0.0,0.022649335637910356,0.013929908569592895,0.9050075096009593,0.058413246191537524
s12M2522,0.0,0.003907436504453691,0.0,0.9633496062607809,0.03274295723476532
s13M2522,0.013391511519551877,0.0,0.0,0.9394760926599748,0.04713239582047349
s14M2522,0.12912377255608917,0.0,0.00036301710492633025,0.8175432233735068,0.05296998696547758
s15M2522,0.31014661225315715,0.0,0.15572507228480878,0.44972793408284667,0.08440038137918747
s01X2522,0.5842951637373074,0.0,0.34604948768994237,0.029314271480492888,0.040341077092257385
s02T2522,0.856945710491901,0.0,0.10489799449147674,0.013244271052029787,0.024912023964592356
s03T2522,0.9648079886329528,0.0,0.0,0.018777711819730234,0.01641429954731693
s04T2522,0.986073558042796,0.0,0.0,0.0,0.013926441957204015
s05T2522,0.9618637601408887,0.0,0.0,0.014215065515117245,0.02392117434399414
s06T2522,0.8822577187530334,0.020716513243448895,0.03330435151716815,0.031191985147468546,0.032529431338880956
s07T2522,0.7388884161643189,0.00551657837499251,0.16195673412144151,0.043774187843989135,0.049864083495258116
s08T2522,0.0,0.9421286397224348,0.0,0.05207222719213394,0.005799133085431223
s09T2522,0.0,0.2571318809743864,0.0,0.7363902991101379,0.006477819915475823
s10T2522,0.0,0.09611291745084685,0.017422450154581933,0.8542735200764207,0.032191112318150625
s11T2522,0.0,0.04347307485047472,0.016504315857259717,0.8940295631978076,0.04599304609445807
s12T2522,0.0,0.019117849603081532,0.025135690254008147,0.880842287509745,0.07490417263316533
s13T2522,0.0,0.007693683289576823,0.023093574916057166,0.8671340498955946,0.10207869189877139
s14T2522,0.01391496334697464,0.0,0.025294270316479288,0.8263745912985948,0.13441617503795128
s15T2522,0.6267772583937132,0.004529767266268942,0.08805750239473335,0.20707607241473064,0.07355939953055385
s02M2622,0.46930541594240244,0.01736530479471636,0.30806912124871044,0.10940216151683427,0.09585799649733655
s03M2622,0.6273537357352345,0.0,0.22777834098055408,0.075880035491342,0.06898788779286948
s04M2622,0.6451192772670096,0.012202279226208791,0.1979251111487479,0.07423281684119752,0.07052051551683634
s05M2622,0.5671711280335267,0.029586431989582836,0.2199843572493996,0.09521926798316786,0.0880388147443228
s06M2622,0.6949991312096134,0.03199883704434374,0.10291811179962032,0.09172430732639726,0.07835961262002529
s07M2622,0.11480604903403337,0.008615643225611666,0.5892023768341925,0.15732936455292984,0.13004656635323256
s08M2622,0.0,0.867181707856467,0.005130077640942621,0.12768821450259044,0.0
s09M2622,0.0,0.08991138914591479,0.0,0.8502911997572503,0.05979741109683487
s10M2622,0.042689883559817246,0.18222822627130747,0.013289493156025983,0.6384756165810613,0.12331678043178798
s11M2622,0.0,0.039202554209048925,0.0,0.8462026059251198,0.11459483986583127
s12M2622,0.0,0.02348361065903696,0.0,0.8303719572227569,0.1461444321182062
s13M2622,0.0,0.018012236862092072,0.0,0.8578922362261815,0.12409552691172628
s14M2622,0.0,0.012919730311774435,0.0,0.7940938893534166,0.19298638033480894
s15M2622,0.19820408242624155,0.020669587333283942,0.21096328824468052,0.2366588800954275,0.33350416190036647
s01X2622,0.07662419560869882,0.026077790864517565,0.8024743199718265,0.04089667857200817,0.05392701498294899
s02T2622,0.16738507587254867,0.0,0.7649612247476331,0.011847967628848969,0.05580573175096941
s03T2622,0.4085193254650552,0.011598781738413886,0.41846220239234266,0.07014639791411563,0.09127329249007254
s04T2622,0.09173814310076303,0.013579317033541689,0.7432290185273455,0.05155385530365102,0.09989966603469869
s05T2622,0.478219899252984,0.006611339533161018,0.311491717248257,0.09751801329783127,0.10615903066776664
s06T2622,0.4463714461433297,0.055227754550688374,0.23278133731322803,0.14680746293836563,0.11881199905438818
s07T2622,0.0,0.0,0.6795531832278235,0.1110307009275735,0.20941611584460287
s08T2622,0.0,0.8724005900292369,0.004213967853146602,0.11734165528629756,0.006043786831318979
s09T2622,0.0,0.05008936460324678,0.0,0.93287200610046,0.017038629296293174
s10T2622,0.0,0.0,0.0,0.9855696335525285,0.014430366447471588
s11T2622,0.0,0.009991515585646359,0.0,0.9810576113910213,0.008950873023332253
s12T2622,0.0,0.0,0.0,0.9501547306429824,0.049845269357017746
s13T2622,0.0,0.003183688161704425,0.0,0.9681639827062563,0.0286523291320393
s14T2622,0.0,0.0,0.0,0.9017971737547121,0.09820282624528781
s15T2622,0.06901611456764124,0.0,0.11627329722257297,0.5870835736113181,0.2276270145984676
s02M2722,0.1862530767014929,0.04269666021993834,0.6556416666887135,0.052585340456340605,0.06282325593351472
s03M2722,0.14145989791961475,0.058752806082010944,0.6633380731538377,0.059905966265470706,0.07654325657906583
s04M2722,0.10990739912337563,0.045906582160995,0.6973811186738152,0.07647139271918534,0.07033350732262857
s05M2722,0.10151670970397243,0.04553849096930512,0.7552812903000781,0.040241464379761116,0.05742204464688342
s06M2722,0.17871639173709564,0.0716397810500017,0.6026683719795347,0.07232361795291041,0.07465183728045754
s07M2722,0.10720634905404769,0.02664809976855916,0.791900053679421,0.02917051309277002,0.04507498440520212
s08M2722,0.0,0.9518783057262444,0.0,0.039550959592214094,0.008570734681541438
s09M2722,0.0,0.08432170793586534,0.0056116696640483325,0.8365736754048811,0.0734929469952053
s10M2722,0.0,0.012027791339728925,0.0,0.9313580915600725,0.056614117100198515
s11M2722,0.006664676652140958,0.029672301974946146,0.02137106433788384,0.8663158094623972,0.07597614757263178
s12M2722,0.008753889906260064,0.004115960095201901,0.0062648987361149525,0.9093668844985234,0.07149836676389977
s13M2722,0.1041694906612019,0.0,0.0,0.8438187154803904,0.05201179385840761
s14M2722,0.20082572849989827,0.0,0.036726553670472034,0.6842536432409104,0.07819407458871941
s15M2722,0.050661640631072744,0.0,0.6750505684614113,0.12071632311407729,0.15357146779343864
s01X2722,0.10488519809336276,0.05268002101870278,0.7043831074095875,0.06576159134473757,0.07229008213360924
s02T2722,0.5689505234928454,0.03246665073940779,0.32203543269440627,0.025412560356004033,0.05113483271733657
s03T2722,0.7163693409149591,0.014996537335078736,0.21315784945181598,0.011944475588002159,0.04353179671014422
s04T2722,0.8907404394820168,0.019852972837360282,0.046317882171401585,0.0032556266213182683,0.039833078887903224
s05T2722,0.9183324328001259,0.02135275899291393,0.01980559149951749,0.0009933492444502803,0.039515867462992425
s06T2722,0.7663858750088958,0.0654376257752217,0.09336900040141195,0.02642628588051715,0.04838121293395352
s07T2722,0.9505376131714794,0.00527196042597247,0.0157620844500543,0.0,0.028428341952493674
s08T2722,0.0,0.7733920163655541,0.0,0.21620009663278397,0.010407887001661871
s09T2722,0.011401673980536126,0.17061278211332573,0.013922468168568828,0.7216346709233182,0.08242840481425107
s10T2722,0.01749250845317882,0.03097520942891564,0.03646585218444369,0.7730414996863266,0.1420249302471352
