,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
s02T1622,0.18752266599189876,0.0,8.528777466974896,0.0,0.0,0.16053051082408437,0.0,0.0,0.0,1.9341920490936897,0.0,0.0,0.0,0.0,0.0,1.6284346144804964,0.0,2.0700781803356896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6036772276315538
s03T1622,1.141447250754693,0.0,12.304131391329523,0.0,0.0,0.33698389602964574,0.0,0.0,0.0,2.911328275546031,0.0,0.0,0.5229334048934028,0.0,0.12484673332550685,2.4869273870502027,0.0,4.87445340336725,0.0,0.0,0.4689088268146269,0.0,0.0,0.3387875126470426,0.033078987920690334,0.0,0.013209000181785146,0.0,0.8095595115810135,0.0,0.11653765685862166,0.0,0.0,0.0,2.232582082712875
s04T1622,2.0593459026659966,0.0,18.60683422670891,0.0,0.0,0.23509252775303432,0.0,0.0,0.0,2.890968179238459,0.0,0.0,0.32865011180428194,0.0,0.0,4.581542486082294,0.0,3.289596311578372,0.0,0.0,0.7596275295562582,0.0,0.0,0.6846742157564565,0.029313875107422338,0.0,0.06153194413362799,0.0,1.2379869656595912,0.0,0.0,0.0,0.005519618982711003,0.0,1.4935353094068695
s05T1622,3.8433108137259504,0.0,33.59468530117853,0.0,0.0,0.5238414115846188,0.0,0.0,0.0,5.4500996693620145,0.11613091789674364,0.0,0.5467903941381724,0.0,0.0,4.1841952291084645,0.0,7.5964798462567895,0.0,0.0,2.2086562253722284,0.0,0.0,0.5463030635369188,0.0,0.0,0.0,0.0,0.2625192854038642,0.0,0.0,0.0,0.0,0.0,2.9059648812972663
s06T1622,1.676063071991686,0.0,12.573190591940417,0.0,0.0,0.14208711453359932,0.0,0.0,0.0,1.6091284638204137,0.21304726964165363,0.0,1.2935090649924925,0.0,0.0,1.6129408527637508,0.0,6.171860624575133,0.0,0.0,1.5153066726080593,0.0,0.0,0.7885757954984157,0.03395021315084054,0.012632684467050523,0.0,0.0,1.4809296259440168,0.7400200499522022,0.5810183950816972,0.0,0.0007389809532044365,0.0,3.232019328757523
s07T1622,0.7422217889857311,0.0,3.018897934691695,0.0,0.0,0.0,0.0,0.0,0.0,0.3633002888672463,0.04307462372228012,0.015316377996719841,0.7207575366269066,0.0,0.0,0.16113448546525344,0.0,1.746066268064666,0.0,0.0,0.111974591960267,0.0,0.0,0.7564937234067439,0.02982138054120984,0.04783211524948614,0.0,0.0,1.0369455356601234,0.09748895081556581,0.0,0.003613010439475092,0.00778602947387171,0.0,1.6139185608142477
s08T1622,0.0,8.673926256283616,0.0,0.40146023493501853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.533870927437223,0.0,0.2549040539170872,0.058903936083009534,0.0,3.063512306767541,0.0,0.0,0.0,0.07728807485608002,0.0,0.0,0.0,0.0,0.00025047992541622776,0.0,7.398380647640397,0.0,0.3132727727559578,0.0,0.03677500773711572,0.0,0.0,0.0
s09T1622,0.0,6.574799912111056,0.28859981551842673,0.2631090949275964,0.05298389323631164,0.0,0.0,0.10253628590549117,0.3622239032733599,0.016019688388455515,0.0,3.83163771481601,0.0162563065511911,0.0,0.9128896182245648,0.0,2.1015820907243707,0.0,0.0,0.0,0.9396638607039869,0.0,0.0,0.3935363384504879,0.0,6.0078273184114906e-05,0.007585298337635069,4.097296024246559,0.0012569518305022898,0.30771025379085054,0.0,0.1840986966180637,0.0,0.0,0.0
s10T1622,0.0,0.0805436340086353,2.066258484681691,0.028635398150793353,0.20989655595731188,0.0,0.0,0.8007216401342196,5.693849409883038,0.0,0.0,3.9852238296786084,0.16281175526869257,0.0,0.48826863608387144,0.0,2.5408393341865296,0.0,0.0,0.0,3.9413046220486443,0.0,0.0,0.7971873632753556,0.0,0.0,1.2394830929498977,3.6440989804310235,0.0,0.17641716809448782,0.0,0.1967914039608805,0.0,0.0,0.0
s11T1622,9.82028608487339,0.0,3.373892501659361,1.1137182667783985,0.0,0.0,0.0,0.8708561681530304,1.924495643518924,0.0,0.0,7.055512591102881,0.2997549503620103,0.0,0.43765195572496585,0.0,9.522088045562278,0.0,0.0,0.0,9.98106504056397,0.0,0.0,4.221969424443092,0.0,0.0,1.1806853299770432,1.6137792247935774,0.0,0.8680375350409391,0.0,0.22991830393182675,0.0,0.0,0.0
