,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
s02T1622,0.0,0.0,2.821182604663301,0.0,0.025257495997875776,0.19288569836488892,0.0,0.0,0.0,1.954446201547209,0.0,0.0,0.07381749319456042,0.0,0.0,1.1791289605327804,0.0,0.0,0.0,0.0,0.0948523877258554,0.0,0.0,0.0,0.0,0.0,0.13482707339002686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6872558264261981,1.3033225326062337,0.0,0.0,0.0,0.0,0.0,0.06564787868328369,0.0,0.0,0.0,0.0,5.9388418396065905,0.003681626462674867,0.0
s03T1622,0.0,0.0,8.41698330068209,0.0,0.0050181997430855645,0.38532579534915185,0.0,0.0,0.0,2.9231242365319163,0.07169847637330891,0.0,0.3894826916977414,0.0,0.0,2.0508829737960905,0.0,0.0,0.0,0.0,0.37473778277351927,0.0,0.0,0.0035536207890149423,0.0,0.0,0.44316075101961916,0.0,0.6858036984184528,0.03550842063859873,0.0,0.0,0.0,0.0,2.2328085555680763,3.074582792543474,0.0,0.0,0.0,0.0,0.0,0.2895801981351138,0.0,0.0,0.0,0.03914674389606354,7.446168275941316,0.0,0.1355625914952517
s04T1622,0.0,0.0,14.212050477799831,0.0,0.042991892604549345,0.2873454637295167,0.0,0.0,0.0,2.7293263250962325,0.0,0.0,0.1935545545177009,0.0,0.0,3.88852770661677,0.0,0.0,0.0,0.0,0.18293863156158327,0.0,0.0,0.0,0.0,0.014472431539310647,0.7429193539144985,0.0,0.8139731294048693,0.0,0.007411227424263852,0.0,0.0,0.0,1.9376385411662609,2.0411181458225034,0.0,0.0,0.0,0.0,0.0,0.41899963602398604,0.0,0.0,0.0,0.020286426443665406,11.303200262798889,0.016907322004156396,0.0
s05T1622,0.0,0.0,17.978079183699066,0.0,0.075846427173671,0.6280581819881333,0.0,0.0,0.0,5.569777333690852,0.3462594528028048,0.0,0.4628450965755711,0.0,0.0,2.9395553026754118,0.0,0.0,0.0,0.0,1.2574619059517438,0.0,0.0,0.4188290843116153,0.0,0.0,0.0,0.0,0.5521147664965383,0.0,0.0,0.0,0.0,0.0,3.333696881564697,4.8173480244040165,0.0,0.0,0.0,0.0,0.0,0.784146226389446,0.0,0.0,0.0,0.0,21.222031918658658,0.0,0.0
s06T1622,0.0,0.0,11.476050213287218,0.0,0.0,0.18240747935662152,0.0,0.0,0.0,1.61272312986683,0.3288309194980215,0.0,0.9347048702867659,0.0,0.0,1.4907596338277895,0.0,0.0,0.0,0.0,1.253239146499214,0.0,0.0,0.00975861950835683,0.0,0.04763753937575076,0.2883011352595617,0.0,1.0868126683297508,0.9818294180319465,0.0,0.0,0.06090142256016009,0.0,3.0947986952869853,3.912860433076154,0.0,0.0,0.0,0.0,0.0,0.3898149135445692,0.0,0.0,0.0,0.028265011950954252,6.455792158149076,0.0030641141185779983,0.591870936316013
s07T1622,0.0,0.0,6.4191881767960455,0.0,0.009098643561793183,0.0,0.0,0.0,0.0,0.35647433752974794,0.07704020287502186,0.008409106239615107,0.43953564432175257,0.0749473341329126,0.0,0.3598936628791693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044579523056291814,0.0639018595802314,0.0,0.5198789787780687,0.11085487280387699,0.007273511486060706,0.005490625759859908,0.08065821672912113,0.029728144101135577,1.5651444505338596,1.1130687843222482,0.0,0.0,0.0,0.0004740160117548408,0.02289330645869843,0.16031450727950755,0.0,0.0,0.0,0.03033748868417838,0.5756818452045303,0.03185702896128902,0.0
s08T1622,0.0,10.755060666332259,0.0,0.02894009028434554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.572474453319054,0.0,0.07663452824100397,0.26551498709765875,0.0,0.4367066115276176,0.0,0.0,0.001356158085341641,0.0,0.0,0.0,0.14099086191126145,0.0,0.0,0.0,2.803192298831868,0.02216035675266708,0.09147466488908677,0.0,0.0,0.0,0.0,0.0,0.0,0.3233010773028782,0.18155302574873525,2.4031222939305676,0.0,5.37382460702024,0.0,0.0,0.06658734947490472,0.0,0.0,0.0,0.0,0.0
s09T1622,0.0,9.751854997826227,2.144860898526839,0.0,0.032422142811690965,0.0,0.0,0.13617883446175819,0.40018911728972617,0.012576878320935965,0.0,3.122588217897484,0.0,0.0,0.6080431975964875,0.0,1.4750830266121266,0.0,0.0,0.0,0.1849660408174958,0.0,0.0,0.2643555983182217,0.17979046154846726,0.0,0.0,0.012536809079030584,0.0,0.15285068723326406,0.0,0.14009876300060764,0.021024594893847007,0.0,0.0,0.0,0.06894315190994087,0.020184259044285557,1.3315754271337963,0.0,5.28119874460617,0.0,1.6289430560841924,0.29144544893933516,0.0,0.0,0.0,0.0,0.0
s10T1622,0.0,2.012447973770745,10.332354813971628,0.0,0.0,0.0,0.0,0.6167190868401026,6.404141791150229,0.0,0.0,1.4519011704718867,0.0,0.0,0.0,0.0,3.1087808174578493,0.6392006623294325,0.0,0.0,0.3413502968002299,0.005427992438072824,0.0,1.4394700397576725,2.1806205219213988,0.0,0.0,0.0,0.0,0.08372849190065455,0.0,0.2150992577996949,0.0,0.0,0.0,0.0,0.7168755734369706,0.0,0.8490509512829069,0.0,4.892351424975082,0.0,0.701739020234107,0.2523484957021922,0.0,0.0,0.0,0.0,0.0
s11T1622,0.0,0.0,21.557532085255758,0.0,0.0,0.0,0.0,1.3847341933919255,2.777507308839237,0.06327274779561769,0.0,6.704446945716895,0.0,0.0,1.6945854854994946,0.0,9.323485160100097,0.0498146801143169,0.0,0.0,4.271001471353956,0.0,0.0,1.147287936478854,0.32931202104079926,0.0,0.0,0.0,0.0,0.39060467178551417,0.0,0.541678570778573,0.634737246669646,0.0,0.0,0.0,0.021677480133156464,0.0,0.5446039068162392,0.0,8.099853221104796,1.5598669883370169,1.0205654446894836,0.22784364656596093,0.0,0.0,0.0,0.0,0.0
s12T1622,0.0,0.09174924903196906,22.58601926582305,0.0,0.0,0.0,0.0,1.1146276736967515,2.044383665227113,0.016469199565707686,0.0677574285363656,0.17070352444983258,0.0,0.0,0.0,0.0,1.433814137821258,0.5164346892032571,0.0,0.0,2.6760280121155,0.016641032435840936,0.0,1.0874437345387127,0.2969243261464957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7385715389517012,0.0,0.0,0.0,0.0,0.0,0.10502215405354201,0.0,0.3043929483043535,1.7660971227451596,0.14554286332679914,0.20311363208882824,0.0,0.0,0.0,0.0,0.0
s13T1622,0.0,1.065014838739765,20.48756663970394,0.0,0.0,0.0,0.0017216455010999829,1.1257412781169618,3.55955744366826,0.019166353622926152,0.06491883057549834,0.0,0.0,0.0,0.0,0.0,1.1262399970548767,1.9357879213959486,0.0,0.0,1.1359316598223392,0.010832537245799165,0.0,1.4305477392077752,1.7448453637226622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21214279145200865,0.0,0.0,0.0,0.06456079828501,0.0,0.24224712411618593,0.0,0.26796536475584304,0.8703392020817723,0.0,0.1428394327550301,0.0,0.0,0.0,0.0,0.0
s14T1622,0.0,0.6823822071679476,33.08527204341545,0.0,0.0,0.0,0.0,1.0318423630243092,2.553884202049269,0.6769396642117663,0.5367201724820411,0.0,0.0,0.0,0.0,0.0822391256254562,0.8529124132765563,3.4733384855613956,0.0,0.0,3.2213402477700646,0.0,0.0,2.3758115817209324,2.6278431675168767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9153253918771997,0.0,0.0,0.0,1.199011371771793,0.0,0.0,0.0,0.03069117949392678,2.373572069886217,0.21853945712440853,0.0,0.0,0.0,0.0,0.0,0.0
s15T1622,0.0,0.4082794017774595,25.189401816683194,0.0,0.0,0.0009572066536538987,0.0,0.5139799863884501,0.6615562967635624,1.8771028899952398,0.7342949969072862,0.0,0.19873689040973058,0.0,0.0,0.9156214665830867,0.01591818344406242,1.4409401528783383,0.0,0.0,2.2306326625128112,0.0,0.0,1.573185295515627,0.9529672224746083,0.0,0.14935713918879756,0.0,0.0,0.0,0.0,0.0006519405864853541,0.1457078923821953,0.0,1.503118550277379,1.0346499528880768,0.0,0.0,0.0,0.0,0.0,1.271860888032167,0.0,0.0,0.0,0.0,1.7515691906977933,0.0,0.0
