,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
s02T1622,0.2697613079457854,0.0,0.0,0.0,0.0,0.009220846226627468,0.0,0.0,0.0,0.15605084607494976,0.0,0.0,0.025487466161906697,0.006130728049706011,0.0,0.2639183524308684,0.0,0.20155754333937118,0.0,0.0,0.0443892071430908,0.0,0.0,0.023483702627694215,0.0,0.0,0.0
s03T1622,0.3650580519541404,0.0,0.0,0.0,0.0,0.008093267506181518,0.0,0.0,0.0,0.10034107651168624,0.0,0.0,0.04292270331294699,0.009599394564885632,0.0,0.16205666765107835,0.0,0.20864241514028858,0.0,0.0,0.05809975514041471,0.0,0.010606095471076507,0.03323769415016028,0.0013428785971408652,0.0,0.0
s04T1622,0.4451615891474088,0.0,0.0,0.0,0.0,0.0039965661160197485,0.0,0.0005653272781045555,0.0,0.07815510895093583,0.0,0.0,0.029436499437938513,0.0070034978501886235,0.0,0.2162837612447723,0.0,0.11332935279860055,0.0,0.0,0.06275081567586208,0.0,0.0,0.04313718738542186,0.00018029411474710437,0.0,0.0
s05T1622,0.368839290894802,0.0,0.0,0.0,0.0,0.007115451106081981,0.0,0.0012581625280146092,0.0,0.0952960830351645,0.002204913048751685,0.0,0.024332005757788898,0.0059002155199818765,0.0,0.184319506570497,0.0,0.1634245192948812,0.0,0.0,0.10578062284723477,0.0,0.0,0.03997137433730178,0.0,0.0015578550594996978,0.0
s06T1622,0.408391496501817,0.0,0.0,0.0,0.0,0.0010728840720655914,0.0,0.0,0.0,0.03729403600182197,0.005476611834312481,0.0,0.05126621612358029,0.03081586701053882,0.0,0.09537800494007881,0.0,0.20099857512699276,0.0036392587570826494,0.0,0.08897243091676886,0.0,0.030937205687081137,0.042053410538548774,0.0011978366547962165,0.0025061658345146504,0.0
s07T1622,0.5641867316493753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818087670782905,0.002719916261538255,0.0,0.07500402735377043,0.016123081695220393,0.0,0.03217284993791876,0.0,0.16471974928219882,0.002895624492760215,0.0,0.03892822273927885,0.0,0.0,0.07603831336272954,0.003713731212412356,0.005316875304967861,0.0
s08T1622,0.0,0.580447527891406,0.0,0.014886783181916698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17699954603480395,0.0,0.011188272199213126,0.0063014177784287565,0.0,0.1619167983872719,0.0,0.0,0.0,0.03274137475219364,0.0,0.0,0.0,0.0,0.0,0.015518279774766067
s09T1622,0.03255521404467936,0.4505352495371699,0.00853768283301993,0.004638257629174431,0.0,0.0,0.0,0.0024743921534111277,0.014260648239618954,0.0009958089800625655,0.0,0.14602037528861594,0.0,0.013351483464228004,0.05340138299927233,0.0,0.1772418449338594,0.0,0.0,0.0,0.07112210359688004,0.0,0.0,0.024865556300007863,0.0,0.0,0.0
s10T1622,0.1261699914629424,0.09767591270488447,0.003965292373988417,0.0,0.0,0.0010105722557024696,0.0005353532564166144,0.014501235052096616,0.18370557169178614,0.005196389679336582,0.0,0.13809645907067797,0.0,0.011643713154010242,0.012950071170148654,0.0,0.13917783117452176,0.0,0.0,0.0,0.20803845793263942,0.00028572715460190154,0.0,0.0570474218662464,0.0,0.0,0.0
s11T1622,0.1350814334179465,0.0,0.009520488172609793,0.018868299606503887,0.0,0.0,0.0,0.026536687426996424,0.04130367244897721,0.0027374833945328493,0.0,0.25042482902917557,0.0,0.016255022634331488,0.010333860132549263,0.0,0.1190770007736614,0.0,0.0,0.0,0.27587530125737375,0.0,0.0,0.09398592170534188,0.0,0.0,0.0
