,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
s02T1622,0.6655517591788761,0.0,0.0,0.0,0.0,0.022495271177827285,0.0,0.0011356634730410222,0.1558348081998537,0.0,0.0,0.0,0.0,0.0,0.0,0.1549824979704018
s03T1622,0.6452989261472761,0.0,0.0,0.0,0.0,0.02085816710765371,0.0,0.002454110075889166,0.13010798322513778,0.018175468776278035,0.0007675171706968679,0.0,0.005453024918104062,0.0005411552949443609,0.0,0.17634364728401988
s04T1622,0.7489345766922146,0.0,0.0,0.0,0.0,0.018655596467558752,0.0,0.005585576113320941,0.09239089677369926,0.019482861373165905,0.0,0.0,0.0,0.0005890396058556515,0.0,0.1143614529741847
s05T1622,0.6535499618823433,0.0,0.0,0.0,0.0,0.02236323975332407,0.0,0.004178334702087954,0.12466796277238221,0.027292934837753687,0.004314048506458599,0.0,0.0026677101065127684,0.0,0.0,0.16096580743913746
s06T1622,0.6138466560054912,0.0,0.0,0.0,0.0,0.009396186464354236,0.0,0.0024106450768983357,0.06626905774800945,0.04167199585619988,0.010476588156552634,0.0,0.018865380526208703,0.045614368150644714,0.0,0.19144912201564082
s07T1622,0.598816875747721,0.0,0.0,0.0,0.03358404262534714,0.0,0.0,0.0035633974276347343,0.05120288073600237,0.0700170078435652,0.005672089741841004,0.0,0.033602333208347816,0.04930277726535263,0.0,0.154238595404188
s08T1622,0.0,0.6056793692846225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038055463468577495,0.0,0.3444735964999567,0.0,0.017917576318553143,0.028123911550009855,0.0
s09T1622,0.0,0.5217346855321017,0.010316118834336004,0.0,0.0,0.0,0.00021651776952016395,0.010628003618036687,0.0017893105635004881,0.047179640361470564,0.0,0.3674401831302808,0.0,0.016951463969103645,0.02374407622164987,0.0
s10T1622,0.0,0.17893324068849376,0.010058781231619154,0.0,0.0,0.0032786622986666265,0.001555302069754609,0.024423407214132564,0.01432168120930287,0.3462185813394394,0.0,0.4111563720970034,0.0,0.004941764528618534,0.00511220732296908,0.0
s11T1622,0.0,0.015279768272924557,0.019573611216325306,0.0,0.0,0.0,0.0,0.046047563748261404,0.009214441817482606,0.25123852413582715,0.0,0.5389578538238009,0.01222763343386532,0.031722332667392855,0.07573827088411998,0.0
s12T1622,0.0,0.0276132575282377,0.0,0.0,0.0,0.0,0.0010150963146960835,0.16971840246265305,0.04417938066883158,0.717205004990187,0.004104075216950905,0.026079320454378267,0.003906262245953069,0.0,0.006179200118112297,0.0
s13T1622,0.0,0.12673047632945117,0.0,0.0,0.0,0.019309446160240457,0.0027846217908384947,0.13672127557250477,0.07129466647977883,0.6184735973901324,0.008867306750721067,0.015162889442329764,0.0006557200840031557,0.0,0.0,0.0
s14T1622,0.007666080377496369,0.043560998131064385,0.0,0.0,0.0,0.023966242042902427,0.0009936538282046949,0.12306094342614318,0.13880012570880546,0.573054891058306,0.04825015522109838,0.0,0.0372620713172815,0.0,0.0,0.003384838888697538
s15T1622,0.4278751144123403,0.004639132346465347,0.0,0.0,0.0,0.010583946270267087,0.0,0.03705810071214192,0.14611296249071432,0.20202207886671816,0.043636508992181994,0.0,0.02138523138563187,0.019562217778183146,0.0,0.0871247067453558
s02M1722,0.7093141666394748,0.0,0.0,0.0,0.0,0.034305015345984444,0.0,0.002042026811643703,0.13358494042057142,0.009490826104269616,0.00039056779432104387,0.0,0.005848725050144744,0.0,0.0,0.10502373183359028
s03M1722,0.658218902040048,0.0,0.0,0.0,0.0,0.03259821441005583,0.0,0.00222574756910773,0.14632281087304516,0.009900820491274777,0.0014474750324686163,0.0,0.016833922634940695,0.0,0.0,0.13245210694905926
s04M1722,0.6431722912805864,0.0,0.0,0.0,0.0,0.03316250367782586,0.0,0.007381322629673821,0.10909994975125797,0.03009249317902675,0.004396001851435341,0.0,0.025716305862978333,0.0,0.0,0.14697913176721536
s05M1722,0.6331734975484433,0.0,0.0,0.0,0.0,0.026916474900887485,0.0,0.005600818199089443,0.069176543975871,0.032821625735301715,0.0,0.0,0.11537301892213386,0.005410645144580212,0.0,0.1115273755736928
s06M1722,0.5358812245001104,0.0,0.0,0.0,0.0,0.014779749079496338,0.0,0.007765943825135735,0.06230437015645925,0.038125471860651274,0.003041259455651747,0.0,0.1646672748077782,0.018504602959018658,0.0,0.1549301033556984
