,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
s02T1622,0.0,0.006941537928263573,2.6299927970523007,0.0,0.006706337441094238,0.19098882346557702,0.0,0.0,0.0,1.927675474109866,0.0,0.0,0.07448480219138226,0.0,0.0,1.1922370973365453,0.0,4.954331006864664,0.0,0.0,0.09788394958140618,0.0,0.0,0.0,0.06103550975465092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.726993031882739,1.3752982917861072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s03T1622,0.0,0.0,8.04344875066921,0.0,0.0,0.38475479456377437,0.0,0.0,0.0,2.890371016713946,0.054752595963463664,0.0,0.39400714487867783,0.0,0.0,2.076114540174855,0.0,6.237308283319273,0.0,0.0,0.3989282307893461,0.0,0.0,0.001641281807301336,0.27970272190848056,0.0,0.0,0.0,0.6588638283687499,0.0,0.14192641831291636,0.0,0.0,0.0,2.3838536340597676,3.2179565309166707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00814419337459517,0.0,0.03777811608754658
s04T1622,0.0,0.04217855682917414,13.663131626915385,0.0,0.004534591869608451,0.27975765651353146,0.0,0.0,0.0,2.6944571246118274,0.0,0.0,0.18713240489343455,0.0,0.0,3.94170744496452,0.003370144990054691,9.470967151077923,0.0,0.0,0.1885574886790424,0.0,0.0,0.0,0.42017600362581553,0.0042592344996937375,0.0,0.0,0.7739452353381471,0.0,0.0,0.0,0.0,0.0,2.0574875846918355,2.1862874782811326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0239292104020304
s05T1622,0.0,0.0,16.71855864816534,0.0,0.0,0.6279006920883564,0.0,0.0,0.0,5.470224594813953,0.2520757902056165,0.0,0.47695486830847733,0.0,0.0,2.956049189849404,0.0,17.655122722961078,0.0,0.0,1.3725424371312254,0.0,0.0,0.44632242113135223,0.7629048468846834,0.0,0.0,0.0,0.3278492936694187,0.0,0.011189491413383984,0.0,0.0,0.0,3.5612668604145106,5.031904729915782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s06T1622,0.0,0.018543094039310294,10.909130773008528,0.0,0.0,0.1924816920840317,0.0,0.0,0.0,1.592357120516689,0.2991676164044762,0.0,0.9563566985115237,0.0,0.0,1.4924834457262492,0.0,5.422267431518171,0.0,0.0,1.3582179296430381,0.0,0.0,0.004304835658317749,0.38188317776643965,0.04742493099430551,0.0,0.0,1.0380812590092643,0.8774203267122612,0.5875519925488635,0.0,0.05594913815570072,0.0,3.314383247556252,4.069151085976495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029745805349535144
s07T1622,0.0,0.05452442654425308,6.100792702706327,0.0,0.0005437926850473629,0.0,0.0,0.0,0.0,0.3519262411254637,0.06660874350920326,0.0,0.4520325138159415,0.0,0.0,0.35343822226093025,0.005320418340922136,0.494873114320649,0.0,0.0,0.0,0.0,0.0,0.0,0.15191293522289345,0.041551419422699125,0.0,0.0,0.4840097176373562,0.0632284384737669,0.0,0.005429209368893082,0.07832236029583992,0.05858376322785877,1.6725769070762246,1.1564286546312366,0.0,0.0,0.0,0.0,0.02508454028794076,0.0,0.01341023700066161,0.0,0.0,0.030610582875835065
s08T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8089468556039358,0.0,0.6329454635444727,0.7564861370379556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1326416633821768,0.0,0.0,0.0,0.9648042863546961,0.0,0.1237752387305368,0.0,0.005533839354292154,0.0,0.0,0.0,0.0,3.1141093613469475,0.0,2.56211137270326,0.0,5.6924020164377,0.0,12.135404666566151,0.003521858201700281,1.123364802817743,0.0
s09T1622,0.0,0.0,1.9615898129244542,0.0,0.039543347429593374,0.0,0.0,0.14870618608446184,0.3788406466617302,0.010991938009706865,0.0,2.4017182178050156,0.0,0.0,0.590713131735176,0.0,0.0,0.0,0.0,0.0,0.21110213427840263,0.003694238425072507,0.0,0.27604445933431837,0.0,0.0,0.12089136103824598,0.07081975787457567,0.0,0.1608173887867826,0.0,0.14608194059053636,0.018516896051556767,0.0,0.0,0.0,1.6695751741920954,0.0,1.9761200289918732,0.0,5.53627997764096,0.0,6.595901393615043,0.31831318072382014,0.27660731194491317,0.0
s10T1622,0.0,0.0,9.542719212497243,0.0,0.0,0.0,0.0,0.6544423158443119,6.080414356579982,0.0,0.0,5.182952112479379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3026124461602853,0.006837994079769692,0.0,1.5524895712651552,0.0,0.0,1.421153293846058,0.0,0.0,0.031758635642876926,0.0,0.2171978468994946,0.0,0.0,0.0,0.0,1.0651347548540322,0.0,0.4321547776626682,0.0,5.134783904085809,0.4777123604636671,2.7662222632242774,0.23207506789213492,2.4832825121333184,0.0
s11T1622,0.0,0.0,19.940237517649543,0.0,0.03174335993401346,0.0,0.0,1.3667975366880347,2.689469285271328,0.060559167967908854,0.0,15.505232916336668,0.0,0.0,1.4703778360892197,0.0,0.0,0.0,0.0,0.0,4.648076827115774,0.0,0.0,1.2588570764212699,1.5414059755396414,0.0,0.0,0.0,0.0,0.3520283867425337,0.0,0.5502005301662803,0.6336494661164908,0.0,0.0,0.0,0.7097100927973518,0.0,0.0,0.0,8.543971750411778,0.0,12.55673408718708,0.23199704675593705,0.053096656731680965,0.0
