,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
s02T1622,0.0,0.0,0.19229079915881125,0.0,0.0,0.7414427688652698,0.0,0.03725193110739997,0.0,2.1828962789904884,0.0,0.0,0.4903013088017488,0.0,0.0,3.5346459806495774,0.0,0.0,2.5501570095851176,0.0,0.07527777775400389,0.0,0.0,0.1547777184845802,0.0,0.0,0.0,0.04383709783899018,0.10917993631061992,0.02508591718101205,0.18074269574895177,0.0,0.6429139054299865,0.0,0.20109939473582733,2.491395363273488,0.0,0.0,0.0,1.1545066348932278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0787130146254841,0.0,0.333795138603768,0.0,0.0,0.0,0.0,0.0,0.0,0.02460055818592149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01537902195867683,0.0,0.0,0.0,0.0,0.0,0.0
s03T1622,0.6047638147811589,0.0,0.7901126517763701,0.0,0.0,0.6528604762341116,0.0,0.13405030781594438,0.0,3.4145944063522173,0.006864215928743359,0.0,1.2921713415185185,0.0,0.0,4.631085802706686,0.00731655309294452,0.0009031745635002617,4.434915140032482,0.0,0.3047414018136146,0.0,0.06451439401836563,0.7948234993418855,0.0,0.0,0.21362209469408933,0.13577276126493673,0.8167128041286342,0.3038793894449669,1.2477784404286427,0.0,1.701829741863822,0.0,0.4916141192063538,4.11789027588689,0.0,0.0,0.0,3.2581314764343112,0.0,0.0,0.0,0.0,0.0,0.08419602173586634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1746547239217211,0.0,0.7537805201053965,0.0,0.0,0.0,0.0,0.0,0.0,0.3342558846395524,0.0,0.0,0.0,0.0,0.0,0.03145275832761052,0.08407604778408692,0.0,0.0,0.0,0.0,0.018279336992275515,0.0,0.0,0.0,0.0,0.0,0.057308880383354396,0.0
s04T1622,0.25526615388347584,0.0,0.7705938486260331,0.0,0.0,1.9965932099780874,0.0,0.1405626711949827,0.0,2.9771096895546085,0.0,0.0,1.3237054159469823,0.0,0.0,6.678273254360531,0.0,0.3044156351308599,8.611435367278778,0.0,0.09469340097116803,0.0,0.1086452233157068,1.6091173005634545,0.0,0.01696445654306367,0.31930828893909813,0.04367847717393368,0.7394487235016521,0.12368646759691677,0.4339837158449426,0.0,2.4565035376442106,0.0,0.3281651062293065,5.073584857997923,0.0,0.0,0.0,1.5364978467663575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08692185583366939,0.0,0.0,0.01161725190123546,0.0,0.0,0.20804050785158285,0.0,0.5081291052681625,0.0,0.0,0.0,0.0,0.0,0.0,0.07197743338447657,0.0,0.0,0.0,0.10179003148009438,0.0,0.0,0.019800467195955827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002873120672999687,0.013687857475171341,0.0
s05T1622,3.0585348759088333,0.0,0.8964713181258969,0.0,0.0,1.7037770726638657,0.0,0.393506955950497,0.0,6.004327519007002,0.3428101581981626,0.0,1.9548518506494528,0.0,0.0,12.903381981391036,0.0,0.0,6.158085384177853,0.0,0.965131440205954,0.0,0.0,2.4909556754937974,0.0,0.016620242206640067,0.2463669466440125,0.2367806541317236,0.32547390928822434,0.5504108112886172,1.6114449294932343,0.0,3.002036985374762,0.0,1.3769899238851528,4.661140752633858,0.0,0.0,0.0,5.425878576402975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1815792356194658,0.0,0.0,0.009112048936139231,0.0,0.0,0.7408969606798285,0.0,1.2781790792884884,0.0,0.0,0.20399188314092292,0.0,0.0,0.0,0.3143785217128688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1653111583607878,0.02103078112621361,0.0,0.047397508031816055,0.0,0.0,0.0
s06T1622,0.0,0.0,2.432837471340358,0.0,0.0,1.0938445687502707,0.0,0.2301369820854777,0.1461351353110677,1.6637138719447722,0.24870459696464065,0.0,1.5717822578476914,0.0,0.0,3.927619884460281,0.008488125823267538,0.0,3.1250106905264534,0.0,1.002721621357341,0.0,0.05462902041198463,0.7380810802687021,0.0,0.03398251410201757,0.09893935054733421,0.12114200505682411,0.26684125181509033,0.7390450563867653,3.141621042992219,0.0,2.5902308318338254,0.0,0.8460333561192932,4.654393629581205,0.0,0.0,0.0,4.213839773355998,0.0,0.07599296573442867,0.0,0.0,0.0,0.07215054750004649,0.0,0.017465051710212686,0.0,0.0,0.0,0.0,0.0,0.30186389187259743,0.0,0.472605731885927,0.0,0.4079232907939904,0.025306917601676148,0.0,0.0,0.0,0.934998969602409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017728179577193852,0.1904492243641147,0.07040311375715338,0.0,0.20265756079146371,0.0,0.0,0.07419313813996521,0.0
s07T1622,0.0,0.0,0.5346694774402085,0.0,0.0,0.3776015065016476,0.0,0.10860771337973862,0.02216146710306172,0.3273040306816956,0.0030835773920798617,0.0,0.624887082345403,0.0,0.0,0.39208912468228324,0.008106407965569478,0.0,0.6302325863732492,0.0,0.037392615112218426,0.0,0.0,0.18067244123110113,0.0,0.015329690758933017,0.0,0.0,0.09673410341107254,0.5702431990927038,0.0,0.006458072781580848,1.7251379111575087,0.0,0.5263355475442008,2.329722367350656,0.0,0.03820342395173623,0.0,0.830823931515608,0.023505590606740786,0.0,0.0,0.0,0.0,0.09389024101527303,0.0,0.0,0.0,0.019281043572475516,0.012681453190494745,0.08966058623124928,0.0,0.02933959672040695,0.0,0.002142412877292853,0.02324728420686192,0.0,0.0,0.0,0.0,0.0,0.3805003882708617,0.0,0.0,0.0,0.0,0.018504773572523177,0.0,0.0,0.0,0.0,0.0,0.01300885866663284,0.0,0.0,0.009681181051014983,1.637471666152064,0.0,0.0,0.026183722011501508,0.044887240166011706
s08T1622,0.0,6.715529183054699,0.45545798012680877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278075215662207,0.0,0.019118996314890044,0.0,0.0,0.0,0.0,0.0,0.0,1.1323881241751304,0.0023452078578505174,4.170725878221949,0.0,5.521534855980126,0.0,0.0,0.259683163199259,0.0005743630031164432,0.0,0.0,0.0,3.769002323428155,0.0,0.0,0.014650577027579739,0.0,0.0,0.0,0.0,0.0,0.841914450202516,0.28890848310570866,0.0,0.0,1.949374171316193,0.0,0.06754544450015669,0.0,0.0,0.18228566742360966,0.0,6.968927225471956,0.0,0.0,1.9759384341208976,0.0,0.0,0.02626274015548107,0.0,0.0,0.0,0.0,0.0
s09T1622,0.0,10.61183402553548,0.359920148767565,0.0,0.0,0.0,0.0,0.0,0.0,0.011962342478951128,0.0,0.0,0.010140109038918778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10944585376046678,0.0,0.0,0.7362740889757908,0.0955572539245162,0.0,0.0,0.0,0.0,0.6249110549398332,0.0,0.16326126976330446,0.0,0.0,0.0,0.0,0.05495033618094878,0.009831447864415147,0.6374772760544426,0.0,4.266336008275937,0.0,0.017631047748550007,0.0,0.012471674603144606,0.695674092471368,0.0,0.15821893156758446,0.0,0.0,3.508983365182856,0.006177508117535825,0.0,0.1259175479808141,0.0,0.0,0.0,0.3590326114314415,0.0,0.3027008778008848,0.05767912577121548,0.0,0.0,0.9429057877202139,0.0,0.0,0.021201507599551802,2.4802639783487277,0.14145908950509553,0.0,2.348288853822843,0.0,1.4047084213259886,0.09381745466418853,0.0,0.0,0.2656371128791877,0.0,0.505603328522766,0.0,0.0,0.0
s10T1622,0.0,20.188972503837824,0.6688450606278125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04633731784767766,0.0,0.0,0.0,0.0,0.0,0.0,0.00148413823894701,0.49496528422140607,0.0,0.0,3.6762281829845374,2.255390233778703,0.0,0.0,0.2956331944678172,0.0,0.6178484199994991,0.0,0.22649751308475335,0.0,0.0,0.0,0.0,1.704131128941879,0.0,0.25526198679602424,0.0,3.9058075785196933,0.0,0.0,0.0,0.023842662701404883,0.5224223235945119,0.018732189192223348,0.8209232527913375,0.0,0.0,0.9337518794191922,0.0,0.0,0.9093577508714649,0.0,0.0,0.0,2.84345211310746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14385368419136435,0.1442968274879572,1.9702267038035588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5279977433214327,0.0,7.207110014090193,0.0,0.0,0.0
s11T1622,0.0,50.564545737473715,1.6191321680743331,0.0,0.0,0.0,0.0,1.2092733656726278,0.0,0.06749494442181982,0.00107056314271457,2.2061029609331677,0.028046400784457037,0.08303333413036391,0.0,0.0,0.0,0.0,0.0,0.0,3.102995464785902,0.0,0.0,6.915175403759259,0.0,0.0,0.0,0.020373622184921707,0.0,1.6812350210502272,0.0,0.627432156212288,0.14144980573330124,0.0,0.0,0.0,0.06264580829830854,0.0,0.025208804820308354,0.0,5.545179189747062,0.0,0.0,0.09115119747401808,0.03615189760890973,0.38229230445834606,0.08600052939255096,1.9291781357513256,0.0,0.0,0.21472306474103467,0.0,0.0025035380021639045,0.04895281680010685,0.10498363408253984,0.0,0.0,2.0523959974967174,0.029794739797282508,0.20193186102434427,0.0,0.0,0.03229180776972202,1.9412033156347053,0.0,0.0,0.2030915401833069,3.5379871491990005,0.0,0.0,1.7438934220313551,0.0,4.200103873840843,0.0,0.3777777015222296,0.16930688694079093,2.1588148066168644,0.0,3.1367663538737376,0.0,0.0,0.0
