,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
s02T1622,0.0,0.0,0.0,0.0,0.0,0.21910872969069467,0.0,0.0,0.0,2.444167538972326,0.0,0.0,0.272747978698721,0.0,0.0,3.101329484351073,0.0,0.0,3.572649064654517,0.0,0.0972117357474424,0.0,0.0,1.3737072412596645,0.0,0.0,0.16258991348960422,0.0,0.030549259307390903,0.029244511654020967,0.0,0.0,0.0,0.0,0.24684102601976327,0.6408641633809359,0.0026223762341622578,0.0,0.0,1.3665595845545595,0.0,0.0,0.005532710051395552,0.0,0.0,0.0,0.0,0.011005426546512608,0.0,0.0031968275787139515,0.0,0.0,0.0,0.04361039068725656,0.08898970857372082,0.5725763041805414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060743053330454565,0.0,0.0,0.0,0.0,0.0,0.024344473984893197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05313695323669258,0.0,0.0,0.4989351516291203,0.0,0.0,0.0,0.0,0.0,0.0,0.7015528800608877,3.548271378386186,0.03475617758998674,0.0,0.05229978594241613,0.0
s03T1622,0.2667004280361845,0.0,0.0,0.0,0.0,0.4586440447681915,0.0,0.0,0.017060809379364737,3.7811561830295832,0.0,0.0,0.6005327013874611,0.0,0.0,4.015072996779479,0.0,0.02182598792528266,6.452100399997124,0.0,0.37488607970458593,0.0,0.031901922054553916,3.4125417381729504,0.0,0.0,0.5569015095516594,0.0,0.793632558487496,0.32374860389635607,0.0,0.0,0.0,0.0,0.6930082536334081,0.0,0.0,0.0,0.0,2.109994290312108,0.0,0.0,0.0,0.0,0.0,0.06618188626947923,0.0,0.0,0.0,0.07497180244694274,0.0,0.0,0.0,0.10331942817680945,0.39027413907440883,2.049623791646211,0.06872960543207829,0.0,0.0,0.0,0.0,0.0,0.2743642069225895,0.0,0.0,0.0,0.0,0.0025369982610822547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05130712008977721,0.17657507528302335,0.0,0.16107011298982754,0.044324654508500975,0.0,0.677256664976842,0.0,0.9732469299022946,0.0,0.0,0.0,0.0,0.5748041648067428,8.933435666131379,0.4521354049065383,0.0,0.39151266838425786,0.0
s04T1622,0.0,0.0,0.0,0.0,0.0,0.3119275371276486,0.0,0.0,0.0,3.5103508038453732,0.0,0.0,0.663710740155913,0.0,0.0,5.661827780340143,0.0,0.03068587538969056,10.165971630621494,0.0,0.20126306380584755,0.0,0.08577748481975424,4.808836473567902,0.0,0.014743396700441861,0.7022217540335755,0.0,0.5625643729786414,0.11768142191387351,0.001961840517106662,0.0,0.0,0.0,0.6689043785659142,0.2791524824168034,0.0,0.0,0.0,2.1739058114577303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08233018940243515,0.0,0.1119015919380786,0.0333951901690142,0.0,0.0,0.11938296065895233,0.40185330687177023,0.5053950166798923,0.20279217168424135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012405158662149014,0.47998797191816045,0.0,0.03850987711235445,0.024980017586292893,0.0,1.6623563905960794,0.0,0.0,0.0,0.0,0.0,0.0,1.84625512897876,8.720463592292463,1.1406725571935064,0.0,0.13343445743254623,0.0
s05T1622,1.3875863533591826,0.0,0.0,0.0,0.0,0.8078209419169455,0.0,0.0,0.0,6.638856986195367,0.2729997288954431,0.0,0.8656518170064431,0.0,0.0,11.565222864683525,0.0,0.17222817301760246,10.430016393949991,0.0,1.0966046470484359,0.0,0.0,5.964895192547603,0.0,0.014569683776780444,1.0266219899688651,0.0,0.056807883127058624,0.5406615087158212,0.0,0.0,0.06116277450322733,0.0,1.6551665985695723,0.0,0.0,0.0,0.0,1.990228903216128,0.0,0.0,0.0,0.0,0.002998793916507005,0.0,0.0,0.1690631023455617,0.0,0.35899347482771643,0.02079857845944095,0.0,0.0,0.4750483349072645,0.4779248349997867,4.090045349387208,0.0,0.0,0.0,0.0,0.0,0.0,0.2560288335859694,0.0,0.0,0.0,0.0,0.0,0.0,0.24079229573815,0.0,0.0,0.0,0.0,0.0,0.25664481432953556,0.0,2.290623645744997,0.008468535664388118,0.0,0.0,0.32643260839120647,0.0,0.2849911030463587,0.007858279835820768,0.0,1.192518957825526,0.0,0.0,0.0,0.0,0.0,0.0,1.6681967260788162,14.501420678928783,1.962909155486393,0.0,0.5092702657212348,0.0
s06T1622,0.0,0.0,0.0,0.0,0.0,0.2966819845002835,0.0,0.0,0.22437920996696806,1.9510878546949741,0.2778181177434278,0.0,0.893580216713851,0.0,0.0,3.3907210817084095,0.0,0.3180611901884503,4.683407369977084,0.0,1.1145115089776352,0.0,0.04712211870228163,4.836746436183175,0.03802660124905939,0.0227444356744227,0.3513627536672282,0.0,0.24013749725060918,0.7880157784351594,0.0,0.0,0.0,0.0,0.8131114048302378,0.07664506189479528,0.0,0.0,0.0,2.494593511396643,0.0,0.0,0.0003898606317483557,0.0,0.0015271930564725734,0.04220937985163185,0.2839955165407145,0.05876751013807784,0.0,0.1084510275830334,0.021321416222877965,0.0,0.0,0.19100685562936892,1.141084186785564,2.8161807242724426,0.0,0.6417295624357436,0.0,0.0,0.0,0.0,0.8812676357675623,0.0,0.0,0.0,0.0,0.0091238306615909,0.0,0.0,0.0,0.0,0.0,0.0021441974372359844,0.1051291484552664,0.1356029536328971,0.0,0.3670974647332893,0.0011941283657285245,0.0,0.05544612242918932,0.0,0.0,0.10613817745741816,0.4431060887877182,0.0,0.4619997155213095,0.0,0.0,0.0,0.0,0.0,0.0,1.0491793431590835,11.380067390270229,0.370285146503001,0.0,0.9394742914376915,0.0
s07T1622,0.0,0.0,0.0,0.0,0.0,0.010339654694812137,0.0,0.0,0.038826392199361154,0.4283205662121704,0.04695206220522981,0.01487157190522393,0.6549218674138872,0.0860437537769677,0.0,0.33029352751358665,0.0,0.0,0.7790060532008068,0.0,0.12407654126024971,0.0,0.0,2.968490118387031,0.02634576961843455,0.01484478239789363,0.0,0.022211115037172692,0.09602294635700716,0.45339963026966423,0.0,0.006846706890559075,0.0,0.0,0.13842148034886204,0.7767394372539745,0.0,0.0,0.0,1.0480998693816441,0.016098136672878245,0.0,0.0,0.0,0.001569021072630911,0.04070448470138716,0.0,0.011209012469286123,0.003524792790531138,0.009985086894742265,0.02411887391222302,0.0,0.0,0.02307441112300444,0.24864079127853422,0.43122844006472616,0.0,0.19861798273559916,0.0,0.0,0.0,0.0,0.33686678926072433,0.0,0.0,0.0,0.08835316898927631,0.005496453997625533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04656604520040271,0.0,0.0,0.0,0.0,0.02602040318871399,0.026997025711241327,0.009057347976050265,0.0,0.19719357860723757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029866518880378348,0.33302141378677386,4.864370757908376,0.0,0.012460565484990593,0.0,0.0
s08T1622,0.0,5.036577914440473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.372128878167351,0.0,0.0,0.0,0.0,0.10695700720005626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10662134449873976,0.0,0.03305089446209756,0.0,0.0,0.0,0.06405605137180144,0.0,0.0,1.1679095693602963,0.0,3.078625644066504,0.0,0.0,0.0,0.0,0.04704595201937401,0.0,0.0,0.0,0.0,3.3529727141249848,0.0,0.0,0.003258950326193616,0.17663593797511115,0.0,0.0,0.0,0.0,1.3766645535189044,0.25294918669364663,0.0,0.0,1.2488286538786688,0.0,0.0,0.0,0.0,0.06571253780334155,0.1904916175819896,2.7108368007915784,0.0,0.9203753781748653,1.8405351034821973,0.0,0.0,0.22614629099894742,0.0,0.0,0.0,0.0,0.0,0.1877631533321089,0.0,0.020380507087777833,0.0,0.0,0.0,0.0,0.0,0.0,8.563299342074963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s09T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.250713866974171,0.0,0.0,0.0,0.0,0.11299004139257479,0.0,0.0,0.0,0.1167282487822278,0.0,0.0,0.0,0.10861029270388765,0.0,0.0,0.0,0.0,0.5302698942740871,0.0,0.15380032810428265,0.11878763350725847,0.0,0.0006281415708142736,0.0,0.12067311523073228,0.0011134622184716583,0.6266856213413556,0.0,3.1588595609674073,0.0,0.024349053219994813,0.0,0.0047137364114836,0.12806550524522903,0.0,0.1121247125219028,0.0,0.10627938233914325,3.684179873199208,0.008945934466657925,0.0,0.0677059555152509,0.12277766720452378,0.0,0.0,0.27419287825629846,0.0,0.5248501012352396,0.09315706283095793,0.0,0.0,0.6597505518303566,0.0,0.0,0.0,0.0,0.21999902424249673,0.20227003016957584,0.27438849944605115,0.0,1.527399235342612,0.15112728651314303,0.0,0.0,0.9267001932822609,0.0,0.5361360755027174,0.0,0.0,0.03412676479522451,0.5268234125776564,0.0,0.08014585885015468,0.0,0.0,0.0,0.0,0.0,0.0,3.114129372514814,2.3162932931616504,0.0,0.0457828484618046,0.6989729325837366,0.0,0.0,0.0
s10T1622,0.0,1.3078348034161373,0.5954749001862699,0.0,0.0,0.00244640912164816,0.0,0.0,0.0,0.0,0.0,9.591918757971479,0.0,0.0,0.0,0.0,0.0,0.26061876724388094,0.0,0.003820064440298628,0.4864777034176124,0.0,0.0,0.0,2.425666419941639,0.0,0.0,0.0,0.0,0.6694323940878569,0.0,0.23603932779613657,0.6253502275095297,0.0,0.04843211315961622,0.033108997357546056,1.9835499433439356,0.0,0.22781261825926286,0.0,2.8439885701555796,0.0,0.0,0.0,0.009996432475856805,0.11335566543174323,0.0,0.7137445963534493,0.0,0.03568431164165572,0.9904793817345785,0.04579365882887376,0.0,0.5911871890572826,0.22489090291264446,0.0,0.0,2.540115928815938,0.0,0.24976044103364362,0.0,0.0,0.0,0.0,0.0,0.0,0.22799357641061985,0.0,0.22306087760356846,0.0,0.0,0.0,1.7509481683749404,0.11941476916719769,0.0,0.0,0.8699867300681162,0.0,7.348794869912971,0.004722629130797193,0.0,0.15061770458942292,0.5339656971392137,0.38320650226065256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4844578313415444,0.0,0.37142382821341463,3.5839999040102275,0.0,0.0,0.0
s11T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0443286894987965,0.09363996969583922,21.815850199591832,0.0,0.0,0.0,0.0,0.31288148067621746,0.0,0.0,0.0,3.0472088628241605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.610672961802669,0.0,0.6490343679652382,1.3010489094727908,0.0,0.0,0.0,0.0,0.036183748256176436,0.0,0.0,3.922034549307324,0.026327614619164556,0.0,0.0,0.010631717078662296,0.3454831689407461,0.0,1.5640706546588532,0.0,1.5506891733696513,0.37987552296637817,0.005250477648508628,0.0,0.0,0.6460657836979193,0.0,0.0,1.7102001096366206,0.0,1.035111723399917,0.0,0.0,0.02662886725017555,1.1036351352659075,0.0,0.0,1.6420931511618853,0.0,0.0,0.0,0.0,0.0,1.3063363733957958,0.0,0.25564081042592013,0.220395266954342,1.859338712380064,0.5423027338326148,3.0646606924016244,0.026117128161787923,0.0,0.018265110469650802,1.9797324079928744,0.13349205623928845,0.0,0.0,0.0,0.0,0.21836904932979082,0.414938489515089,0.0,2.2475619351183496,7.711769095963821,0.0,0.21208690951942086,6.297784657127085,5.097640237385429,0.0,0.0
