,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
s02T1622,0.0,0.0,1.8732236261038204,0.0,0.0,0.191491693675524,0.0,0.0,0.0,1.9878388010759656,0.0,0.005402948179635877,0.6297949100861083,0.0,0.0,2.569222504168188,0.0,0.3762750967313409,2.819169204669628,0.0,0.0936535724229981,0.0,0.0,0.40651607603652157,0.0,0.0,0.007267804185001513,0.0,0.0,0.11780237465828085,0.0,0.0,0.0,0.0,0.0,1.452895423338978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24646596178817895,0.0,0.0,0.022438720281195382,0.0,0.0,0.0,0.034612296505297735,0.9380227697207966,0.004689147698869521,0.0,0.0,0.014477207972244931,0.0,0.0,0.0,0.0,0.0
s03T1622,0.0,0.0,0.9103975366174564,0.0,0.0,0.41168619815187896,0.0,0.0,0.0,3.018162709021461,0.017258418423636717,0.0,1.4617822853116658,0.063124369077581,0.0,3.387893825296681,0.0,1.7746035975173455,4.794149997804741,0.0,0.3578195704284897,0.0,0.0727656088329208,1.425648239704897,0.0,0.0,0.24504466470268707,0.0,0.0,0.41790369471620675,0.0,0.0,0.0,0.0,0.18429346030939392,2.758322903865203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017689220002271293,1.797438950155356,0.0,0.0,0.11184516549256437,0.0,0.0,0.0,0.1522895285288495,2.778498040484165,0.00749398261315442,0.0,0.0,0.05079180874289631,0.0,0.0,0.0,0.31603548586650854,0.0
s04T1622,0.0,0.0,4.832056637685879,0.0,0.0,0.26613958640839297,0.0,0.01394608339627918,0.0,2.8514685069357317,0.0,0.0048625386443415216,1.5917080783870061,0.0,0.0,4.829324867365959,0.0,0.0,9.009619538354166,0.0,0.13360084031951108,0.0,0.24293996054753517,2.442228534636968,0.0,0.0,0.46740476185869967,0.0,0.0,0.31448557671914157,0.0,0.0,0.0,0.0,0.0,2.774354329068893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002332743391343645,0.6329864468853382,0.0,0.0,0.13857399226376702,0.0,0.0,0.0,0.06884536179634511,4.001005012751457,0.0,0.0,0.0,0.0280421092500175,0.0,0.0,0.0,0.02739014651952729,0.0
s05T1622,0.0,0.0,3.6487991620012545,0.0,0.0,0.7240863546795118,0.0,0.0803548631468078,0.0,5.461650987927335,0.29116088649099175,0.0,2.438478412400059,0.0,0.0,9.481020031572179,0.0,3.1176589629772002,7.4182754036991305,0.0,1.136026476038577,0.0,0.0,3.52671774045213,0.0,0.0,0.0,0.0,0.0,0.6163458443123668,0.0,0.0,0.0,0.0,0.7352464960412621,4.023179864881406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.050774995066231,0.0,0.0,0.3270697945893333,0.0,0.0,0.0,0.8856407359213757,4.837877403201612,0.006369156615498204,0.18005080382231017,0.0,0.04753901623999482,0.0,0.0,0.0,0.2790135658212849,0.0
s06T1622,0.0,0.0,1.4870417091259263,0.0,0.0,0.2098090058897618,0.0,0.0,0.0,1.6330524881829604,0.23017383961686125,0.0,1.7375566650517176,0.8303610658619581,0.0,2.8132778211195615,0.0,2.3240030091326838,3.351011792366681,0.0,1.1439281557111927,0.0,0.07617513961602608,1.6327938218779259,0.0,0.0009662031105132798,0.10593417681938705,0.0,0.0,0.7699411424316287,0.0,0.0,0.05726237237727716,0.0,0.5905096358403709,3.463180590865619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031962558540424373,4.165332379645314,0.0,0.0,0.17148250214457836,0.0,0.0,0.0,0.2611940241832373,4.181071697260939,0.0,0.19390644680104507,0.3947085195644168,0.13474116982453688,0.0,0.0,0.0,1.035766400417645,0.0
s07T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3887028238058897,0.027021424118262232,0.02583332944250785,0.6876560390773242,0.0,0.0,0.24858861393953577,0.0013780807640066356,0.0,0.5593783960485114,0.0,0.03278388505114212,0.0,0.10228360603284961,0.7674337489464851,0.0,0.016370229694192825,0.011981737632326961,0.0,0.0,0.493241464456475,0.0,0.005102723198458926,0.018871616191740208,0.0,0.4965172033930701,1.5457543763504056,0.0,0.0,0.0,0.0,0.01842896489603596,0.0,0.0,0.0,0.0,0.005166058245705243,0.0,0.0,0.0,0.06888155791292513,0.0,0.0,0.0,0.0,2.7292819858498483,0.0,0.21671899131296934,0.0,0.02149937552029946,0.0,0.0,0.0,0.47658399750261593,0.0
s08T1622,0.0,0.993706818827185,0.0,0.033421200838525345,0.0,0.0,0.0,0.0016504972018248135,0.0,0.0,0.0,0.0,0.0,0.24316171015652538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7608601188186936,0.0,0.021618650859202077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7598147595724047,0.0,4.822349306573677,0.0,6.9738933113045904,0.08520234197277109,0.0,0.0,0.0,0.0,0.0,0.0,3.4415057464383403,0.0,0.008940358729990761,0.2894731147625623,0.0,0.0,0.0,0.0,0.0,2.053233592549555,0.30349116130171305,0.0,0.0,2.579172419209658
s09T1622,0.0,0.06772227982049388,0.0,0.3302168971815594,0.01728371236387354,0.0,0.0,0.14222859775911112,0.4760448364616162,0.012931049930899918,0.0,0.0,0.0025886884910186563,0.20646077199574103,0.0,0.0,0.0,0.0,0.0,0.0,0.1488356776418839,0.0,0.0,0.647415837984634,0.1573762445285996,0.0,0.0,3.3465191788809747,0.0,0.38614103243224496,0.0,0.1621918085990697,0.0,0.0,0.0006263951950505854,0.0,0.0,0.0,0.9015319226171958,0.0,4.685551493810437,0.0,0.22880539607209094,0.29816557342019123,0.0,0.0,0.0,0.9058580912781361,0.0,0.0,3.548241245278686,0.0,0.003304533084754749,0.17185184987826208,0.0,0.0,0.41278056793946,0.3145146935045632,0.0,0.5884272697796439,0.04274488815935324,0.0,0.0,1.4104965625615975
s10T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0018047264578482916,0.7030871033720169,6.9058672408601325,0.0,0.0,0.0,0.006214679331580664,0.33175827816818254,0.0,0.0,0.0,0.0,0.0,0.0,0.5485764117002535,0.0,0.0,3.397420032174241,2.4320615216666583,0.0,0.0,5.598709096355976,0.10616127968318814,0.1261504827660079,0.0,0.22256635096830368,0.0,0.0,0.0,0.0,1.6409766680473457,0.0,0.3039926467684957,0.0,4.172854992486456,0.0,0.0,0.21438488831759916,0.0,0.0,0.0,0.33374764046014804,0.0,0.0,1.0710451499947844,0.0,0.0,1.237458401455611,0.0,0.3661762728152528,0.41488950190925894,3.3437735398336454,0.0,0.0,0.0,0.0,0.0,0.0
s11T1622,0.0,0.0,0.0,0.7440122552606945,0.04753045103736926,0.0,0.0,1.7095440785143428,3.2375901349315983,0.07870160361317063,0.0,2.896427605045622,0.0,1.012651669906768,0.0,0.0,0.0,0.0,0.0,0.0,3.6420204183193308,0.0,0.0,6.596065839080141,0.0,0.0,0.0,13.801221591206868,0.28242547111988214,1.0189590903434023,0.0,0.6417551173140225,0.0,0.0,0.0,0.0,0.06942593784566381,0.002049286364820592,0.04170967392833999,0.0,5.813359950510064,0.0,0.0,0.08487380955728971,0.0,0.0,0.0,1.1927329736036767,0.0,0.9318794918325438,0.31992588226802304,0.0,0.0,0.0046788435182931,0.0,0.0,3.684986441662387,2.133897194020932,0.129000020048048,0.038915113035854876,0.0,0.031054896687760385,0.0,2.7235092207201843
s12T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4141840237456693,2.082568548391028,0.10938513386144534,0.07104545898868458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2861999393770964,0.013632960739824004,0.0,7.439799706569646,0.0,0.0,0.0,1.8152455044218068,0.11810095544820216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08863109479003355,0.0,0.08500423712119248,0.0,0.28979594060799735,0.0,0.0,0.18170650950858913,0.0,0.0,0.0,0.0,0.0,1.0511065723369082,0.024744673360612535,0.0,0.0,0.3243312807871424,0.0,0.05308791758517103,3.459187047519436,1.1549873814904617,0.0,0.0,0.0,0.0,0.0,0.0
s13T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0073955942355690175,1.4066725037188772,3.648833474620375,0.0025684828089520646,0.06809762043524577,0.0,0.0,0.0318720035002132,0.0,0.0,0.0,0.0,0.0,0.0,1.0475005036355638,0.009019594510468744,0.0,6.7630045296622425,1.5227634679317266,0.0,0.0,1.453930379299322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44999154440559075,0.0,0.14671705847758135,0.0,0.26189376410264426,0.0,0.0,0.11180633418502757,0.0,0.0,0.0,0.0,0.0,0.4444242865415727,0.43794160476286476,0.0,0.0,0.9883157706062105,0.0,1.143977188436251,1.7060735704006302,8.739851192927507,0.0,0.0,0.0,0.0,0.0,0.0
s14T1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4930366676448585,2.5384689033778525,0.7052907843261391,0.5384151776210675,0.0,0.07103351514681033,0.06748355490044669,0.0,0.0,0.0,0.0,0.338509442555729,0.0,2.957196349931115,0.0,0.0,10.542501298481342,2.2813030085097212,0.0,0.0,0.45730192624709787,0.42971482087425317,0.0,0.0,0.0,0.17352393764573593,0.0,0.0,0.0,0.8063355093244987,0.0,0.0,0.0,0.013678959910771553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4377428851221874,0.183863420360143,0.0,0.0,2.384399958323464,0.0,2.1582962079730206,3.8369596732171223,10.682305682120912,0.01003953998001342,0.0,0.0,0.0,0.0,4.777887520677468
s15T1622,0.2222593223735853,0.044415076093786816,1.0911510712834123,0.0,0.0,0.023991692281685816,0.0,0.8153155819832891,0.572203813935815,1.907009533971302,0.682427689484266,0.12856154707421485,0.5200963055800116,0.17943358873286536,0.0,0.9769609020058069,0.0,0.0,1.8265224456662992,0.0,2.070772502229171,0.0,0.0,6.4046941218649565,0.6516689426007333,0.006294450036757585,0.3701966462569214,0.0,0.0,0.29986069855720926,0.0,0.0,0.17031188330785807,0.0,1.227407126561456,1.3849990436721835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5896322848322213,0.18913350386807606,0.0,0.0,2.2171301604078524,2.4041325398512936,0.9810838246848081,0.9546046091402624,7.458657262379139,0.0,0.0,0.0,0.0,0.39373359318240536,0.0
