,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
s02T1622,0.0,0.0,3.0508053867524803,0.0,0.0,0.0,0.0,0.0,0.0,2.1768053359092363,0.0,0.0,0.45603047942923947,0.0,0.0,3.612498812253851,0.0,0.0,3.078900930488651,0.0,0.0939266108661339,0.0,0.0,0.1898652418456799,0.0,0.0033625796223946784,0.018299259273464825,0.06116757165793001,0.0,0.0,0.16842602637365153,0.0,0.0,0.0,0.2363022200954657,0.0,0.0,0.0,0.0,3.0531278926828738,0.0,0.0,0.0,0.0,0.0,0.0,0.05760863056104742,0.0,0.0,0.041265939667228135,0.0,0.6980404033080999,0.0,0.06331720943722825,0.0,0.32631834377787333,0.0,0.0,0.0,0.0,0.0,0.0,0.04141603148159222,0.0,0.0,0.0,1.3966265786656296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04411791676794749,0.0,0.0,0.0,0.0
s03T1622,0.0,0.0,2.213010846325308,0.0,0.0,0.08184639706252787,0.0,0.0,0.0,3.2787228631259935,0.0,0.0,1.1686121473249291,0.03965208206961205,0.0,4.7126898370929515,0.0,0.0,4.971611302200509,0.0,0.3506483720050759,0.0,0.06457506487446787,0.8508095485720903,0.0,0.005189259123533863,0.15821331943831338,0.14354277577292301,0.0,0.07385308770529127,1.2223456207143104,0.0,0.03910898208994173,0.0,0.6213250796712291,0.0,0.0,0.0,0.0,6.14652868308215,0.0,0.0,0.0,0.0,0.0,0.00673315360472568,0.440166579844771,0.0,0.0,0.18463429869895812,0.0,1.6005776125738276,0.0,0.14555674554842757,0.0,0.7198742356911875,0.0,0.0,0.0,0.0,0.0,0.0,0.30790678726493215,0.0,0.0,1.452741880706055,3.6857987565826695,0.31029588974431677,0.0,0.026401233728973017,0.0,0.0,0.0,0.0,0.027631652220302616,0.0,0.0,0.0,0.0,0.0
s04T1622,0.0,0.0,7.975849530262915,0.0,0.0,0.11343359683848177,0.0,0.0,0.0,2.672092930648493,0.0,0.0,1.2055011463589382,0.0,0.0,6.916597237228555,0.0,0.0,9.41313821554661,0.0,0.14743932545710267,0.0,0.1596399024499774,1.724365740163814,0.0,0.032688828131476916,0.8041584680518657,0.03814564790292134,0.2093436184630243,0.0,0.41863497103903463,0.0,0.0,0.0,0.519419069708484,0.0,0.0,0.0,0.0,5.157673311441411,0.0,0.0,0.0,0.0,0.0,0.0,0.4016861326321349,0.016292599075931453,0.0,0.2727459091819779,0.0,1.7724169663388722,0.0,0.15725411485891289,0.0,0.5103533280799902,0.0,0.0,0.0,0.0,0.0,0.0,0.13549079851831794,0.0,0.0,0.0,5.310998828827847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012579319531597612,0.0,0.0,0.0,0.0,0.0
s05T1622,0.0,0.0,7.26002918262202,0.0,0.0,0.0,0.0,0.0,0.0,5.934478035421338,0.269869802506777,0.0,1.765892735644921,0.0,0.0,13.21096174304489,0.0,0.0,8.399135581145956,0.0,1.0499619776948361,0.0,0.0,2.615361969658775,0.0,0.02644930905820828,0.0,0.22529033086635133,0.0,0.08688922700040455,1.5555991019141653,0.0,0.0,0.0,1.6166614659030731,0.0,0.0,0.0,0.0,7.907231868642448,0.0,0.0,0.0,0.0,0.0,0.0,0.1422325510693928,0.08810931707382594,0.0,0.5248242758231434,0.0,2.3082257295020296,0.0,0.6499276588991902,0.0,1.2515235766286965,0.0,0.0,0.17711736304569517,0.0,0.0,0.0,0.3260074912080353,0.0,0.0,3.769847451323728,6.420019804436967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2511824157913761,0.1388333654723595,0.0,0.0,0.0
s06T1622,0.0,0.0,4.0433063673649166,0.0,0.0,0.0,0.0,0.0,0.19136890571079138,1.3700987135627118,0.20549597528305538,0.0,1.447718179791612,0.8197258207952145,0.0,3.9587967909078516,0.0,0.0,3.4674682283144476,0.0,1.0757312691745826,0.0,0.032359277543945894,0.8406393267465783,0.0,0.04614381156664769,0.0,0.11940478345719918,0.0,0.2917491343276895,3.130155485881403,0.0,0.11136265538756605,0.02398275381067151,0.8028728486801855,0.0,0.0,0.0,0.0,7.009494448597035,0.0,0.0,0.0,0.0,0.0,0.0,0.1187800759732421,0.0,0.0,0.2534428406256589,0.0,2.0935515427383815,0.0,0.25896704478757654,0.0,0.41803274843879096,0.0,0.0,0.0007746070623082622,0.0,0.0,0.0,0.7970156764497652,0.0,0.0,2.777560137538958,5.5472978989751764,0.13609968531714237,0.0,0.0,0.0,0.0,0.0,0.006498933444694287,0.16964786649701155,0.1338448710794064,0.008058096578067378,0.0,0.0,0.0
s07T1622,0.0,0.0,1.2478052013868945,0.0,0.0,0.0,0.0,0.0,0.021159884603571242,0.08191446308146746,0.01169670632061168,0.012291444193871546,0.6546088303723946,0.0,0.0,0.42621598654728476,0.0013696857792520989,0.09227454217079135,0.3897041306159458,0.0,0.08133422930329995,0.0,0.026137453459938363,0.25875117982237716,0.0,0.031240652905090482,0.0,0.013132041151542397,0.0,0.20943099288514655,0.0,0.006749871796454135,0.09626615930388607,0.005225056752488902,0.1357255266897093,0.0,0.0,0.0,0.0,2.349595921808896,0.019324921922434492,0.0,0.0,0.0,0.0,0.0,0.05255134537250663,0.0,0.0,0.1095112817543493,0.0070266577335762834,1.4620663842650925,0.0008769714700679874,0.01793453008914297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3023584057069758,0.0,0.0,0.0,3.6568095011876407,0.1139371847403625,0.0,0.11147867161977161,0.0,0.0,0.0,0.009993073397553787,0.017821755620267263,0.041013177955834174,0.013326647105714526,0.0,0.0,0.0
s08T1622,0.0,22.051468714945113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.945118730948065e-06,0.0,0.0,0.0,0.24066366531279873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24003203913979548,0.0,0.021719829087395313,0.01646033035372258,0.0,0.0,0.0,0.0,0.0,1.0746966574737713,0.011581841155229868,3.9874845253263755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6126533391421067,0.00713553874310168,0.0,0.006238927717378646,0.0,0.0,0.0,0.0,0.0,0.8550403739401614,0.24602265826120664,0.0074938384371751555,0.0,2.2057390737965616,0.0,0.0,0.0,0.9301109063331157,0.0,0.0,2.491157292080835,0.0,11.349693899964429,2.019391301282576,0.0,0.0,0.014421105459684547,0.0,0.0,0.0
s09T1622,0.0,7.569214569375197,0.0,0.4230221230927971,0.0,0.0,0.0,0.0,0.0,0.011986466169421213,0.0,0.0,0.005994239166159882,0.21274655423728273,0.0,0.0,0.0,0.0,0.0,0.0,0.11561624681279761,0.0,0.0,0.7067972704284936,0.1176358113530572,0.0,0.0,0.0,0.04395146911485195,0.47837072195713976,0.0,0.1606266897257673,0.028095370420312772,0.0,0.0016193509218912236,0.0,0.057445610862576185,0.0,0.605521864638676,0.0,4.084655319326146,0.0,1.6504434118306244,0.0,0.003127955099735281,0.0,0.0,0.16490406093435994,0.0,0.06885153294807127,3.3747500725070436,0.001671351564334964,0.0,0.11490445002373702,0.0,0.0,0.0,0.3570665359922832,0.0,0.30110487992479285,0.057856012343424607,0.0008139905067959619,0.0,1.06504908732559,0.0,0.0,0.0,2.246332582480697,0.17880311046774316,0.0,0.008853544650113464,0.0,18.353900921135,0.09096548578804908,0.0,0.0,0.2203131064766577,0.0,0.47027361770548864,0.0
s10T1622,0.03852392328883371,0.18951353507761787,0.0,0.14256088204379158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37902018915427765,0.0,0.0,0.0,0.0,0.0,0.0017442631093007536,0.4772180479855498,0.0,0.0,3.563954119526851,2.4003671518954213,0.0,0.0,0.32458179465682335,0.1357503890894399,0.4457043438547874,0.0,0.22031780262972378,0.0,0.0,0.05177965147367968,0.0,1.7338321334359574,0.0,0.2430388747917329,0.0,3.7442612728711486,0.0,1.067960850243462,0.0,0.014526606590571057,0.0,0.0,0.883819382172162,0.0,0.0,0.8948571028030778,0.0,0.0,0.8681924730315284,0.0,0.0,0.0,3.168881699583443,0.0,0.0,0.0,0.014553321420439058,0.0,0.0,0.0,0.0,0.0,1.926486066845518,0.0,0.0,0.0,0.0,35.15388225196271,0.0,0.0,0.0,0.4850988155279594,0.0,7.073975157052435,0.0
s11T1622,0.06624142083545076,6.184866629201235,0.0,1.2371409231727044,0.0,0.0,0.0,0.0,0.0,0.08063477984616688,0.0,2.0684638212895674,0.0,1.0632970873426795,0.0,0.0,0.0,0.0,0.004748986653716994,0.0,3.1826850221356477,0.0,0.0,6.666353962396538,0.0,0.0,0.0,0.03143899984554398,0.19086860319354576,1.269003015548183,0.0,0.618998223992203,0.6812354782103226,0.0,0.0,0.0,0.0706481169325311,0.01388326190193521,0.02616451585679927,0.0,5.316521436947341,0.0,1.9637515417253848,0.06190170280388039,0.02231520298729996,0.0,0.0,1.8273120494520385,0.0,1.4189650795211168,0.2148575034502879,0.0,0.0,0.05869983004833151,0.024230908159243635,0.0,0.0,2.3744763074426363,0.04244885101896474,0.18068846152581688,0.0,0.05921605474992174,0.033128325583905854,2.2142851728362705,0.0,0.0,0.0,1.238792321300578,0.0,0.0,0.0,0.0,88.49185056451515,0.0,0.28188449345733785,0.21861980949425616,1.8225580704975164,0.0,2.980736756751843,0.0
