,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
PO4,-0.019926145221281298,0.06527140508817267,-0.14393952816401706,0.18525513045040873,0.21139847361905328,-0.10410125359304645,0.0748874286127609,0.025930937534705156,0.0028830061631425563,-0.06076197214884345,0.1505975402818199,-0.0463383298049429,-0.07810060508951497,-0.045191417013864116,-0.026238121820971506,-0.02217964174119542,-0.07645629312585973,0.014999280341107549,0.03292652577835131,-0.005532775326175909,-0.02548080640033025,0.15384295325909236,-0.04821727485447061,-0.13231943163613777,0.11913158114549527,-0.0614750836724713,-0.1006001057745981,0.05824336744033089,-0.12267856161349901,-0.1425306191405875,-0.003052024015142827,-0.03678511022023061,0.026095878486720837
NOx,-0.12020098182756726,0.04415223679524505,-0.0941910242458122,-0.08645203713777691,-0.07682704882937436,-0.07360096319969178,-0.07050080831793715,-0.06606612291986028,0.0007521248893495435,-0.08479244718013784,-0.06265875537684842,0.2271130726765372,-0.02370083923214523,-0.09565139511346801,-0.06168386751587994,-0.04411156109508545,0.07566590837104949,-0.09636874874750614,-0.018453568782342198,-0.010089298263687301,0.09098163297288245,-0.040829330385051314,-0.060522294524055976,-0.003240927132072087,-0.04719871635915218,-0.08121620951845217,-0.07313071137567198,0.4150728308457173,-0.11441715703914106,-0.08954537248269197,-0.028757048929921758,-0.020978980957208567,-0.013835224291473873
NH4,-0.07841321417031479,0.10330623005785988,-0.14015834238204242,0.04247601366961754,-0.013014499045678592,-0.11251695889488533,-0.07416152673412416,0.011876407518522926,0.08454530103864102,-0.051541097097571834,0.16731989973835487,0.0018755344321843134,-0.05084288836352416,-0.09760462355676394,-0.08018112448119319,-0.09461249985330444,0.02319432667963714,-0.024263517535161747,-0.06359035570028425,-0.008957865824284619,0.11112846179732735,-0.08057054930625968,-0.08996714586470517,0.005192313107430461,-0.0209889758240123,-0.10280545769968141,-0.10867925819476937,0.273103965050726,-0.16791596522036867,-0.13696293485924851,-0.04391090675183428,-0.021593781670124313,0.05990738514932501
NO2,-0.16657005595498325,0.06424556644310614,-0.12357794698509875,-0.08721817796813934,-0.07535860342623936,-0.11060180746903664,-0.0852040929231418,-0.030943156639500154,0.02803861988706895,-0.13025292985646011,-0.04504216657817066,0.15863183537873976,-0.016102953314829284,-0.08047423968725782,-0.05960382216914765,0.01482175308423939,0.13004305529652457,-0.10358404957848405,-0.0029557040241636884,-0.003321872761172626,0.08792011473516848,-0.054122656157301066,-0.08366378035400948,0.021784176935309752,-0.045767858134163876,-0.11236297060763625,-0.10861256681725967,0.31740630334711056,-0.12370861666729041,-0.13193804374338364,-0.00297345956608784,-0.046137383002723055,-0.016867580268990403
NO3,-0.11911554746185454,0.04370204900874606,-0.09345733576656952,-0.08621941390580265,-0.07665647484963871,-0.07279154451035007,-0.0700743091309806,-0.06648896143177,0.0002912606894635364,-0.0838122937124926,-0.06279580126154083,0.22768765321452217,-0.023768392998056914,-0.09566355222430362,-0.0615620702405971,-0.044990686490114735,0.07455897579305283,-0.09600244663224772,-0.018667335452830572,-0.010177480611970114,0.09080187711055127,-0.040501962984017925,-0.05997922934603987,-0.0036536060392556337,-0.04710281711391506,-0.08048589932037531,-0.07234803697436294,0.41566056000286644,-0.11397006040448396,-0.08860473828254864,-0.029117630531984025,-0.02050249977038824,-0.013749055494018277
temperature,0.3716472651845676,0.058467748460534666,-0.06571010063792243,0.35176868123638605,0.3582645552750152,0.2050931559705247,0.3563023102648347,0.2697876063985764,0.04470791056469557,-0.09852621437114792,-0.04721657668525154,-0.14576719520876175,-0.37961821444185084,-0.1907621333228638,0.3080051658495468,-0.35802320396945214,0.0045360068095787725,-0.046422207223677826,-0.17080327118152022,-0.03757714458465467,-0.2142079429530373,0.23387883050726715,0.2869351657303952,0.04734843428342863,0.17882715435916646,0.16834076996402814,0.2577227712790749,-0.33360715971029825,-0.005659439956149585,-0.011627967486281802,-0.060175333119629956,0.021086349238333742,0.0064490055701709225
salinity,0.2943753790230267,-0.4174837469553696,0.11556821254765648,0.13469681444536458,0.24168335268968172,0.14652928961097406,0.24043317062020592,0.15644687097884677,-0.06546397938433388,0.12130853301324479,0.14901121186560293,-0.393913435154063,-0.011509697516694627,0.04283335332928942,0.08499173066793854,0.12362483263424558,-0.38095850905748346,0.3619480765462498,0.059865641002831836,-0.006867939608663419,-0.1442130934273101,0.07334110957313267,0.17339244648959198,-0.03577771662301439,0.08527797430161413,0.2590905204658356,0.16006631824815193,-0.6130474159249161,0.2183939778190599,0.05933983153988182,0.05805145432052684,-0.153034617862703,0.0039879479766671555
Chl_a,-0.10475779626667803,0.10556208914413635,-0.17639905222042424,0.17394827854124695,0.14169477278685366,-0.0983593311917334,0.03475061991428787,0.1487451714438903,0.03799789372207817,-0.18937631596900278,-0.018828660555593846,0.1603771767258475,-0.1592220111826998,-0.15919701103124406,0.19885180594790716,-0.1751162706647604,0.27635446117745194,-0.17651578552919578,-0.06892975879336419,-0.01623039414892482,-0.029448076197694368,0.173119086078718,-0.04915173045262503,0.019862718293196933,0.13771762819200006,-0.0891022244502668,-0.09012715438106753,0.1228801908851582,-0.1440748845215788,-0.11601410933749443,-0.03782481248457821,0.17914758110025988,0.14705565990572728
Phaeo,-0.0791662801728775,0.0957461482328156,-0.11134121601135259,0.05849500851292518,-0.015027201179060864,-0.0650804859375679,-0.02614110801849703,0.29577548746182486,0.04786275575400355,-0.12059182231397908,-0.02406952475288534,0.03139551361263128,-0.10277279589668188,-0.09587974095615921,0.19419461618731784,-0.10270992734571871,0.17247321478494892,-0.11153557224782096,-0.03151272188734243,-0.01388682953226138,0.02114735928831915,-0.001274468157304975,-0.04224763377873679,0.12924273861990473,0.0955754168510169,-0.06716324411834917,-0.07481833192690635,-0.003940895773192499,-0.04551349799426223,-0.07524882410984227,-0.011430689687653588,0.15025412146605535,0.22061236945255155
Chl_a_conc,-0.10944390845699424,0.11462343862001376,-0.17832249212700768,0.16190809541887918,0.11485936589074074,-0.10024608380318296,0.022068520730332067,0.2052159341947204,0.04489959119164541,-0.19172910037906118,-0.022344384749073867,0.14315385258156604,-0.161575827025922,-0.15968214893546367,0.21967932019161518,-0.17490076260268128,0.2788356435153634,-0.17847328315615385,-0.06642258006281301,-0.017396923018080317,-0.01897413309153391,0.14497399123781007,-0.052736878405926606,0.05178566073070437,0.14156917110966333,-0.09304129035342232,-0.09598136071624677,0.10207786979393889,-0.13330487251873474,-0.11782843544844207,-0.034856506624437227,0.19120145791707915,0.1833775420151763
