,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
PO4,0.2432209235993608,-0.039880351316652365,-0.1734702052388675,0.16335703347893166,-0.041233373660449026,-0.10138492890215657,0.07679800594642075,-0.027718935772654357,-0.018254589220809143,-0.06297097827512568,0.14476497321736098,-0.1061889453035404,-0.09782569154445758,-0.029438778348656554,-0.03676099583516479,-0.07171218540597907,-0.11283811181500263,-0.09990070198311038,-0.028956558976809967,-0.005725661593828393,-0.01406641593486517,0.15211393028898493,-0.05794896763678806,-0.016322117663650527,0.05363240114133611,-0.06265897552344711,0.05587671753713916,0.09999184280860537,-0.08867874729247735,-0.13980478721794443,0.0250312617236205,-0.03647976817737014,-0.07679846328598317,-0.03533759399348342,-0.035493338073709926,0.013519282591726058,0.11233939883159386,-0.07566243642892828,0.03495200595026789,0.013264736234092887,-0.04957842987781513,-0.12764253846004397,0.050124035156891934,0.09302802248978688,-0.006616149550856917,0.112744097429085,-0.14893963399515506,7.027991103525149e-05,-0.002266927554007944,0.1284967103266465,0.04908258154822124,0.03654537189788769,0.14764235730565892
NOx,-0.08446714004824261,0.11343414224394974,0.005874114629045063,-0.0779269697329967,-0.09785644382821321,-0.07412183420782376,-0.0677527680302608,-0.05904875254906744,0.014618940198872336,-0.08605756813399715,-0.059096900474281816,0.08067491248966513,-0.04257794233231803,-0.08548543891363722,-0.05319635745225837,-0.09688572176385932,0.01564810023805879,-0.06866084847811348,-0.04477755929103738,-0.009850278224336838,0.07674141798772764,-0.03971561085770092,-0.06406459983351344,0.06750925062997971,-0.03783087754524553,-0.07812956041786713,-0.12840623309367866,0.021209052564732378,-0.10673636409987988,-0.08842262851943747,-0.012680810871683918,-0.020895507121061162,-0.05084678782989719,-0.10838074104634293,-0.003219994526528332,-0.09549145050798809,0.1752481418095172,-0.10745600450577618,0.4062220441908615,-0.015855373246431805,0.2510432648162576,-0.08616073811110958,-0.014056779534180166,-0.057342099420914644,-0.05190233192853233,-0.046394939554297784,-0.07742091441094304,-0.005732378715594909,-0.028325481284925038,-0.051412935301006615,0.07087522896105038,-0.01754631254726806,-0.059770154335865786
NH4,0.043884150770112956,0.08433815726274656,-0.06761430334942062,0.04502528527405861,-0.12445034070953788,-0.11166274959798729,-0.07050930911034112,-0.015156792753181398,0.07830540588354855,-0.056654051923084744,0.16428201018344246,-0.026703409453768773,-0.11957850857506039,-0.07345180530522018,-0.07370460179035468,-0.13131953310696123,0.010382467288186382,-0.10749009677879393,-0.10132551792003969,-0.009203042787571824,0.132569019034045,-0.07965080079044362,-0.09164904519109288,0.0009066808242938658,0.056922525705536686,-0.10181488099678598,-0.01776352118888081,0.06641449330095074,-0.14877815882777584,-0.13352803737481406,0.05975610903949319,-0.02207986718120193,0.014959627865319474,-0.07593167701339011,0.015141008679179585,-0.028503758507652438,0.4660698602701515,-0.13081693301135444,0.1654017653480094,0.0042964780694287235,-0.0035445424075152355,-0.13077830995552736,0.05998317885381701,-0.07634857995468933,-0.06934909821754837,-0.026405595590707015,-0.1085519012278536,0.025893255257338724,-0.04331567188590127,0.06334433841394524,0.13346623895964843,-0.061975323243895375,-0.05982034705688674
NO2,-0.07661217703539774,0.15651142662313372,-0.011027782990830669,-0.08074043345863846,-0.13984618971849788,-0.11058829612940847,-0.08103965432642884,-0.03291000483736788,0.03321212741040619,-0.13141473685217406,-0.039881062344853564,0.10114936684848808,-0.044879258925417956,-0.07302313790722667,-0.054395155291579775,-0.08718839516750196,0.05517816123455284,-0.10211198736533927,0.010217884367192426,-0.003320057011580714,0.08191040487416561,-0.05335642413038909,-0.08761010097009013,0.04163081372301547,-0.015761813131207548,-0.11135502324565372,-0.1888504991938751,0.054603710318995226,-0.10105807001606087,-0.12836231198270792,-0.018161001469475243,-0.0453256857980984,-0.0451835147080653,-0.1554917573270146,0.013699990202924485,-0.10052700473128874,0.24068487451817555,-0.10525145151838668,0.27837184395960035,-0.004803566905992713,0.170840243448607,-0.12548565499424785,0.07498585578164277,-0.050099157539155115,-0.06232990090002328,-0.047082094633830306,-0.1141891222266278,-0.010647329805595684,-0.002647403042434895,-0.014137590036982861,0.08102987501594727,-0.0019282592989501596,-0.06445226793798844
NO3,-0.08438456683442544,0.11242127443265146,0.0061434702635665235,-0.07768157934460032,-0.09690146231822012,-0.07332007979690543,-0.06735707708443163,-0.059338314785855065,0.014269049847214717,-0.08507593679918088,-0.0592698986011669,0.08012548383794636,-0.04243101348983192,-0.0854777718236463,-0.05304098367501617,-0.0968025721130272,0.014943440694677514,-0.06792369140008908,-0.04558875783715635,-0.00993507837370726,0.0764594215880943,-0.03938522956144633,-0.06350573566160078,0.06777293027748094,-0.03810591856350567,-0.07737213233883714,-0.12706320181201386,0.020593454692020743,-0.10656057767534885,-0.08752610670576794,-0.012556404260759773,-0.020431486649335442,-0.050812804441948814,-0.10731287113506867,-0.003496400413692974,-0.09516404107140711,0.17370207935605808,-0.1072199614379553,0.4073399519397318,-0.016000962133968698,0.2517541791783031,-0.08528030562191732,-0.015518727574377993,-0.057318176427548884,-0.05159502141551797,-0.04626545879322532,-0.07660569936415074,-0.0056351402748580914,-0.028685385138792027,-0.05190922063592466,0.07052428514543978,-0.017764406752082143,-0.05953948324172753
temperature,0.3341259349118596,-0.11138713156838181,-0.06919279870891398,0.32011473986665673,0.3392324333380863,0.20286464665358508,0.34776012154079927,0.3064777687415577,0.014213311050801283,-0.07900628919514391,-0.06167971940094344,0.05289640351317555,-0.2624758486775206,-0.2161889355085139,0.27168317950073817,-0.1665953398090765,0.06126312300130324,0.24206266330594634,-0.36187439967069346,-0.03670003249091542,-0.2439333799514828,0.23095724762547465,0.2842443425205211,-0.06449869848702382,0.0941455531319308,0.17146294101134824,0.25735055892726477,0.12196315634141602,-0.0527689826172534,-0.02491719522860781,0.003818560718945206,0.02304534285464789,0.12484729626976306,0.35297860721191926,-0.4131829137102826,-0.05706005883372052,-0.3033490228974677,-0.054894776482006885,-0.2992694699501929,-0.022743626859075113,-0.1402023361046981,0.2955587676700434,0.132509374920459,0.2782505788912189,0.25532214911361817,0.1789813889970493,-0.013624508200973863,-0.07301004052699901,-0.059886318119432416,0.1840956531228345,0.013920870215817109,-0.16575164046034976,0.30388894607442485
salinity,0.2664243120521997,-0.3062411764188119,0.0010695460375312396,0.12285610447634918,0.2384111317981611,0.1531289041879482,0.2350001193939899,0.1593674406169851,-0.09369772154185244,0.12624066439465575,0.14559421646158294,-0.34602130070909776,0.04362155113593576,0.03592560778164435,0.07331910023019386,0.21163087791510282,-0.06911435186775504,0.14649944224458883,0.11745776423827858,-0.006996004666166887,-0.13763915559660844,0.07417875053270087,0.1731270291293329,-0.08715960857679692,0.05652546656508766,0.24519059671925159,0.26100169882385954,-0.3480576487940237,0.208448995480572,0.05533633714217412,0.008146172594564379,-0.15287214818046857,0.028668273079495613,0.2752873068323871,-0.035717346420426135,0.36232445414393305,-0.3533473685009051,0.12560534277117275,-0.5715410534134915,0.061907782581830426,-0.3907088110081203,0.1850711555821756,-0.3571592661944004,0.09750011389396877,0.14975304374218068,0.0863790569606852,0.027737224381372612,-0.207589574989247,0.05810116815423707,0.11878612865530314,-0.4228055190197956,0.0591902022582262,0.18637351507584923
Chl_a,0.06640335287246327,0.16340932594342353,-0.07340844870906771,0.16894898814833953,-0.056501874569178684,-0.09886520278187791,0.03603924487431258,0.1559266504359495,0.03235034064106195,-0.18196842195414736,-0.02348950787669915,0.27083119107667414,-0.11476769051571972,-0.1385307061486546,0.14287072921869026,-0.20433260316688867,0.07105947742881896,-0.09037898501524588,-0.17369067724196713,-0.016189259176200208,-0.02784091777887015,0.1603616615531453,-0.044839447653292244,-0.013119600615324793,0.022416759997733852,-0.08586544503932499,-0.10498373695059388,0.05506643866048667,-0.13453620529451837,-0.11571514288366555,0.13520340036293996,0.17979908479017104,-0.016347422173434392,-0.07273025258890249,-0.1729119774018767,-0.17678687563368028,-0.030989499302118702,-0.17202572475168904,0.13259325233738517,-0.026100396293559792,0.158372511521019,-0.10148239276488069,0.2443563589937391,0.39226331566053146,-0.011397151609116144,0.1304957964508714,-0.1420297544882823,0.13350982146674797,-0.03746567835465257,0.09164335415197374,0.12582844849161806,-0.06745759457861307,0.14408652771676395
Phaeo,-0.023581461942822866,0.03436475381933239,-0.015231208822699007,0.0715251105205444,-0.06494563372953302,-0.06532913498110206,-0.024406578069810985,0.3385569238154945,0.04140167678960341,-0.11470122839896713,-0.023359642180805367,0.14877955005938426,-0.0688877489800992,-0.09084499674915114,0.13834532257038057,-0.12475445179304603,0.20911065673274995,-0.06777271596033259,-0.1025264128912926,-0.013792021912602608,0.04087656332378489,-0.009874635388582069,-0.024206470567698427,-0.01309031274054764,0.011230333560810796,-0.0652714073885323,-0.09665607325469733,0.06335032973801878,-0.039644752185650015,-0.07299323429655266,0.1997220950997762,0.1514364478666274,0.014053010378268692,-0.06800749382594005,-0.11371448110136877,-0.1111377040070433,-0.04412114790250967,-0.10010414564060945,-0.0016034431910462682,-0.012115573901076386,0.03428024605614527,-0.05950302438055638,0.35839104241868647,0.21533734478043692,-0.03245316561967265,0.0915940397181014,-0.09038694499219888,0.034069590926772066,-0.011565862391252343,0.07790635607555761,0.09937530492421796,-0.032270081032956546,-0.0053270510251988284
Chl_a_conc,0.049333969832235654,0.14650578768624498,-0.06575876655852861,0.16125156730442994,-0.06507331291854834,-0.10073827683578442,0.023621456735957867,0.2228670179642092,0.03840356823891884,-0.1839103941245204,-0.02606395013508833,0.2677622297010551,-0.11505399705957378,-0.14096653613274146,0.15751445404211156,-0.20541465540249912,0.1164597933925238,-0.09427861340788277,-0.173654229056186,-0.017336636195411686,-0.012265052938627893,0.1319286312848317,-0.04421565696332172,-0.014569253488560014,0.02186819225362939,-0.08981029082433709,-0.11438516291472234,0.06343496499610612,-0.12370347064764668,-0.11696468151413295,0.16775304536194,0.19206955769439238,-0.009904515238048604,-0.0795276359419086,-0.17604012368803512,-0.178592750466466,-0.038000066847839145,-0.17159855166828414,0.11086627701936043,-0.025200823732512673,0.14225480817234137,-0.1013523808043391,0.3024854936541197,0.3877775119605089,-0.01838385318177232,0.1344253423803422,-0.14377927703144625,0.12132725043476972,-0.03459176445040291,0.09809304316820058,0.13262146031725933,-0.06539256869086711,0.11950238007822256
