,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
PO4,0.13540394963244304,-0.008596062707992656,-0.1318706790890946,0.16752097403174374,0.20730184146554065,-0.1042286372884804,0.07466293368058152,-0.03817731206135525,-0.01655493507238679,-0.0633546072191827,0.14747161471526543,-0.10544105736624099,-0.10384800066803286,-0.0482837788045988,-0.023463790364809792,-0.03593533796366652,0.0253078383372128,-0.04498772673986244,0.033681433714262535,-0.005431781285296064,-0.013523582257424767,0.15316588344234283,-0.03280168852915833,-0.06427710629168887,0.11762547887761006,-0.06346709904901443,0.05034129128409111,0.06323428393125705,-0.11030239087454621,-0.13596117695818513,-0.0035812995381295826,-0.03664729932230635,-0.12292627171788534,-0.11588079046353733,-0.04350387783440235,0.05232712923126592,0.11013762087965596,-0.027397177778503794,0.03673567158994013,0.012266176309513613,-0.04905705505762262,-0.10336162114155367,0.09902448772389093
NOx,-0.05670857617286327,0.01775865782501073,-0.09337637187449878,-0.08186879761492726,-0.07362658306307696,-0.0726626210149861,-0.0704250061678037,-0.05314200289892797,0.009492489314636136,-0.08196049057811595,-0.059416922638354075,0.10595093266707271,-0.044421081509625836,-0.09355625654188231,-0.06093063867518957,-0.043736053165696225,-0.013252463702642705,-0.09140613053376542,-0.017976826154594713,-0.010119523572294536,0.07976931011893464,-0.04058918796311241,-0.057985667512939924,0.07479544237064109,-0.046963969117490297,-0.07953193313612346,-0.12900873518154374,0.05580355943253003,-0.10786435436028936,-0.08674250576654027,-0.028733280435476356,-0.021145955200965464,-0.0037598413941837836,-0.08559314083100886,-0.0030944106614636214,-0.07249496010386264,0.1775441434820506,-0.1107084707240751,0.40551666420828514,-0.015316333599462155,0.2512555654512513,-0.0658264293130923,-0.015236380525706068
NH4,0.06723622230837789,0.03350004682543056,-0.1308165365432088,0.03288978307514946,-0.014509463998671257,-0.11163520770469818,-0.07410690933828662,-0.01541576576244286,0.07639928116880958,-0.04789248468699604,0.1658746173782826,-0.0013951659653271085,-0.1167103093511706,-0.1014847581878979,-0.07966989367923112,-0.10488421080325624,0.05994232222649727,-0.055828381089974885,-0.06297910503634274,-0.009485165832285512,0.12806375377272194,-0.08070722174320613,-0.08361342523454512,-0.013160484739295309,-0.022104984008403092,-0.10371334162918075,-0.013890872711396805,0.13126926020069363,-0.1545323657852194,-0.130182434190302,-0.04405644290389307,-0.02207168462126088,0.01169875050665612,-0.13036517514829168,0.014174871780189446,-0.0229662725171393,0.46574165342380597,-0.08312220155904335,0.16863534901687705,0.004515684839881562,-0.00443044342367622,-0.10704448674744282,0.05661733082426286
NO2,-0.02255745378052807,0.02737046429413595,-0.11334107473522911,-0.08733430460852412,-0.07397056701286985,-0.10914645561493222,-0.08512556185568528,-0.025577816384680076,0.02857523134130267,-0.129911465617067,-0.04088032020114505,0.13857902830890084,-0.0520913773332119,-0.07890537944578309,-0.06023477581733695,0.010286015558753739,-0.01830033204838069,-0.12178858280105519,-0.0023366177329077723,-0.003566493839449984,0.08290594037697369,-0.054167176561309094,-0.07729151338697932,0.04888075565343836,-0.046392289836217876,-0.11265547460565015,-0.18495880730849174,0.07669643975916304,-0.11148669693949667,-0.1268644140670145,-0.0030991460552283966,-0.045730910628936076,0.02220304058718002,-0.12456568709236875,0.009524655550242421,-0.058951504666491676,0.24548874654096248,-0.1511636794592395,0.277775328622517,-0.004434989054880568,0.17147176836910252,-0.09860208699186296,0.06204247601114337
NO3,-0.05713885276534185,0.017551851926642534,-0.09280323356399622,-0.08156878144968759,-0.07343365913223408,-0.0718642833118413,-0.06999874554848697,-0.053470553992406605,0.009147394770352363,-0.08094564564969697,-0.05957768277173087,0.10513283801123054,-0.044179162938665355,-0.09356488703023856,-0.06078747426915823,-0.04453352698903792,-0.01313387566983186,-0.09066277590070726,-0.018194198758987777,-0.010204023009236205,0.07951380143006206,-0.04025764297439312,-0.05751356430520985,0.07504121226810456,-0.04685421534385684,-0.07877265491108293,-0.12773976380678365,0.055310308982890244,-0.10752926635110754,-0.08584718937599242,-0.029091408652296844,-0.02067869485119939,-0.00418697457302766,-0.08472007780751947,-0.0032987952971396325,-0.07253849594751254,0.1759500634370715,-0.10974663351150328,0.40663453375791364,-0.015460425447341372,0.2519588889492883,-0.06510783797361064,-0.016497466322869844
temperature,0.17683697536652349,-0.08863958097973614,-0.10033915151896,0.34725940585126586,0.35503226489577394,0.2007296422118729,0.35591293514202155,0.29729992114972736,0.021870006025543155,-0.08914370358795187,-0.050068385052195644,0.015506530457837304,-0.24194767734263234,-0.19265703812807752,0.3082413718880726,-0.35652541324807036,0.00484759770618707,0.13848710568815797,-0.16443210300261488,-0.03796379923564945,-0.24141466376193657,0.23320418078641983,0.2830123618386552,-0.07562741366668098,0.1791912722586577,0.17320425271075046,0.27429978686662626,0.04360056670466066,-0.04214856638220755,-0.03464238713637122,-0.05896004958005228,0.022787686808425585,0.056504214228522656,0.3085163252566473,-0.40031764928189073,-0.15339039457307274,-0.3011071482664769,0.3398346231877921,-0.3004339752515368,-0.02250111670903533,-0.14048872578536165,0.2360473046701752,0.18916518487530265
salinity,0.11933550730066969,-0.23331274119538734,0.1255976261826545,0.13363643207771053,0.23233856560710597,0.1434129330896367,0.24013341087981332,0.1392072449305217,-0.08993762792900642,0.10843109202530321,0.14096032969946345,-0.3698727248843138,0.03770134091669715,0.04499810779429942,0.09514228038935443,0.09979864264898666,0.0071659730092021815,0.2776535093807527,0.057194824939840766,-0.0068941207790051365,-0.14207926957879027,0.07470353552849862,0.16947638080081678,-0.08679981040293233,0.08641763522793672,0.24806277604041488,0.2435411201313406,-0.4289512017888059,0.18858724065808882,0.047825540102859825,0.057241777695248096,-0.15294101118189135,-0.03968562240372817,0.19331305460688036,-0.044681884493950705,0.330070239104978,-0.3675242641223674,0.2771072205213194,-0.5696568860356379,0.0582681026115814,-0.38925933370665744,0.14357019781998165,-0.3862650510296562
Chl_a,0.0781816287871981,0.14598435548948463,-0.1812627992475166,0.18228771305393537,0.14664588965851252,-0.09754170660240981,0.03443491248641079,0.1565469203227149,0.03262168385492197,-0.18063889051686693,-0.015915623191396142,0.273116736623272,-0.10722527122105087,-0.1577898347784832,0.19698206260524925,-0.17411324893368238,0.14066676330102482,-0.14470993763537582,-0.06825319482308077,-0.016138266756274645,-0.02467070471399043,0.172396479741996,-0.033729259566895625,-0.03146835152030687,0.13652612169184355,-0.08562239370002248,-0.08810089605562743,0.11084036290220307,-0.1359421199819912,-0.11427946079543441,-0.037754157264221655,0.1799284903785367,0.015513549134341924,-0.08752458276518565,-0.17152863938728902,-0.15309727032181664,-0.022451656040900887,-0.10065062140025227,0.1300548900887572,-0.0263968225129037,0.1571625802715238,-0.08817854420932693,0.16389533497365344
Phaeo,0.0460331735484347,0.024798727665109807,-0.11205993030467054,0.06507866207013145,-0.015887865702765142,-0.06468297681294663,-0.026336880978609818,0.35435970637192904,0.044538356334580996,-0.11489431493179172,-0.021403785740604968,0.15459972911193576,-0.06187752806112448,-0.09726260673012468,0.1829803625731446,-0.1032647653991865,0.20648898199796123,-0.09894097858988936,-0.03192539519105465,-0.013785715643544177,0.041606310900860505,-0.002719184548448204,-0.03232043508109031,-0.02544176971715608,0.09302625292693413,-0.06497023638234481,-0.09639943174828147,0.09407995046265537,-0.03850843678763876,-0.07376599890296065,-0.011534693020431766,0.1516645888413074,0.11062843932773656,-0.062393521249288826,-0.11344291666093737,-0.08874379027587001,-0.04364140874792195,-0.07226728661994668,-0.0025280632732721416,-0.01251002186203227,0.033429214255509834,-0.06730046032387885,0.23944898410736937
Chl_a_conc,0.07813370690254369,0.12927997703893016,-0.18260049484818303,0.17069704785487863,0.11878162621013405,-0.09945175593326791,0.021750321248557837,0.22768095774906486,0.039483507398562816,-0.18284681152748905,-0.019174889579514905,0.2712619858830988,-0.10681818893145476,-0.15887662646877912,0.2150631460011713,-0.1742095399214732,0.17417753610449255,-0.1483530298354095,-0.0659667706560067,-0.017292118682199827,-0.00940564499204031,0.14397492059916228,-0.03709389035215445,-0.033327247870788154,0.1398764403788728,-0.08952444622819411,-0.10014358492755457,0.11860147635413862,-0.12457491647534395,-0.11596947942504174,-0.034825452401571845,0.1922401647083405,0.043077767462595805,-0.09042115132463201,-0.1748051390691508,-0.1526232011467466,-0.030702865575285378,-0.10412194341803031,0.10848431692223856,-0.02555681376947792,0.1410079566572744,-0.09230321005820838,0.20263065821697457
