,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
PO4,0.13541091225929242,0.06603512854905572,-0.14673405463370162,0.17260334299988567,0.20901813482463727,-0.10382005710542619,0.07495142445812758,-0.04062532019296454,-0.01831945356966628,-0.06458841636090945,0.15077946829376632,-0.04610548433057091,-0.10511267849887056,-0.04497047921629647,-0.02222362684637571,-0.026756999333001324,-0.0753302909289047,0.014150760927585018,0.03501163736709831,-0.005328373180958385,-0.03153727737745038,0.15382548793071157,-0.05108921176185117,-0.12384840273321293,0.1186823388180179,-0.06187427303398077,-0.10151125051779228,0.057541272599707524,-0.11695880195888039,-0.1415425385603586,-0.0029656212374290164,-0.036766343810433706,0.026861275100773654,-0.031249875716593507,-0.030589729669911928
NOx,-0.05821687254858839,0.04438429187323269,-0.0881688824469255,-0.08308362909518238,-0.07600152799984417,-0.0734661190880832,-0.0704185777352701,-0.05333870402752361,0.009198860988581713,-0.0892384386535566,-0.06239186676643992,0.22741816848040955,-0.04281500711810078,-0.09491224892720962,-0.062127532198938254,-0.045395447634739766,0.07414795432263724,-0.09557217868604521,-0.017306042557905993,-0.010039671433915353,0.09303599907488563,-0.04084405621822783,-0.0598224778774743,-0.0016243407126009437,-0.047258021747848045,-0.08011232437198654,-0.07156717698247439,0.41481263887983133,-0.11535602156714919,-0.08919351516969667,-0.028696860879045508,-0.0209885177843396,-0.013689133478900026,-0.11833447334720866,0.0041615124735854435
NH4,0.06287025475871065,0.10421249781289454,-0.13606239452613927,0.03686526818649074,-0.014194375078577829,-0.1120471732872777,-0.07406976765509385,-0.014958988868658232,0.07409546853923518,-0.0603718157414152,0.16748769327298418,0.0017194771504663144,-0.11964056372570633,-0.09714764400763277,-0.08012833261629035,-0.10121676421594722,0.02226906198778126,-0.02675975979303785,-0.06076433018646333,-0.008562882771298198,0.09593466340567847,-0.0807363822565575,-0.0895731728768728,0.011737467377587534,-0.02164987337344331,-0.10150310229424411,-0.10815308102241199,0.2709934063358459,-0.16456988251123772,-0.13595493068237186,-0.04364519666914661,-0.02163533114648253,0.0602664001069453,-0.08592085158676602,0.03413393069873382
NO2,-0.02549827972355246,0.06509147634003673,-0.11772497315640049,-0.08657558554186859,-0.07680877879760557,-0.11037397059284276,-0.08506923546230015,-0.025550485905763955,0.028123622620174857,-0.13902976038569193,-0.04478585478790524,0.15867691761939912,-0.053173031848305005,-0.07846401611597108,-0.05979007499274754,0.013099275527834651,0.12929477002983253,-0.10228909448526234,-0.0011844732396486827,-0.003258207858512779,0.08500755988068057,-0.05409035081611954,-0.0836199680368109,0.023216250620571786,-0.04595714527111165,-0.11155568427589607,-0.10617637830356269,0.3166625966648453,-0.1230491063119763,-0.13126785005571157,-0.002906681552765165,-0.04620380416016624,-0.017350472142910175,-0.16961700728887788,0.02220870483501465
NO3,-0.058619220658525026,0.043923189372081464,-0.08744765520340136,-0.08281371982962249,-0.07579477558181273,-0.07265860725149656,-0.06999317272734532,-0.05367052332130458,0.00885716995900855,-0.08817414101084467,-0.06252941310774504,0.22799634691785886,-0.042531963763473526,-0.09494766396752022,-0.0620089368596964,-0.04626393274990205,0.0730319343095171,-0.09521628394978217,-0.017533216485249442,-0.010128216036857872,0.09293456404489656,-0.040517442441671075,-0.059270157597360845,-0.0020380250694042607,-0.04715978550206717,-0.07937983121831502,-0.07080315448832822,0.41540916197748584,-0.11493342289552397,-0.08825912963641216,-0.029057706303952602,-0.020511055576345093,-0.013592756660762066,-0.1171711398715688,0.003847385487662007
temperature,0.18378488220540445,0.057116451092591405,-0.06857549787092279,0.35020997025960043,0.35730694733241586,0.2041443889616188,0.355955101442441,0.2999203071886366,0.026582582306994392,-0.04950059133723202,-0.04751897389623,-0.14545942020168018,-0.24045124482503516,-0.1961649557016663,0.3119854406725481,-0.3586454077034233,0.005816665897401249,-0.04883404528329134,-0.16682675349057152,-0.03726028145327895,-0.18680508142839491,0.23396254031657943,0.2862605513133606,0.05833585609522771,0.17937575434375472,0.17432862983215017,0.2565210159767012,-0.3312295118153683,0.003412821778853487,-0.007612076251491613,-0.05993121448401452,0.021045960282524444,0.006406316067335256,0.3572422408144442,-0.40974339686116384
salinity,0.13056349871204087,-0.4178002106623975,0.09989490679269566,0.115268511393684,0.24187252589247565,0.14631526441729753,0.24021548875326287,0.12933676847794662,-0.09443241163607888,0.1319659918987273,0.1485269539912912,-0.3939268295191155,0.04227366268596376,0.03977746387162612,0.08710749614385989,0.12201875396494197,-0.3780451315751765,0.36093137554743465,0.057414210137662375,-0.006883217086317166,-0.14725126413673098,0.07323163639804137,0.17373650560500986,-0.03763679165597639,0.08538628138924417,0.2532697080706608,0.15793195178834885,-0.6131023342194833,0.2181351957565184,0.059391099710084966,0.057894729794145394,-0.1528401077929023,0.005060541463105563,0.2878879589665083,-0.04593839534117046
Chl_a,0.07766056403836785,0.10438089228525504,-0.16729934130190377,0.18276497853590473,0.14091648000228185,-0.09845572020753161,0.03465683862132534,0.15730959559781765,0.03448130699396111,-0.17839131068199257,-0.018773578599637752,0.16024363987702683,-0.10835064887235768,-0.15870446103101682,0.19759396107009036,-0.173473274299405,0.2769932362015326,-0.17411852544490797,-0.06847589024064243,-0.01628980381239956,-0.012124523072580981,0.1729915388147804,-0.04968974650742339,0.010186273704880552,0.13774581754698348,-0.08747083260452497,-0.08987325842330236,0.12441113350622217,-0.14411724334718817,-0.11558553730383789,-0.03781768905031713,0.1790125246753951,0.1425800893381785,-0.11431549525687536,-0.17018812253844692
Phaeo,0.04195497735631124,0.09404332528991619,-0.10336164227773034,0.06989715433204757,-0.016916777617567692,-0.06517583004609886,-0.026294694169731153,0.36197095575032323,0.04904580804432035,-0.11339942077347966,-0.024791451256703793,0.031583343849790294,-0.062107562434776685,-0.0964262630682726,0.1882877246905621,-0.10182778830389937,0.16689170811434448,-0.10985052215182681,-0.03246355076276798,-0.013963790762335313,0.03398897333268289,-0.0016899249081520694,-0.04057193183424482,0.09808113064327698,0.09514472034606589,-0.06629521816262332,-0.0734121630524478,-0.0032996300914210877,-0.046383975772859215,-0.07539720129102327,-0.011507432058532416,0.15031297506920702,0.21058315821924833,-0.08514601217769,-0.11199703439380525
Chl_a_conc,0.07658835611204093,0.11316929439202716,-0.1685161047745956,0.17240675477213835,0.11369269198467132,-0.10035289792268604,0.02194807250468596,0.23038897543660558,0.042269094956277044,-0.18055401003126864,-0.022494279311394604,0.14309278797724823,-0.10782535273708611,-0.15941716898301717,0.21701868226889576,-0.17328193487668903,0.27785547293381085,-0.1760031753225635,-0.06629991153921533,-0.017467701572378147,-0.0009435488981016521,0.14475405454266843,-0.05273325015349242,0.03519709751437122,0.141475823090643,-0.09143603795142463,-0.09538620912176081,0.10353719694156263,-0.13357691930169344,-0.11750899283129182,-0.034871376270929635,0.19110407761227177,0.1768959252213586,-0.11909142848884435,-0.17328706305690572
