,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
PO4,-0.017212479296448785,0.101928829160441,-0.033724862141932904,0.266585999095591,-0.03225623700968633,-0.1177134670679835,0.14068884385203453,0.011751339306977597,-0.0006437337251085069,-0.05455151898022749,0.16092666161276958,-0.06251691152084875,-0.06305572030017723,-0.20944119237866657,-0.018582296104202027,-0.025127355181036724,-0.022947657400692628,0.008794610567651772,0.010435602745373206,-0.009422530120518684,-0.20191892294382335,0.17642356303599105,0.030223326782413115,-0.07771002051121248
NOx,-0.10607571051290504,0.3189503391220846,-0.02942073669862356,-0.08060690481069704,-0.13490601673577324,-0.0848896115175225,-0.106648750799064,-0.06689009178445232,-0.03442411009695669,-0.08781937702279206,-0.0444820374048633,0.09027536459042054,0.00020580058647764153,-0.11883670490747153,-0.06902367002694734,-0.06403515375419448,0.38964477784174695,-0.09760228836373414,-0.009090814531791811,-0.009327399784947434,-0.11087042002750866,-0.054985278614846686,0.22963922173621842,0.019465467171549997
NH4,-0.050660429045246196,0.274105322811041,-0.029253518292676056,0.10083650351149664,-0.1383440649228875,-0.12621456794942096,-0.11363178970892937,0.020114229267491325,-0.04483659655802437,-0.026857807250965694,0.18878344942775555,0.038029138851541355,-0.01587129996076024,-0.19080355452688513,-0.0996273948203592,-0.08170511468198219,0.053070965756712496,-0.02547087809364751,-0.053243795087065976,0.010543138667637638,-0.1895101649139947,-0.08443410775971039,0.2796212105266148,0.06778823198938412
NO2,-0.07508058682774839,0.3024607497836137,-0.049655282282150576,-0.07053912477835225,-0.16494982646082829,-0.1258777806101704,-0.124473097160996,-0.021524355391330525,-0.006259884936121502,-0.13062559154400957,-0.010456503822225394,0.1546602101137175,0.030046405460090235,-0.16750968475778746,-0.0581395577394446,-0.0029186729299984114,0.27198745214654024,-0.09997476228406336,0.028740741051725673,0.003750468403024732,-0.1383535300368593,-0.061296593943097194,0.22649127774076605,0.05759430625115888
NO3,-0.10632742647925608,0.31841700754718344,-0.029005617049712024,-0.08057136230453166,-0.1340577934360575,-0.08398443436106647,-0.10607787810924386,-0.06748311701216662,-0.03481032935428093,-0.08687617411921678,-0.044941278067821756,0.08896297169089812,-0.00029663454461110843,-0.11771598699329243,-0.06903129938584214,-0.06490035929985352,0.390633378587092,-0.09731430615935108,-0.009704026200044904,-0.009523658846637594,-0.11012635887286404,-0.05473936654310327,0.22910849068946235,0.01877467317531796
temperature,-0.259510397788929,-0.14948206860297825,0.034953982483310934,0.3867914170827425,0.5547077609784536,0.250782643445475,0.5396955152350669,0.2526556398281934,-0.08063953663151324,-0.07164199434897969,-0.08286633332197182,0.0030828397455788803,-0.45449800217251834,-0.016080057546862814,0.3795603276637449,-0.30106534648890415,-0.2182906815539166,0.015777179171444798,-0.25309570104167095,-0.04473274519836716,-0.01726811400229926,0.2947277822741218,-0.3663339015664432,0.06599968788951809
salinity,0.09004387069481398,-0.7308143133805098,-0.2128621485126018,0.13579978199141612,0.37076870072033363,0.16633070282671608,0.37551687828339253,0.1242411115831838,0.08840026569659623,0.15387902792842423,0.12241987807683297,-0.41964634698986847,-0.007687415778168087,0.08424948282912859,0.08007452764798212,0.1940729625182078,-0.5159699984603331,0.4155788365084677,0.05301665585522246,-0.01293727810107999,0.22043408657316055,0.10530017398249374,-0.2978666893357721,-0.08850389024643882
Chl_a,-0.21671414538400488,0.14666498616293894,0.22222931565894471,0.21058205720393405,-0.09085477772362377,-0.11176707852748978,0.0761825008472849,0.17252392137606104,-0.04870277155227125,-0.21272410443488793,-0.006413808609453592,0.3290517588785975,-0.18822637220061283,-0.15146837283243547,0.2782190495006773,-0.20489330711834577,0.1732825579799598,-0.16970081025421735,-0.08873236879688134,-0.02883826109148302,-0.1751221259989955,0.22564555480832676,-0.04421540170247869,0.02390925578226575
Phaeo,-0.12681796961671957,0.06291582389915375,0.13420399859625584,0.05642977623327214,-0.08383690627157087,-0.0765204923596785,-0.04763240299968605,0.32555088429102585,-0.009236874346521031,-0.1306773673495199,-0.026230402588357474,0.20598527004347927,-0.11878725732340839,-0.09356170828028063,0.23266237186943992,-0.1165812190375404,0.01675227891843897,-0.10495539660681456,-0.03353236403177834,-0.02423664090357773,-0.04822120654539626,0.030193838904681372,-0.010133125610928143,0.07805336549126854
Chl_a_conc,-0.21636862611585128,0.14020689642032702,0.2230048125283134,0.19209827317853745,-0.0990422944216833,-0.11460886227423836,0.05100870182568919,0.2332657012375789,-0.04339170987130714,-0.21406780582474377,-0.012510129038462669,0.3321754887768459,-0.19027354964027735,-0.1525647892698666,0.29675290135308174,-0.20366483479138392,0.15000868659337913,-0.1709649425665547,-0.08359404971792189,-0.030792080888174443,-0.16010228315592984,0.19761519692152318,-0.03986839785916342,0.041275385662308144
f0,-0.3234866007426353,0.32723038641632674,0.1469527601184317,0.34069707994119197,-0.12476118024609184,-0.1848624995015398,0.09120255166997807,0.19943217553565468,-0.0506669373634224,-0.32909961312746083,-0.039012086093920643,0.36444730211023413,-0.2935129409932138,-0.2617921569837798,0.385152409153351,-0.32615124048356403,0.3281978409392169,-0.2906223673429806,-0.14250951282958924,-0.045757534894742206,-0.23586497063329767,0.28930507193867405,0.0027724182593984316,0.11135066071908908
fa,-0.3196161192474306,0.32145284750149106,0.14296753246161853,0.32740897708285527,-0.13051303132121317,-0.18767871991120463,0.072024940969692,0.24212816642932897,-0.040768631531934774,-0.3267900634400216,-0.04169491676681212,0.36242641764783157,-0.2935110282614316,-0.26556686057146844,0.39725347812923995,-0.321335689886482,0.29946945114969065,-0.29244869730456213,-0.13896818368414238,-0.04854912778207654,-0.21734434140420045,0.2616815902640115,0.002286145738111253,0.13235479672112865
