,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
PO4,0.17245295049081186,-0.05278961201916264,-0.14686389752961113,0.1619755839883775,-0.04239078423697134,-0.1016012271853216,0.0766947231209058,0.11104337617427014,-0.01798345549979129,-0.06234685182852622,0.1409415103768645,-0.10538450748396108,-0.09966898888263687,-0.024198775419971588,-0.03687685533401362,-0.0763192785615871,-0.1050214540139645,-0.03889424128992207,-0.03997514574446959,-0.0057383506115411854,-0.014335237497083451,0.15222479405978057,-0.05339249427703251,-0.1763304448102233,0.046178070910987315,-0.06141849803753954,0.04702269589946702,0.040811293559281404,-0.09638419911176463,-0.1394066810066502,0.024546964161564436,-0.03642580054358814,-0.029241446247099748,-0.042275295063915905,-0.035491312593944876,0.051283872619794585,0.11214194788035607,-0.07388369198586227,0.03490320935147762,0.01261885350558303,-0.04960232468548126,-0.0991515630145208,0.10082948024956287,0.09140595793116926,-0.006554612558405123,0.11095382288002022,-0.12644358838845823,0.0008577016038835044,-0.002783768646052495,0.22787541375004708,0.04917387220735339,0.034248201456098505,0.14248726009909093,-0.01567736525185564
NOx,-0.09865228655034912,0.12029916225522741,-0.07696656342496327,-0.07834159190827696,-0.09792742889240086,-0.07287807143677208,-0.06771931993981244,-0.05628839995322294,0.013405618895451976,-0.08488595683924707,-0.059412810399693414,0.07770531152110424,-0.040913978782881846,-0.08091706039444657,-0.051711405563622304,-0.09774322327053021,-0.012577626823486813,-0.0929337760639579,-0.04344798099912538,-0.009870110873943506,0.07718596139778364,-0.03965106223502703,-0.06623827905091642,0.009039193270795972,-0.03861116859008456,-0.07799854346427573,-0.12636529335033422,-0.010064400345009494,-0.10665336538942778,-0.08847012411029835,-0.012704395806280862,-0.02092254849274023,-0.054745350563137854,-0.08216176189165672,-0.000335299638621063,-0.06621471021200863,0.17323974948619555,-0.10256337701310458,0.4065479516126869,-0.015257727755536198,0.2509516094692831,-0.06911536038535986,0.02013928392093948,-0.058561500690016845,-0.05157217808013169,-0.04597831978802524,-0.08514063721124486,-0.0057296587025196626,-0.028173822761727595,-0.07760507593931489,0.06867363010062841,-0.01759702487464417,-0.05856249101965547,0.06594894896620412
NH4,0.07384661649247815,0.07514865742566179,-0.10397485105309168,0.04691538140085224,-0.12493037239749624,-0.1112326375642538,-0.07068634796676451,0.05440090786682469,0.078403715245868,-0.05598171857436238,0.1642028768744413,-0.026157832806678993,-0.11778942082137127,-0.06408956567531143,-0.07182121398565955,-0.13104273510292583,0.01834708294076699,-0.04846759763206919,-0.10486540130236362,-0.009203194725663657,0.13236150298037977,-0.07952749057869946,-0.09231667305430989,-0.06877537603906167,0.049559315226754844,-0.10081061674577722,-0.014454455338397119,0.05447284244019482,-0.15108854571987893,-0.13344038964910276,0.05934427946820304,-0.022072276265779914,-0.017115613410071347,-0.07790394766311345,0.022227339239697757,-0.021654750625672948,0.467228819046199,-0.12652808091714346,0.16485861983261604,0.004899556033639833,-0.0036956457851706394,-0.10654839974780578,0.06585995427386528,-0.07609450777160534,-0.06898205345153957,-0.028037337011087574,-0.12914743857214206,0.02648430544938294,-0.043356595266905315,0.0030008826738939613,0.13375077959621867,-0.06309258043690404,-0.056676019791258574,0.0002787822919046237
NO2,-0.09918630007273775,0.1639510183752935,-0.11379925938755772,-0.08043435136814218,-0.14139715954432808,-0.10848764361858695,-0.08096301507906536,-0.021579418288611804,0.031486156921886554,-0.13036164522258417,-0.040561088805951453,0.09989477173235944,-0.04337182317964294,-0.06972737356168535,-0.05188679269035057,-0.09120469621709038,0.014922429636894198,-0.1218429772300258,0.011291102842179436,-0.0033253136616095995,0.08253944370088584,-0.05332157852855212,-0.08633638598428392,-0.007612698324441294,-0.014498126506584316,-0.11000438801173643,-0.1859695232780952,0.08025158558137513,-0.10421822736168199,-0.12847308100311886,-0.01802874947233578,-0.045407638631442745,-0.026707580555831847,-0.12007717488133618,0.01276429428682391,-0.049034450460681916,0.23939023986440883,-0.09440827749893241,0.2783955121406303,-0.004327405887494525,0.1706366875491833,-0.10188353869355889,0.05418467637336991,-0.05276443952419099,-0.06216151187416088,-0.046847604849974564,-0.12408622611986703,-0.009794921933261595,-0.002358314210024257,-0.07853001311930391,0.0800073291885928,-0.0017468064665260813,-0.06034875405770694,0.03966159828916916
NO3,-0.0983925580208879,0.11925918131811292,-0.07615141853576453,-0.07810726974453581,-0.09694737395824501,-0.07209389100968418,-0.06732444047491098,-0.05672912757963919,0.013067435107740506,-0.08390530993971732,-0.05957888121625835,0.07713458476512458,-0.04076864650947362,-0.0808995997712745,-0.051577019649640524,-0.09760476381579755,-0.01300820257344878,-0.09221131832419198,-0.044258247049157616,-0.009955105779188102,0.07689973192296118,-0.0393203454054225,-0.06573187436366541,0.009296299116556281,-0.03891860555623246,-0.07726196208995091,-0.1250415787805202,-0.01155791335905159,-0.10642324079278506,-0.08757241733171872,-0.012582550390042033,-0.02045753569137182,-0.05507779195924056,-0.08131520121071309,-0.0005547795280824814,-0.06633537889991001,0.171686786566586,-0.10243985644779324,0.4076701145897943,-0.015402792350300083,0.2516646389349124,-0.06838853530339324,0.019515459894705038,-0.05851015894152517,-0.051262985879199925,-0.04584683457397809,-0.08426917774192622,-0.005646718727749076,-0.0285364236350655,-0.07739226829288368,0.0683084507359475,-0.01781889514696015,-0.05838359700213757,0.06622347229918268
temperature,0.3043442374729404,-0.09670988359799762,-0.008267077170359047,0.31619455553742415,0.34454498376057663,0.198735890158673,0.34798971917429145,0.2000556090756029,0.014732597951768612,-0.08315741357363383,-0.059144714668801814,0.05507690280366764,-0.26220285479070576,-0.2093168605737586,0.26817101638094415,-0.1580110958591236,0.07838266753055942,0.11107903850873681,-0.3757368458169925,-0.03654621179809944,-0.2440113514041991,0.2308165706833074,0.29347488221336304,-0.06904220380623041,0.10455551964655721,0.16815976559763585,0.248601771267,0.13944439294615513,-0.0397158012228404,-0.024751985478939448,0.0037934842857910824,0.022983503154583685,0.300047892104909,0.23762508567689614,-0.3993625197902135,-0.16155709525491718,-0.3017393616684873,-0.11160100384307317,-0.2989690528140877,-0.022532159349931268,-0.14001902303650554,0.24074952596429733,0.12619902721982754,0.2813569887033158,0.25408265501828564,0.17885493849884848,0.29108627266137665,-0.07553499084028893,-0.059223179250668,0.3430729272979123,0.013870605691488902,-0.16348364169963406,0.28848888597033945,-0.0644997265538094
salinity,0.2661726871121245,-0.30834355222015136,0.02252679157356051,0.12201113829361886,0.24044776002580204,0.1491775177855304,0.23491189041346558,0.11941512490245007,-0.08923011275298051,0.12353548342277484,0.14048855353621725,-0.34397545006686064,0.030019611974074576,0.029717581953077787,0.06775208010845656,0.2082944214436787,-0.03944857243401763,0.28473076226690286,0.09065811568483652,-0.006869039493133215,-0.13790971110799888,0.07418220999744253,0.17738317395415318,-0.004284223240185262,0.05466586608237414,0.24517616515691223,0.24633226276976367,-0.3480908698178107,0.20068216722855592,0.05599622208570598,0.008065044279117405,-0.1527281016679941,0.1504252252176775,0.19671712890358936,-0.044095785337828916,0.3147231190038117,-0.3549006286209824,0.09469680241517581,-0.5709660218006504,0.058094055365363204,-0.3903114252886388,0.1458306216167925,-0.34653818814918425,0.09952839513975215,0.14899412402781825,0.08521228571772452,0.18269884132803532,-0.20651845924076395,0.05716881478756262,0.25821577597101575,-0.41926864462106295,0.05783907267588131,0.17232290592101482,-0.08598352782347432
Chl_a,0.0597008352994443,0.1671356060508029,-0.13638308962253293,0.17094718542804044,-0.05904966349448179,-0.09759294139245511,0.03644580781697696,0.09746577638332082,0.02834342824723612,-0.18079110230439072,-0.02209609999562612,0.269988909194811,-0.1134863265017463,-0.12926753553613435,0.14197234084192623,-0.20498323795197637,0.027828249227379906,-0.15107784233285843,-0.17560836872566293,-0.016192645582558785,-0.02732611501875505,0.16009118169797243,-0.030527959429162123,-0.07060516546931392,0.025559027011754436,-0.08428241449093213,-0.1005790885912836,0.25029275097726655,-0.13510499004453083,-0.11658951479835819,0.13562191540290347,0.17958263416208642,0.15147572489514743,-0.09138133366382316,-0.16742221889110875,-0.1419462641445285,-0.030109940601953857,-0.17099736153220807,0.1327090981322936,-0.026305648258444714,0.15830177003690382,-0.08856528175531994,0.05636883702397801,0.3860525061262228,-0.01182997722384051,0.13019719421444803,-0.10064157211518644,0.13140988643331591,-0.037076464259549004,0.06296634435978166,0.12443150192072434,-0.0672978981258413,0.14823649683543366,-0.013446548008481898
Phaeo,-0.02369999934316236,0.04365323071831684,-0.08692035159554093,0.07608832863249868,-0.06649110733078098,-0.06459993078827843,-0.024357609823399996,0.08616032337636384,0.03680397034906438,-0.11442257574842221,-0.022332030834907576,0.15132357595085594,-0.06813870632718952,-0.08581603407517155,0.14048165278447838,-0.12580287948301963,0.12151340009941741,-0.10376375303587099,-0.10474817088067606,-0.013799455108817194,0.041958479885934916,-0.009947507546037357,-0.008379770261521643,-0.010733781036343728,0.02209275841729295,-0.06340381866425553,-0.0963194102691696,0.3919881051401092,-0.042037824749666594,-0.07356361502494288,0.201642717002938,0.15133138393831339,0.34432807563230544,-0.05535991900255102,-0.11095191346925762,-0.08120254157548909,-0.04340789887809171,-0.10045138449147413,-0.0016775273523203158,-0.012489083280008865,0.03425365229791801,-0.06680863993237152,0.06357066754837662,0.20040310029394107,-0.03263859057891086,0.09221893684475452,-0.05873817101534562,0.030470721670462282,-0.011166858641971124,-0.02941691651047503,0.09869374394414193,-0.03130788547145219,0.0010099336309285067,-0.013340703487313366
Chl_a_conc,0.043675514771456495,0.15215719109881867,-0.13809753594969346,0.16416862777076216,-0.06763185832192001,-0.09947220183231578,0.023976038843550363,0.10522294397860837,0.033790975291999335,-0.18284642045933924,-0.02461511121293519,0.26774635469386354,-0.11377489142274368,-0.13182455340228394,0.15734071991718776,-0.20624564844742874,0.056372222573553024,-0.15500864136198245,-0.17586758752105808,-0.017341498261584796,-0.011538982298537101,0.13168178635432037,-0.0279024882608956,-0.062183771777762215,0.02745696858725702,-0.08797407467577562,-0.11059633341359881,0.31659622849217295,-0.12483106747035916,-0.11785360986140808,0.16862614773361173,0.1918593203684733,0.22069870209870496,-0.0917477228175193,-0.17068136190775418,-0.1412139915946625,-0.03706797039718894,-0.1708296565790066,0.11094339365936322,-0.025474591398774678,0.14218820116231132,-0.09249422980750369,0.06458808981060166,0.3785067043954779,-0.018797553101079154,0.13434445952521307,-0.10043878221367131,0.11858678141042653,-0.03415664837801745,0.04486349850540546,0.13126366525678365,-0.06499710822427518,0.12470758208580994,-0.014911726520722304
