,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
PO4,0.13031026870905993,-0.007600790808058944,-0.1785593459363483,0.20674337156810996,-0.03660489894385609,-0.10373528577606575,0.07758638637820628,-0.03345967624935721,-0.01728392922704184,-0.061590363315205135,0.14964791361656113,-0.10667338514442533,-0.09381501045209414,-0.04849242657457764,0.16802906041159946,-0.11179038936407702,0.025417513747673398,-0.09783891097530689,0.034507392941849686,-0.005397938865690071,-0.014853023886931459,0.15310520221095397,-0.057278376968627684,-0.013452733811888364,0.11793724167032404,-0.061789027851353956,-0.13122712137287837,0.06397665268141858,-0.08791406099960576,-0.13712383457967983,-0.0033812899123181776,-0.036718080819990194,-0.10229214321148539,-0.03229293041407483,-0.04448368295461096,0.014663509055708554,0.11038277393749542,0.007283628590012108,0.036352685005002966,0.013166256297952372,-0.04923158647545112,-0.0008610537418583218,0.10011226560575989,-0.026414964870610014
NOx,-0.05624935237750303,0.01584539835761537,-0.003496801772749741,-0.07467547185316878,-0.09840186989786491,-0.07378191251089519,-0.06732835668085062,-0.05428043455629693,0.012973283266446563,-0.08467157178438076,-0.06285477032882852,0.10915381703730018,-0.04295451456022789,-0.09334373775312992,-0.08255335359171762,-0.10071978278330242,-0.013274526297724052,-0.07516033894208492,-0.017942149222747922,-0.010033778618103976,0.08237542294774464,-0.04058346114061665,-0.06343774484311145,0.06124754202461184,-0.046817611001252785,-0.07812974159350528,-0.09278753231952841,0.05503594021020805,-0.10893625021571907,-0.08821986003542612,-0.028816116030001046,-0.021163245613183987,-0.012982142195773521,-0.043894429999813085,-0.006203580013262311,-0.098505711939244,0.17640892788604,-0.12522476403681165,0.40548446131651594,-0.015906672296575344,0.2515167758613484,-0.051422433742432334,-0.01476805137954311,-0.05918142602470429
NH4,0.06271681493033185,0.03320202141949238,-0.07510087522327051,-0.015956157236756502,-0.12728736302423355,-0.11190276712465949,-0.06995489588784824,-0.011625372202039953,0.07771420523158606,-0.04992078864280865,0.1647150624146373,-0.0004356513812885342,-0.11789120249736804,-0.10317251885283595,0.03439290896289251,-0.1380457749480553,0.05995304848828781,-0.11055821974379912,-0.06253534796531904,-0.008989107979430313,0.1284003890409592,-0.08073248170474992,-0.09116300106740494,0.001284304046552007,-0.021869020399936424,-0.10126651429344283,-0.13802039403804756,0.1318050558580203,-0.15023544348352963,-0.13082335042567247,-0.043817582580829795,-0.022084735423616733,0.01897497380974652,-0.1043896431456412,0.00976425402860693,-0.027808654006990646,0.4661564294286039,-0.058817370059421614,0.16875678306122216,0.004110793303556819,-0.004257295485213673,-0.06533356913706889,0.0578291130971645,-0.07782490952088604
NO2,-0.021412148419939603,0.02497162026148182,-0.02608170084126704,-0.07487851741737162,-0.14100757741857808,-0.1108477278979818,-0.08038013107201511,-0.026711568710661576,0.03160555503734905,-0.13292813180227703,-0.04556221746771593,0.14245437462081595,-0.044340826789901776,-0.0768190667486838,-0.08883705698974115,-0.10872466464996468,-0.01809711965954249,-0.11027328677219148,-0.002136242838190793,-0.0035374088834438907,0.08590720319973255,-0.05413924859964024,-0.08734624389031814,0.03644922740023209,-0.04616182828191769,-0.11117277289891925,-0.1354767472835583,0.07508683948500817,-0.10465037943285241,-0.12784980748989275,-0.003309955839323759,-0.04570314616997073,0.014968699688613935,0.011614279051729341,0.008302061775130187,-0.10670841717617005,0.2447580583383871,-0.17424131920570174,0.2779569431115607,-0.004828830536621391,0.17195607227844112,-0.059558641562518916,0.06278381603178346,-0.05895040028037589
NO3,-0.056692335921133596,0.01565162284980273,-0.0031080411227554445,-0.07448225249102483,-0.09743514173564402,-0.07297094109985611,-0.06693769899771607,-0.054606170779881225,0.012626918321654657,-0.08364469617671802,-0.06298586778907277,0.10831627089068951,-0.04282201873724728,-0.09338442518321358,-0.08223783560297354,-0.10032914098569251,-0.013159671260870944,-0.07437871073498657,-0.018162396967464148,-0.010117542986749311,0.08210664391716163,-0.04025230412588457,-0.06287436842087187,0.06150896977974596,-0.04670964382934922,-0.0773753815098141,-0.0918336696588174,0.054558802759877914,-0.10873145205886267,-0.08732906329031537,-0.029171881205740335,-0.020696699128490845,-0.013419271886829755,-0.044716506218527664,-0.006431793772283487,-0.09811737034789919,0.17481092918508695,-0.12408203060427561,0.40659881635821066,-0.016052568705970785,0.2522156830546689,-0.0511548831589081,-0.016034919518033413,-0.0590348891761574
temperature,0.17755006951732338,-0.088499193911048,-0.05555244978662363,0.3531490872032771,0.3450310463110092,0.20168222289086193,0.3462774603015031,0.289895911651295,0.01629953426762129,-0.0802136599614523,-0.0463853183905881,0.014967306463296805,-0.2607601592465619,-0.20751911299289388,0.34260300405667954,-0.12267933678880166,0.0049505744114779785,0.2601451459963726,-0.16566520281917171,-0.03732478175252464,-0.23895030759203492,0.23285317082679147,0.28299934421909956,-0.05761656043276586,0.17872145129195643,0.17134411260490895,0.3133172375299206,0.04539186740141167,-0.05425121434558788,-0.037593874471868155,-0.05889660198283453,0.022804323582450742,0.0808809455493888,-0.3541532703774255,-0.40907870551006287,-0.048368382750774874,-0.3018491674988215,0.3514498909229957,-0.3005358229968408,-0.022550118591186035,-0.1406122757433338,0.2501940188327687,0.18723792361840585,0.2964737249885438
salinity,0.12202268790318124,-0.23234293750941082,-0.001741254008042465,0.23517776535988877,0.2418472190314346,0.1464565677110209,0.2338960110744987,0.14151044216206907,-0.0906351622190954,0.11566240816450052,0.15061120482350257,-0.3691983200974611,0.04785585963054159,0.04446778888343815,0.13655818151271804,0.16180531729799644,0.007574520907707138,0.15815660803013792,0.05827854846628497,-0.006954479910228455,-0.14340576024403634,0.07465178854494428,0.17489885399978602,-0.08063586342507925,0.08646924867599597,0.2461721522745379,0.19464808048669496,-0.42810391553786137,0.20929594088057796,0.04770730684634971,0.05740358113482785,-0.1530506242573243,-0.039535979067878826,0.1183908159041646,-0.037846579783796255,0.36773852119560135,-0.3649548854571751,0.30234908895813667,-0.5691828373508252,0.06224506593616515,-0.3893677639451343,0.14669324739272535,-0.38675666791348356,0.08657465240921924
Chl_a,0.07724676129557127,0.14540553297931735,-0.08498684622686509,0.1446818051004,-0.049960325567120434,-0.0992570521554395,0.03718796006881591,0.15185390220551762,0.03171518666743701,-0.18165471676073913,-0.019298150368027372,0.2727403610493848,-0.11381024559934749,-0.16097457493341916,0.18117661368083923,-0.20072183982996344,0.14097446694132446,-0.08877374057111657,-0.06839261395180664,-0.016161547698997924,-0.022410165727602058,0.17231820012963295,-0.05127754624478627,-0.017941573505516353,0.13613552265217121,-0.08500457390643192,-0.09779206954824948,0.1107590806758968,-0.13725481993884903,-0.11573299470161888,-0.03774925421897485,0.1800293140416901,0.03142028811593412,-0.17173353850957687,-0.17578245982431953,-0.17880162315885265,-0.02299522859339405,-0.10259164027411202,0.1296713309929891,-0.026149537345896017,0.1571985316391723,-0.01010881288168261,0.16483947092796586,0.19444683285863715
Phaeo,0.04714725981353189,0.024639799840596364,-0.027740360496390774,-0.015736518667371687,-0.06001873174064059,-0.06559485612830998,-0.02401411502298763,0.3472115401424468,0.03861162182941709,-0.11559950214495754,-0.024923297122551324,0.15447610770436204,-0.06773651931953742,-0.0987313257412275,0.06384293940290373,-0.1244381690122171,0.2069766266473542,-0.07136437288284622,-0.03207519672508925,-0.013840923377671534,0.04395597669996758,-0.002752529106109419,-0.033176654857183185,-0.015447489493503105,0.09257357594601331,-0.06540956464827939,-0.06526230604089242,0.09376991044162522,-0.039729336910656554,-0.07430307360066708,-0.011720475277777505,0.1517319265035715,0.12657722914987984,-0.1008147294274652,-0.11568430131918395,-0.11309367738648864,-0.04413499146724727,-0.0837495641084439,-0.0027863832005292017,-0.012103952955204323,0.03334335012452971,-0.03068235849435949,0.2404394496949042,0.18143809136736044
Chl_a_conc,0.07765163001073824,0.1287509225809564,-0.07887640912421574,0.11717404507577564,-0.05824365109719453,-0.10113939505294828,0.024692338945262883,0.2217995273232493,0.03711240808674794,-0.18389110394438385,-0.022970436843288127,0.2709124621312309,-0.11393753131899516,-0.16194899118463812,0.1694286460427732,-0.20229776853480608,0.1745683121774676,-0.09390690811886793,-0.06612450015760968,-0.0173266599883546,-0.006869742505788968,0.1439001518621575,-0.05205695150693773,-0.01925732445631899,0.13942557990744203,-0.08912518963691775,-0.0998193075735745,0.11844901504227945,-0.12600851960218595,-0.11733552146185526,-0.034871809648884415,0.19234309263588253,0.06076319625897554,-0.17154633374265854,-0.1789848313110053,-0.18081537218781252,-0.03129324880974393,-0.10887076419611989,0.10809216850912409,-0.025238916731700867,0.1410148076738705,-0.016821301730495584,0.20369227601645423,0.21251601308891482
f0,0.1749041164958206,0.13788868824485878,-0.10960391530637417,0.22872202517856993,-0.07064576400794942,-0.16223839491835873,0.0571727540915001,0.14090177223986647,0.09749452093257455,-0.2820217418479963,-0.025238383552264876,0.34478195198931816,-0.16827857485044465,-0.24836305519403837,0.29818140597305626,-0.32288247198822284,0.11510740701373665,-0.1428476679368112,-0.1120665803576946,-0.026862187655750144,0.0014347321139332667,0.2273106849506399,-0.06916641424332028,0.020584487012970564,0.17782608933498756,-0.13643953568780953,-0.16751443086278628,0.2120148822662957,-0.17821166492161522,-0.1879450975570744,-0.04353477094441602,0.06915090592494748,0.1046681153370642,-0.27479695080733135,-0.27709444485125817,-0.3034961160010873,-0.004715117423924912,-0.16687788973884862,0.2732967463654506,-0.03557429192038627,0.2635940662234061,-0.007079805784489166,0.3184881686849492,0.2844358246203833
