,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
PO4,-0.012165094492427963,0.09963540015998476,-0.034736334539352626,0.27127514332103886,-0.033451238784046704,-0.11786619719138253,0.1406599464131311,0.013778794609450043,0.025778000161870866,-0.050218156437409234,0.16212941671365397,-0.03785998095603348,-0.051750260081486026,-0.2126528498461724,-0.016698480033722797,-0.0226640914139431,-0.08751904910378752,0.013665662933145684,0.01287969617812964,-0.007763545839948865,-0.017684775775453698,0.1770475328207955,-0.2083212272667133
NOx,-0.10059871813837265,0.351175669423151,-0.029066674240154,-0.07755683139405548,-0.13492697518388355,-0.08480008809700695,-0.10607681510003455,-0.06439332326219346,0.20001273497350977,-0.07218691693219757,-0.04141174987143337,0.3223523374141796,0.019057718501392335,-0.11878524767607662,-0.06694189723107068,-0.05987735536613751,0.03567710497766394,-0.09438450459741847,0.0005048836504044662,-0.007657914627293226,-0.04619058769714348,-0.05442561911919426,-0.09997666753715309
NH4,-0.028062535496178972,0.2882087382342836,-0.02880050714956324,0.10933038613243581,-0.13838977345229622,-0.1262652930301174,-0.11301705343732979,0.02529561567786943,0.23957626037859225,-0.006232161628972902,0.20847711479686343,0.05749196376235929,0.02274078928715342,-0.19117576454599777,-0.09778004256318698,-0.0691161057983245,0.06499527932056759,-0.005636504101226398,-0.03668890199842462,0.02017951081708303,-0.06507056913021295,-0.08323109690281186,-0.1783639129069241
NO2,-0.06904344062048431,0.32624142007225354,-0.046993750131824934,-0.06617175524394414,-0.1640273077160596,-0.1257625845893065,-0.12368436029485735,-0.017540773363498963,0.18996393179693066,-0.1111933059917775,-0.003444933482616608,0.26688992632000585,0.05012545482895879,-0.1658860847925132,-0.0493069949051705,0.0035125246918399633,0.08664734829866969,-0.09355213652425895,0.03893378092271492,0.006209455424143144,-0.017478014574942736,-0.060131710472977926,-0.13002608688030204
NO3,-0.10087377674627684,0.3507024672834763,-0.028691265623384407,-0.0775511979369936,-0.13409456768091113,-0.08389557029124578,-0.10551104265622437,-0.06501770243567209,0.19967337702629082,-0.07134735955575669,-0.041945085808810956,0.3224658727207468,0.018486726996693625,-0.11769110362745534,-0.06706836459528093,-0.060791366920603,0.03472911609121182,-0.0941586057982323,-0.00014276474977848374,-0.007871696291732498,-0.04655612294166708,-0.05419130927219082,-0.09921713053033164
temperature,-0.26834092366859075,-0.18122458876103176,0.03667229275791367,0.3811974728356837,0.5521535417028693,0.25211928853532134,0.5379884908651177,0.24307014498922636,-0.308176756825868,-0.10296107723833484,-0.09518044486589425,-0.18505369675576683,-0.4635470196309531,-0.016901074414145432,0.38902887542017905,-0.30743873420630974,0.0764930323013005,0.00598850729583924,-0.2600824860916661,-0.046185278679058056,-0.09423560403644735,0.2917544923881422,-0.023020692318124515
salinity,0.07855079389250036,-0.7508822226270624,-0.2190284692248786,0.1285883547406848,0.3699521370939296,0.16650049985087376,0.373810143118691,0.12075522059006664,-0.2556096014985293,0.1290136475281442,0.11086204304282163,-0.5647955039789214,-0.02706807871296637,0.07968017677338218,0.06900978605764975,0.1858860388025042,-0.17656412072152272,0.41108897465208205,0.03160442707225367,-0.017150811366686006,0.1091273863915867,0.10219925046801466,0.2005111684680755
Chl_a,-0.21958524596030748,0.15143178829100934,0.22733139942075462,0.21154929753756907,-0.09135712049152477,-0.11204275390089719,0.07557051053983468,0.17532168604543183,-0.037360147285793704,-0.2161416443685686,-0.009809741157303455,0.2767577435967262,-0.1877911057460837,-0.14824889978051148,0.29031415654827303,-0.20680545374034703,0.08232672328813434,-0.17490733470128278,-0.08609586117298758,-0.030056038279836564,-0.06343555873595166,0.2232962756585616,-0.17560464545827015
Phaeo,-0.12981595118766395,0.062076701244445594,0.13702143036241704,0.057927518433880956,-0.083326253626378,-0.0767652214305353,-0.04749267460990543,0.3335150109502488,-0.01219194308396161,-0.13270573991329682,-0.026551879662576966,0.08884850921347745,-0.11884969679993594,-0.09112367408766836,0.25786999894429075,-0.11783106587684707,0.11765517109046533,-0.10914334065846974,-0.03266169588695862,-0.025242003902129516,-0.014087241966627664,0.03144795215819833,-0.05389834948138642
Chl_a_conc,-0.21959318160017974,0.14398029105985294,0.22805305638390183,0.19331710130682347,-0.09932523960406388,-0.11490675821238477,0.05053294390393029,0.23777788991706633,-0.03467327162759163,-0.21748763379403646,-0.015448093060301173,0.2564551634450315,-0.18992514017252285,-0.149199927192851,0.31375418029472035,-0.2056094917511394,0.10107132819250153,-0.17647319462652306,-0.08114436164452321,-0.0320874468824833,-0.05707649714315817,0.19598387185850774,-0.16204967700715953
f0,-0.3280719363362111,0.33570519335809224,0.1552698513758594,0.34358211683330164,-0.1255144883985381,-0.1853818967551692,0.09113973057131292,0.20188342283283595,0.010326175146203721,-0.3320989020289486,-0.042748063543413886,0.3976815034837372,-0.290172362167436,-0.2595107036898623,0.4006089755978603,-0.3289673237437766,0.17516865977146645,-0.2999420816579449,-0.13719989832069238,-0.04715864773383635,-0.06632243293313826,0.28714851184191614,-0.23308260220221752
fa,-0.3246960837366918,0.32795396953958467,0.15133930427191863,0.3302705802952418,-0.13101322725938877,-0.18823048185622704,0.07195463698346041,0.2449744910943962,0.009552427483068202,-0.32969942125493007,-0.04538641615502803,0.3719852578638765,-0.290200906495279,-0.2632203576456365,0.41478933945546737,-0.3241550460523599,0.19615778135993073,-0.30215630306029717,-0.13403672109578274,-0.0501676304336484,-0.05443321366016517,0.2597772117502579,-0.21571184450193542
