,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
PO4,-0.18559003061960552,0.10228037389381542,-0.03596062765598678,0.275872575284726,-0.012375442483330956,-0.11695223249585837,0.13473344440753474,0.03535256188538934,-0.0010346877579486,-0.04122058449740753,0.16814589047053535,-0.06869595166287455,-0.058494874538387406,-0.192215957518501,-0.01184022131096158,-0.03172687731482153,-0.024525373765471883,0.04750715008150376,0.016160660531632343,-0.010178881575484184,0.031005130986416544,0.16289599896556262,-0.015543617796021002,-0.13626698807695428,0.16701834846039973,-0.05657425870627623,-0.039584547787074736
NOx,-0.13814057812404168,0.3219480561537314,-0.02858932647398548,-0.07666874535867224,-0.1388302143759409,-0.08562853404876117,-0.10946256070157967,-0.06933800661308079,0.008881443083738116,-0.08475770894094024,-0.04770330211125402,0.09208975101865746,-0.0019851686297370605,-0.11595075803843212,-0.06852353145408946,-0.06312780156431719,0.3883972955054449,-0.09335047269347826,-0.008181516888547399,-0.008846039434167254,0.23496021624466157,-0.05253805974226447,-0.04551281671106902,0.004799495382406832,-0.07416943443548735,-0.08441951490357696,-0.09736129643292994
NH4,-0.2166431710009128,0.2851143758231143,-0.0296380968604103,0.1167951892441849,-0.12958517318226487,-0.12650700783140195,-0.11537502988232778,0.03799437432224531,0.08945366671276728,-0.013558201099054513,0.20144114615583977,0.035125816723100896,-0.017807338460496515,-0.18517353627096,-0.09134937403666843,-0.09227019065006034,0.05605814209932901,0.028641258975321094,-0.05585583210446893,0.0057251072833869945,0.29259326028765276,-0.09941916358227923,-0.06356311034793427,0.004365851341054668,0.003791436910797426,-0.10562265603259603,-0.07363491011963574
NO2,-0.15278059506103603,0.30578294258034283,-0.04839154844725368,-0.07206027384117378,-0.17109468314490228,-0.1274481154741106,-0.12897556120927456,-0.024916003151942437,0.04263364708420137,-0.12786504139447447,-0.016880505324764785,0.15564593374549524,0.0361237262049579,-0.1580426441004491,-0.057754402624540964,-0.0018644575884424702,0.2709938570746091,-0.0778474803688573,0.030401282732849078,0.004213614911896148,0.23335828770285189,-0.06557512801495922,-0.01593475379134903,0.036788397491367,-0.0503949463600668,-0.11394300216403216,-0.07689548214946504
NO3,-0.13754322169027924,0.3214016476127776,-0.028183591620261888,-0.07655138825209815,-0.13793466589298967,-0.08470749459536672,-0.10885613332270679,-0.06990893655658634,0.008291164704806724,-0.08381722320842117,-0.048100485930368836,0.09078668437160753,-0.002621105646138031,-0.11494806786383763,-0.06853049803042499,-0.06399778354980416,0.389384796677484,-0.09337395860711535,-0.008809675487565881,-0.009043215626772018,0.23438995709583982,-0.052185242214597784,-0.045894631997434515,0.004249250502203936,-0.07438079782610245,-0.08370836588710398,-0.0974580614660985
temperature,-0.04018740311816858,-0.15618960215445898,0.03490586646118182,0.3839755032868164,0.5584282183840481,0.24975217834529828,0.5412566031510941,0.2467617989808792,0.03166349059538681,-0.09307200827050789,-0.09050575320262835,0.005924162509370615,-0.4710991892288814,-0.08653052278339349,0.35346711852711155,-0.31353320283286507,-0.2170861470740364,-0.10357793481780908,-0.26318077894450526,-0.05864181745111782,-0.3693951210644634,0.3086744226069873,-0.09281175120623894,0.07121807001949525,0.26104160902111473,0.16408475354416402,-0.21318468606772178
salinity,0.25865158462726257,-0.733825862586977,-0.2170469928348746,0.11742836686800395,0.3736570008163169,0.17218760688760482,0.37783645115560743,0.13472046132559515,-0.08327003282587175,0.14452903208511453,0.12041673284645821,-0.4242139042240439,-0.017956643503443556,0.05339598256300741,0.07978942071851271,0.16298258412048117,-0.5136006241768445,0.3953678529279583,0.0409073193584925,-0.017910288011216923,-0.30305039754382135,0.10382117986090164,0.09778023350499096,-0.03679450607446544,0.15533320045801288,0.29353745269826276,0.057935497239918636
Chl_a,-0.20437011865312493,0.14075669707339145,0.22305823878093672,0.19486919623706062,-0.09066889837095132,-0.11278068832570731,0.06616716967224742,0.1485341685564176,0.04325971632575218,-0.21613243757191075,-0.014250983858840894,0.3179676092255503,-0.18934280432024753,-0.1572742987304407,0.2645132773545267,-0.20360566238227593,0.17074914806760866,-0.19397709364519652,-0.08912110071295459,-0.027634752595520548,-0.04682470346278598,0.22767334069840933,-0.06281156401111607,0.013424956460462018,0.2254358567691508,-0.09388467472938132,-0.1874303532481434
Phaeo,-0.06994465753219262,0.05886744646280684,0.13450444719630994,0.041189936923953,-0.0882273904040771,-0.07754387146310149,-0.05202641252520178,0.2837771283632522,0.058515802934196406,-0.1339308364566174,-0.03031265381640668,0.19139919766687358,-0.1225603908360141,-0.10248656871076507,0.22008398292723852,-0.12099753917825537,0.015834930922791573,-0.11707100219646996,-0.040288903724105415,-0.023244783383983884,-0.013509636211181357,0.004166781021622418,-0.017483336111863215,0.1061570523593123,0.14859030364472753,-0.06883726847020807,-0.11356107083572327
Chl_a_conc,-0.1905555235907329,0.1341474837977401,0.22378225542933858,0.17476819651166403,-0.10007906149880874,-0.115737739936747,0.04140784070496455,0.2017791214690871,0.052210689046737035,-0.21781273734765186,-0.020197896881856414,0.31890847554187296,-0.19223578695516105,-0.15986310967020723,0.2818306801895956,-0.20378377314695995,0.14763285927090153,-0.19463457159491482,-0.08575596460518667,-0.029512361513629903,-0.042976031318386815,0.19224638534811686,-0.05747534583643541,0.04010977548898634,0.22960490328268918,-0.09751058753440955,-0.1881855119451659
f0,-0.287483066083188,0.32060038077831954,0.14874903954220786,0.32295564219020645,-0.12428396496884885,-0.18710475680416813,0.07724585155110462,0.18269965148961345,0.11595393357107463,-0.33578708121810297,-0.04979605269357311,0.3588176716137863,-0.30033941849289064,-0.26957430962848405,0.36611350429447936,-0.3279116402577339,0.32444609627057264,-0.3394449335672677,-0.14670768270536444,-0.04430932803296983,-0.0018874255044544325,0.2924002846722479,-0.06981986295979761,0.08747009033797361,0.2492858086983291,-0.15285923324107126,-0.28627517703104405
fa,-0.2688327375428683,0.31466055538607124,0.1446111541582248,0.30843569985518926,-0.1313205629505082,-0.19015942072655934,0.058123156981634325,0.22233428330546173,0.1302181870948413,-0.3341730057077378,-0.052635994342492234,0.35646591622399604,-0.3019034555378408,-0.2741785558540187,0.378622760065314,-0.3253669913169072,0.2959108491498761,-0.34019211750269807,-0.14515083611501728,-0.046955517061370806,-0.003042340075333416,0.2626730676004275,-0.059471483503167076,0.11141265727123102,0.2402277171952377,-0.15812282538477376,-0.2847105174516127
