,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
PO4,0.13386804149497625,0.06600752434046747,-0.14418509910054694,0.17262673870895484,0.2093348605155899,-0.10393381374014225,0.07494424779149597,-0.04027303246268121,-0.018800266189893607,-0.060728123680480965,0.15105347481285747,-0.046370277622146815,-0.07865850167433622,-0.0443841173563731,-0.022496240479390424,-0.021424831643383956,-0.07543834607120706,0.015060059500121983,0.032971976438420404,-0.005560387786904682,-0.02322485089656405,0.15381815855756584,-0.05135809966661837,-0.12958392844786332,0.11871783123088302,-0.06035509885407525,-0.10061684470378152,0.05780350323567122,-0.12028953113140682,-0.14237462443796237,-0.0030278477409566235,-0.036803005802425515,0.026849646297447082,-0.03288530407304112
NOx,-0.05717483615590133,0.04414375610926384,-0.08991343953606698,-0.08317323673658397,-0.07600717778931838,-0.07361466551565193,-0.0704257165791492,-0.053673685804420675,0.008619261571616042,-0.08459591765157032,-0.06237682774490926,0.22785762124462558,-0.023892788448467366,-0.0950863479976381,-0.06232082484040875,-0.043554542068924826,0.07548208708053894,-0.09544160703699114,-0.018385184525052587,-0.010058792273428829,0.09268424263930294,-0.0408358712648072,-0.05980832509712421,-0.0005633493924329224,-0.04721595168636341,-0.08090471953952841,-0.07179807076964624,0.4149676614480196,-0.11345501760090979,-0.08950515338145379,-0.02872744338878143,-0.020992670931110936,-0.0137060740697874,-0.11825147499132267
NH4,0.06264431549806165,0.1040207773041536,-0.13737072699736613,0.03642310613300509,-0.01392597059987076,-0.11235955494480686,-0.07407912558680901,-0.015263204474150766,0.07349086673694744,-0.05167569431493093,0.16738425750191455,0.001569104208908558,-0.051495730638183926,-0.09727487357050701,-0.08008909970956707,-0.09410207631140177,0.02282383005587727,-0.024148370055535058,-0.06361977135749289,-0.008947964666537342,0.11450702299598335,-0.08073108103550347,-0.08955222975696722,0.007738034275030278,-0.021577119414337174,-0.10213531210767698,-0.10833164320955635,0.2719616285349648,-0.16648433275244545,-0.13719336322178438,-0.04384391390502072,-0.021643701370321948,0.060211574973393855,-0.08721855704150203
NO2,-0.024549157688678755,0.06483274782508454,-0.1178529826841452,-0.08674749730436848,-0.07679284079790728,-0.11056584831348636,-0.08507893717992772,-0.0257958106516648,0.02765403181810918,-0.12994314780941363,-0.04477003672565723,0.15900735869591015,-0.017020744149809103,-0.07879173668980062,-0.06009399883039752,0.016344731962610385,0.13019729940996197,-0.1020628435160171,-0.002996211911142089,-0.0032987490946900975,0.08858236907640615,-0.054079577938318024,-0.08362278090970546,0.02276504703458229,-0.04590857792161454,-0.1117642938885316,-0.10672436436225483,0.31706765734771264,-0.12148802262453234,-0.1320798432086074,-0.002948564943428251,-0.04618300209421189,-0.01736925732665225,-0.16978717207940985
NO3,-0.05757827003325325,0.043683570980658094,-0.08921496807044334,-0.08290171537723687,-0.07580077411270095,-0.07280604729326882,-0.07000025031933689,-0.05400616167856714,0.00827719340245041,-0.08361816858812848,-0.06251442541448869,0.22843651626721379,-0.02394764584565808,-0.09511873664875148,-0.06219987741425831,-0.04445133047104137,0.07436993554331878,-0.09508765348131852,-0.018597293468637997,-0.010146927990443238,0.09251765775390672,-0.04050932182040199,-0.05925575543107639,-0.0009542957255848378,-0.04711793165379854,-0.08018003147620922,-0.07102812798964922,0.41555958493860606,-0.11303153337002696,-0.08856155989701325,-0.029088021003301875,-0.020515617907860054,-0.0136096231677777,-0.11708409432898559
temperature,0.18313022696092102,0.057264337431017935,-0.08168161999058392,0.3506798420044872,0.35756499983703655,0.20472473150264872,0.35598101932312054,0.30124294409612534,0.032264790503729615,-0.09973678553076883,-0.047607517582276784,-0.14587297634074145,-0.3765367041142991,-0.19436613042457546,0.31235685391184986,-0.36246541621375217,0.005049856516387825,-0.050270430845062,-0.17051986656034107,-0.037450044954139144,-0.22001557632324975,0.23393156372856827,0.2862360784887873,0.04585101491843254,0.17943379781960644,0.16773278436350864,0.2534939695420595,-0.33278834730919427,-0.012256943810665968,-0.01017260396290642,-0.06009070225871059,0.02104521469075987,0.006409305783855528,0.3595437799484052
salinity,0.12829811048092066,-0.4176361874933744,0.10123447343360308,0.11585014666275786,0.24209232392191327,0.14658517382414482,0.2402386099315572,0.12915802037040183,-0.09550647651690153,0.1208635297789353,0.14867123321602846,-0.3940607470473247,-0.011375857879089304,0.040598355988818294,0.0866696700514783,0.12149661592270543,-0.37905834644975317,0.3597209945827448,0.05988858693527135,-0.006853748990942198,-0.1477066406354829,0.07321626066629314,0.17358678339194689,-0.034907189173354,0.08525110363848318,0.2586501431702052,0.15737280445529836,-0.6132321939126887,0.21643743161321205,0.060015280439978426,0.05799694341550131,-0.15295268222698438,0.005086668582079495,0.28773793775393275
Chl_a,0.07795191118878335,0.10443198555264832,-0.17150388374717213,0.18284162494341136,0.14068927124100394,-0.09837254802997847,0.03465008096666079,0.15797903319642148,0.034857404689562436,-0.1897858468676054,-0.018906758796715037,0.160093721186698,-0.15815016732798265,-0.15843063746231106,0.1976371043973923,-0.17468417275918616,0.27654621361136444,-0.1753578702508552,-0.06941623635956903,-0.016258933372960638,-0.029192154753130604,0.1729537064611608,-0.04987325425923601,0.0049490524408251245,0.1377270799270206,-0.08840253806890971,-0.09082031237560265,0.12340828928587762,-0.14490454727889743,-0.11600761486181535,-0.037836355968160464,0.17910567956342455,0.14256459313789174,-0.11351891760715818
Phaeo,0.0421898579774139,0.09403318278817263,-0.10654968257976613,0.06967256567613045,-0.01687550278245493,-0.0650963015348757,-0.02630144794804358,0.362517281231007,0.05168988324428017,-0.1209957544972525,-0.025045972693726114,0.031403624566608515,-0.10189875501606735,-0.09613871568364131,0.18918259556301525,-0.1025070292320231,0.16659424977486206,-0.11075763284641038,-0.03290138120231893,-0.013930786432067804,0.022077675823991255,-0.001780808861722191,-0.040615871631876015,0.09112115802609655,0.09506733480402707,-0.06691331583168153,-0.07404881953700052,-0.003743688112699724,-0.046776882545051385,-0.0755079438663899,-0.011530065000199824,0.15036172711938653,0.21055640100819978,-0.08455937488971252
Chl_a_conc,0.0768967317001957,0.11320942778745016,-0.17291161755866746,0.17241007774172074,0.11351318107217105,-0.10026147508048103,0.021940565116314543,0.2310993418093848,0.04330313765967198,-0.19218260980239826,-0.022675221815811025,0.14291811689788783,-0.16043863825670088,-0.15910919469330387,0.21729801465151632,-0.1744829264653886,0.27739941871825063,-0.17728995267920503,-0.06720820917017516,-0.01743282164356791,-0.018506559936106594,0.14469760599054793,-0.05289922836313987,0.028909978246944145,0.14143907033087313,-0.09238605707993597,-0.09635415415691267,0.1025747450351103,-0.13434454493923817,-0.11789338100727528,-0.03489319459681154,0.19119551888483666,0.17687564799658595,-0.1182633859270619
