,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
PO4,-0.09428844347526391,0.09049940513647872,-0.03805375132137126,0.23528221985031955,0.30484187985908706,-0.1172629147458876,0.13748624085897532,0.009025794401450677,-0.0033891780816680613,-0.05659793358525622,0.15874788017780397,-0.06982576720150907,-0.06670066562927397,-0.03932518344663796,-0.029857883986732267,-0.034567469216976204,-0.031078025056755193,0.053016269100329465,0.010348591826685218,-0.00917789078449956,0.006980180458528778,0.14498742050679891,-0.14936281545526084,-0.14984629085493467,0.13920489343112036,-0.052435175200462376,-0.06379339973363891,0.06890411357150664,-0.01021465996894274,-0.20702498663710095
NOx,-0.11387309160797299,0.13349271434225318,-0.025683770701131203,-0.0766580935326877,-0.09899069034541626,-0.08184272529088524,-0.10522827247619025,-0.06193034146301743,0.011862959719284461,-0.07859905020923805,-0.04160779847374431,0.09977748599394293,-0.0043024792987524565,-0.09996279704099056,-0.06462815529505353,-0.061080763141928944,0.3255115956047113,-0.08876195412700041,-0.010732862562480279,-0.009546965399097378,0.17735570235641002,-0.048585233739230745,-0.11353785037089917,0.006916516737392953,-0.0681150476054802,-0.08393854723882083,-0.13516497568241714,0.4443424426841713,-0.04250604797362062,-0.12123177710474263
NH4,-0.15900129588808412,0.15001946032535643,-0.031154411111232495,0.10362818833005787,0.0247814835505287,-0.12375225754466707,-0.1084358727400147,0.031353892234056005,0.09228041923043911,-0.017421717154041505,0.20429194963952269,0.03806776402865482,-0.02629687911938797,-0.08914371092506411,-0.09031901562440912,-0.0940120094870843,0.009000769659856779,0.030762036078546495,-0.0595872027096703,0.006316491092583952,0.2245177403630656,-0.09472950073823633,-0.1789601843002756,0.0013045035994397691,0.0005092099625995921,-0.1016651580873574,-0.10943999677721025,0.3533449563620125,-0.05930240837933412,-0.19616166243766125
NO2,-0.14292876166648907,0.17035724377329312,-0.04769300081679149,-0.07135357649711058,-0.08918650021898669,-0.12256508330056048,-0.12244162621208872,-0.020439124044993855,0.04510433209610849,-0.11743564973522408,-0.007492296060614938,0.16116576184750506,0.03023162239350645,-0.062323410188897484,-0.054935008286552414,0.00467201572026864,0.2263562233189085,-0.06225531185043945,0.026885489879103046,0.004133130160582192,0.180427429158436,-0.06122658842122383,-0.11957994579617755,0.03656199128508485,-0.04913645113571978,-0.11113897065587014,-0.1931040440284179,0.35600742692364984,-0.01264929181483898,-0.16148124753102178
NO3,-0.11309494840640573,0.13253336034095814,-0.025248299593905614,-0.07655247082403657,-0.09890398787239718,-0.08094976334850806,-0.10467128699941022,-0.06247080448084205,0.01127369522745877,-0.07774605080226846,-0.0420758579037518,0.09849134296287979,-0.0048723991685466666,-0.10034180528859826,-0.06462692506476818,-0.06203145937920078,0.3263520064193174,-0.08898218160926345,-0.011338314576145255,-0.009752795710874562,0.17685324798805566,-0.04824911900141836,-0.11314764223931709,0.006400306887784545,-0.06826113377267896,-0.08326769410207044,-0.13384690241007902,0.4446988228066294,-0.04290019318149106,-0.12024665305844762
temperature,0.48656257804884195,0.03365619197634403,0.03351455818664209,0.3574482878914975,0.4200083410485488,0.21472897450547204,0.5144900021300121,0.21858523525774268,0.01924028242356135,-0.1643990585638857,-0.11897122197769835,0.0032507222388464835,-0.474165978116486,-0.2736528024632737,0.3328921660263097,-0.34609158803112317,-0.17332024948376346,-0.15315143618060673,-0.2664763788288246,-0.06573892652599525,-0.32371281200896196,0.28227321378274656,-0.09554382419941375,0.051446659956151185,0.22324207225795983,0.14059966941258534,0.43077116741121757,-0.35892560643521826,-0.09507325552886992,-0.12135545486940989
salinity,0.3006528652415166,-0.6070889642624941,-0.20999588710893677,0.06726618620616859,0.3077042877812949,0.1534170199047194,0.3629050582410082,0.11470483780103341,-0.08651455768337753,0.11750861597782286,0.10742843775622268,-0.4192491980391008,-0.01679056789041934,0.05052724109279526,0.06519669716260931,0.15503097274909539,-0.43490495672235385,0.38613315235957146,0.04557351641271126,-0.019637030028658763,-0.2185875035495796,0.08365204855041766,0.22208125790400388,-0.041574688247211694,0.1277470368126116,0.29088881752173257,0.32556238802664356,-0.6253680932665491,0.09716132530429472,0.044000879776453616
Chl_a,-0.09621252032010846,0.1327011190187415,0.2216804332608515,0.2078081338657983,0.17415239670171562,-0.11045219740335976,0.07216105120126995,0.14344130179157072,0.04189443850843362,-0.22672700715092486,-0.01919546154716398,0.31649711930125934,-0.19120751917093082,-0.19063221482727682,0.2541694707951976,-0.20515027092158672,0.16224809380956973,-0.1935006255145179,-0.09311280185487567,-0.02630129736102252,-0.058196282793188656,0.20949447851730416,-0.1822029726388641,0.004642661252139933,0.23253949997320997,-0.09261342745514001,-0.14143211255403493,0.09817258060631419,-0.05845334927026977,-0.1674574524357082
Phaeo,-0.07136192868133501,0.0977776996690881,0.13441406037973852,0.08100314846631816,-0.017916297054806483,-0.07355315575851015,-0.04523996778149787,0.30838304702046077,0.05948234399448077,-0.1383725488894657,-0.02951490030987016,0.19552085279542414,-0.12155759027178654,-0.11036566085505528,0.2288904525708816,-0.11997559339651721,0.01953272549867893,-0.1136222145021657,-0.040823318334056655,-0.021983505014918893,-0.011486027749987875,0.007107728035368066,-0.05548048021836456,0.10571383623308396,0.1916414312086509,-0.06790436571229286,-0.10240681365011498,-0.01330900887541564,-0.013701908873865791,-0.10549178761245198
Chl_a_conc,-0.10015053092597835,0.13795650732142622,0.22260113691722272,0.1964458247928753,0.14132015530811828,-0.1126989596027228,0.048282974681266404,0.20418893953116346,0.05132723078748764,-0.2279127846583053,-0.02413167566285956,0.3187938752982652,-0.19352863350309718,-0.19000510687831815,0.2755403707829186,-0.2048027135840999,0.14150148416532785,-0.19329765278826347,-0.0892518812848862,-0.02805036603116492,-0.05197183252375141,0.17778561149813057,-0.16801829852141587,0.032617298005773954,0.24726391906687462,-0.09619002335493833,-0.1465431379339757,0.0787926084821685,-0.052789626648127634,-0.169227540914145
f0,-0.11971070545816735,0.3004050112926735,0.1476960201068624,0.3472410061963055,0.24303478522156383,-0.18123202889241785,0.0824954498980998,0.1684739679201206,0.11219327658355575,-0.3513678791448339,-0.05933817293229117,0.35686292293705946,-0.2996774702243664,-0.2890035918266953,0.34692017752548054,-0.3281414028598629,0.30040012164708313,-0.33363618894658553,-0.15062086054686638,-0.04269763404365455,-0.02477868479682556,0.2707959889119193,-0.24759473192348294,0.07277700743990369,0.2441928099460321,-0.14933589434382646,-0.23085745335627028,0.21762991949155513,-0.06143895051432744,-0.28584097975559686
fa,-0.12411496048018988,0.30968160971514247,0.14356427575849584,0.338835969828801,0.2197123144306519,-0.18345299294234582,0.06526004481754077,0.21138518212078464,0.12683568042220947,-0.3487972541355532,-0.061323863710749035,0.35515490026671426,-0.3002209830440397,-0.2854139235449305,0.36235453643914833,-0.324674208745378,0.2752222389120076,-0.33286376239097315,-0.14804868240500463,-0.045044721297821916,-0.022813502126937613,0.24441860348256755,-0.22741318415135622,0.09789927356942907,0.2404561896819981,-0.1543604849742093,-0.23121695379963714,0.19330530920045708,-0.05069609097565886,-0.2894256859268356
