,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
PO4,-0.02008620952589995,0.06534963783457802,-0.14408254267163367,0.18416454167820917,0.21147056963912442,-0.1040879118396269,0.07489388581822952,0.027622916472810365,0.00336867397920033,-0.060568939429259,0.15077949201755947,-0.0751409710324113,-0.07807880276952947,-0.04520878426284608,-0.025739987639745193,-0.02219410905256114,-0.046487798903972456,0.014971865450011551,0.032926293679266326,-0.005531101609387334,-0.02547491252542001,0.15378658481255028,-0.04834110898822721,-0.13217259093129946,0.11962595843872248,-0.061442579398912144,-0.1005875669881415,0.058131729927429855,-0.12227725022630007,-0.14253762218601604,-0.00304771770423413,-0.036802209273208125
NOx,-0.12022226929566376,0.04409727209968676,-0.09407921420828899,-0.08578182895275405,-0.07681191746920607,-0.07359439821901431,-0.07049962696556593,-0.0661758722170353,0.0006054466122438883,-0.08485354264292466,-0.0626287258263219,0.07470849219221738,-0.023624445664218962,-0.09563452759140571,-0.06177320018762256,-0.04413355267995077,0.227082158253165,-0.09636646507911355,-0.01845282114273143,-0.01008918057030268,0.09104054781225984,-0.0408314811938615,-0.06048348652789791,-0.003312810996754392,-0.04738203972597895,-0.081200177535773,-0.07313565800803506,0.41510101522661985,-0.1144922754666215,-0.08953188496828807,-0.02875464881287317,-0.02097240887455616
NH4,-0.07862260168260722,0.10339449474121297,-0.1401081458248165,0.04528893824328104,-0.012958546891046932,-0.11249913795294106,-0.07415679829220259,0.017225386209872365,0.08506184919429571,-0.051479641523154165,0.1676889933347883,0.025303643509445903,-0.05067536050862424,-0.09760558290847496,-0.07990798342899152,-0.09464626003610739,0.001756473384907353,-0.024318349273926874,-0.0635941318883314,-0.008953839549573276,0.11115104641178238,-0.0805744511991877,-0.08998639799474831,0.005187946375939287,-0.01877497955619006,-0.10277792043476663,-0.1086178749458308,0.2730399241627112,-0.1673804067802623,-0.13693120351191773,-0.04390674243635504,-0.021642538762665156
NO2,-0.1666027237775909,0.0641681470792756,-0.12351017057700223,-0.08730035415841379,-0.07502134582996606,-0.11059255885548622,-0.08520025875318893,-0.03172417013080672,0.027933544791682495,-0.13035738487863002,-0.04514082654221901,0.12897913970438019,-0.016023581614073815,-0.08041144596322944,-0.05950294876993517,0.014802839541501474,0.15875171326214269,-0.10358373789610403,-0.0029615271212909424,-0.003320222127166277,0.08810044332591371,-0.05414077383335583,-0.08368931104218401,0.021843093081903416,-0.04620860764101299,-0.11233441017562468,-0.1085929660734111,0.3174592666650478,-0.12377308366377272,-0.13193327636986085,-0.0029716370945055233,-0.04611612253486999
NO3,-0.11913658940823575,0.04364760170039038,-0.09334506928349848,-0.08553825427225856,-0.07664680003763741,-0.07278504135410072,-0.0700731754010526,-0.06658714126905435,0.00014425547169782862,-0.08387250458996634,-0.06276368350999353,0.0736057843940143,-0.023692243692736197,-0.09564750004281986,-0.06165437507558854,-0.04501267395047015,0.2276542810753972,-0.09600013559995524,-0.018666479195244903,-0.010177389001434415,0.09085860005376979,-0.040503839767074376,-0.05993943782723612,-0.003727507221051811,-0.0472813446760813,-0.0804701188121243,-0.07235338391493554,0.41568825597098247,-0.11404516705650761,-0.08859113837889315,-0.029115226799499724,-0.0204961914473612
temperature,0.37149718962978756,0.05843198814842829,-0.06575544899869862,0.3469983592485569,0.3580716502550848,0.20507775073893614,0.35629745360943416,0.2601503343236463,0.04404685786799717,-0.09777582967520501,-0.04719622333517205,0.004813945521047271,-0.3796412430206489,-0.19087855313831426,0.3085360265034136,-0.3580240925104945,-0.14572187105832407,-0.04635600019549919,-0.1707974234220413,-0.03758254128998954,-0.21382036726010256,0.23388552624553152,0.28685432854320786,0.04772456534607465,0.17815067267727713,0.16830737134497487,0.25773424946746787,-0.33350236878862066,-0.006084885228097339,-0.011617436079116972,-0.06017359788303184,0.02109816075322941
salinity,0.29430336166956783,-0.4174147258626746,0.11518187466253171,0.1304660770120662,0.2414400950331892,0.14651827485026592,0.24042941953107722,0.15368156674144579,-0.06486510885534454,0.12156524548458916,0.14896719722118684,-0.38043359983911756,-0.011616996919904941,0.04279844223299598,0.08571096195210688,0.12363957317991092,-0.39410723454613183,0.3619523778700364,0.05987113678036421,-0.006870280969100542,-0.14436199182346493,0.0734140122763258,0.1733739056873138,-0.035844286992830834,0.08486611951119524,0.25906058116590347,0.16010162711442916,-0.6132228640697706,0.21840929597186665,0.059320204975685985,0.05805250304563737,-0.15303456701522028
Chl_a,-0.10495735509761181,0.10587318091783175,-0.1763418103115604,0.17942844834438393,0.141001693251132,-0.09833199062864002,0.03474221852975701,0.1560032215285979,0.0379002889844796,-0.18921581481998065,-0.018205332709863638,0.28125865891490054,-0.15918482806424708,-0.15905529211167485,0.1967902147622447,-0.1751193897378806,0.1605555681523846,-0.17649916296457818,-0.06893901764851142,-0.01621658883428877,-0.029196806155191275,0.17313815975008717,-0.04927237313163693,0.02141404905050418,0.14259618860726098,-0.08907022232930531,-0.09018565295371937,0.12274215027393684,-0.14274084132951276,-0.11594174837733259,-0.03784322261485289,0.17907794040193864
Phaeo,-0.07923900836285275,0.09619122867335637,-0.11137902478808911,0.0671674038061989,-0.014864917894040031,-0.06507240435666062,-0.02617176416789687,0.30867098454395137,0.04773486886507329,-0.12049388199102512,-0.023541391195379978,0.18155429310185806,-0.10272736886585296,-0.09558178184374376,0.19002405378873033,-0.10270029027421507,0.031459605288725954,-0.11152565586168653,-0.031560161681303225,-0.013855096615042828,0.02132807648665705,-0.0012330927966707405,-0.04233479196229622,0.13190503317515706,0.10335249629905352,-0.06712112475860763,-0.07477863246585344,-0.004380151417840279,-0.04351323454910906,-0.07516354115086782,-0.011478366050040685,0.15017103801259582
Chl_a_conc,-0.10963118149733592,0.11500549500664932,-0.17828471373943433,0.16886437922433983,0.11432166743387163,-0.10022093790197367,0.022053139804593246,0.21481193702012835,0.04478291540445377,-0.19156776369090112,-0.02167766633629182,0.2854194730549584,-0.16153227310950044,-0.15948223775932757,0.2168157213637701,-0.17490076264438426,0.14332101085227503,-0.17845663571870635,-0.0664432405189824,-0.017376713371910404,-0.0187141141894318,0.14500124290778182,-0.05286182768439944,0.05381117153378127,0.14777721208460554,-0.09300298411020758,-0.09601968031938143,0.10184265909675136,-0.13164161739671074,-0.11774452443894387,-0.034884913146856725,0.1911204279169864
