,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
PO4,0.10811145458929833,0.06290730112964382,-0.18166083450799575,0.19846972320765216,-0.03996811224810186,-0.10425863094340532,0.077110720238558,-0.03383306914937667,-0.017936032929785753,-0.061740980626056485,0.14353760113181518,-0.05632039890385746,-0.09700381444337126,-0.04842120892342328,0.16426979102707365,-0.0401213202735943,0.02599668241506864,-0.04275797731906725,0.03328726917410699,-0.005435348127594247,-0.0134518820803357,0.15289010032444175,-0.05176871351224053,-0.016988460236843764,0.12572209079748808,-0.06123822419061022,0.0396316586110821,-0.0986830218264097,-0.09452680440821143,-0.13743534905415544,-0.0037584969461711684,-0.03655005909276208,-0.10365043785878264,-0.1281776490135035,-0.04626101381627226,0.05535681805671291,0.11396533541503483,-0.024364614701798626,0.034557111367733186,0.012279912365668336,-0.049913481529623174,-0.09698352111200392,0.11095614697456221,-0.032926881944662534,-0.006851819039381349,0.11533429958200293,-0.10957720046569833,0.0033080123216288663
NOx,-0.05171055385903037,0.07327800802976586,-0.003782421952625738,-0.0700257018871224,-0.09813169853662837,-0.07256921135202982,-0.0675411450992063,-0.05445144579931298,0.012431732939398971,-0.08332451998568326,-0.05955070293415206,0.11992131270482259,-0.041263268073830475,-0.09154085094386707,-0.08072243684845232,-0.04501670823518053,-0.012975141260444824,-0.09566676847584157,-0.018080769756227813,-0.01000326829468272,0.07721373168280707,-0.04043695052769525,-0.06665038570762882,0.06542694077798562,-0.056411207131077,-0.07854910050735535,-0.12866811714768514,0.0768806059514191,-0.10795087113909696,-0.08770809736821994,-0.0287779345911311,-0.02085711702831101,-0.012699859264815275,-0.08749954384353431,-0.004922063613874381,-0.06891322949344789,0.17191972962281005,-0.114866798439312,0.40647289253473995,-0.015330264121263015,0.24989429613294145,-0.06839606990800465,-0.00876187674867392,-0.055616151947484184,-0.05242863864834635,-0.046191769808698574,-0.09977981871510636,-0.006755808026828461
NH4,0.08017699588147625,0.1370859819438371,-0.07909060174125224,-0.0300165818163821,-0.1262144306457298,-0.11149915102461562,-0.07035771733147195,-0.01737919314244571,0.07703533099313498,-0.048509716171446476,0.16371191260990897,0.0704643036076647,-0.11724371468555381,-0.09994436112574467,0.030310761382521957,-0.10716557599099064,0.06039169750961871,-0.05474738624968549,-0.06356794591393676,-0.009037857777281944,0.13273217583819824,-0.08054367402183019,-0.09303780787208334,9.61695148384012e-06,0.05500769217972257,-0.1012453676493103,-0.02639403817061578,-0.010218941892564226,-0.15234861888930362,-0.13074578746311272,-0.044040767172830134,-0.022055837801661326,0.01786804773608018,-0.13336231299101606,0.012622401821251825,-0.02029622376519892,0.4703723633581715,-0.08212255895668341,0.16443113799291556,0.00442422836387798,-0.0044129192047583105,-0.10622924559683626,0.05863035924997838,-0.07806829942927272,-0.06887814024745645,-0.024449290360191604,-0.13605851270697597,0.03383959307740121
NO2,-0.034168786301845055,0.0873669185155006,-0.026303353684735145,-0.07232918376403633,-0.14108570264195194,-0.10909570963947726,-0.08072172176720224,-0.026644831850862177,0.03082734594314139,-0.13091842078567711,-0.04091591971169939,0.16317006434580766,-0.042587591734657586,-0.07428572229122368,-0.0863092695714945,0.007528327626599414,-0.017897442230843035,-0.1268600549061437,-0.002516916247036204,-0.0035618471831316673,0.0824926842596746,-0.05390302799169864,-0.08702336085110338,0.03941569177207474,-0.023130752644359317,-0.11089352339121594,-0.18954334214095908,0.11044238386152212,-0.10533559766822494,-0.1274625637787033,-0.0033301689840760425,-0.045339713201562076,0.01602245526996643,-0.12810200407344857,0.007094765822641795,-0.05204458148813862,0.23846121248019458,-0.1572098653908649,0.27733906477062,-0.00447878805374218,0.16975903766898204,-0.10108204960841236,0.061813793543519874,-0.05458994129958079,-0.0624795412146848,-0.04579343483834539,-0.10461373119196504,-0.007809500432669293
NO3,-0.051874168536824444,0.07285478360717504,-0.003394011251686915,-0.0698089720899944,-0.09715979880685247,-0.07177039347683166,-0.06714778014298964,-0.054780746227975595,0.01209072500971292,-0.0823122139814294,-0.05971277441340443,0.1188890722794001,-0.04113611356016508,-0.09159840693643406,-0.08042329374136245,-0.04578608364147882,-0.012859370117880173,-0.09489894644937724,-0.01829659389313566,-0.010086185988965811,0.0769286851963657,-0.04010767480328293,-0.06613831034095535,0.06569814694393025,-0.05682759512060587,-0.07780542496188547,-0.12731717160144168,0.07612069562407241,-0.10772047848171706,-0.08681650700088689,-0.029132814630084557,-0.020392312483361347,-0.013150682431009189,-0.08659422050188842,-0.0051116733837563355,-0.06902179806218581,0.17036354542214874,-0.11386263858290277,0.4076117530141953,-0.01547381818080118,0.25060699109602175,-0.06767245562293284,-0.009926672889448127,-0.05549205185479511,-0.05212632585216992,-0.046081063138882175,-0.09944490101218392,-0.006720913789050631
temperature,0.12355238959904594,0.029677205588786615,-0.06219293461728706,0.3505530184589798,0.3446472849136572,0.19895506643936894,0.3475381628404025,0.30250873555348295,0.017920884320701286,-0.0893294990975296,-0.05471097999931321,-0.09335606707809932,-0.26319630368106145,-0.2146232546607592,0.34508666085297535,-0.3558418748713744,0.004571761730265248,0.12988071380051913,-0.16388318327480253,-0.037221416607327154,-0.24405580559616463,0.23255431553302897,0.29560978963143864,-0.06315953755732462,0.20180035056265083,0.1696786311355116,0.2671693929708906,0.05621783849292607,-0.04324518156422854,-0.03425723532280643,-0.05857754701832338,0.02297310296266055,0.08007843604155934,0.29912253045219295,-0.398903441575024,-0.16601593853840996,-0.300441918802295,0.33788605056588683,-0.2988377443182737,-0.022437805508490567,-0.13973476353265976,0.24038882584069826,0.17668399851659083,0.291480752252629,0.2552973283160242,0.17823144925298604,-0.13555749933235572,-0.07521929430338857
salinity,0.1008459786165796,-0.45251095237748995,-0.004409137260220706,0.22544681728972177,0.23995142121857638,0.14262888676488567,0.23461692434935852,0.14130314704231609,-0.08853312759488108,0.11258169512049081,0.1407940688789672,-0.3052973679172558,0.033474667059646995,0.039246634563304836,0.13770414532810432,0.10204090763777664,0.00720530679575155,0.29150613889924726,0.05708188797157874,-0.006797998613379223,-0.13775842248940345,0.07410377394168108,0.18002167781437492,-0.08491928044931016,0.1305396599817411,0.24677504065437955,0.2448173231175528,-0.36477207165140896,0.20027234820068623,0.0476617945386853,0.056836290517966265,-0.15287107681044593,-0.040186406400622085,0.18606134012487704,-0.04523900140018647,0.32046856417265573,-0.3533657630617263,0.2827789963779438,-0.5705379477515277,0.058403019250758866,-0.39081193143500803,0.14571240325541351,-0.3809364336687267,0.07534041925881287,0.1507908629690733,0.08475226588684581,0.16403298804573918,-0.21283631203187797
Chl_a,0.02542377088979174,0.11973242263608903,-0.0822944756902454,0.1518158865554452,-0.056319271409179764,-0.09782089222074611,0.03684393646095467,0.15984110834191972,0.03211334738279892,-0.18333330897317915,-0.01779157919798644,0.16781288894293644,-0.11347522816557759,-0.15974365347558606,0.1905917383656394,-0.1752401694204147,0.14057115755293015,-0.151814667854372,-0.0679531344362879,-0.01608668246954576,-0.02613403440956112,0.17200260100066644,-0.03471691964720665,-0.014728613496047089,0.08533096163113676,-0.08445231773366822,-0.0931638544627466,0.28116286291323134,-0.1360510396488114,-0.11500875780288636,-0.037720524839665925,0.1798728860198117,0.03221725280454686,-0.09824285936039506,-0.1727210465816041,-0.15040688175987793,-0.03322501864154394,-0.09957829704778756,0.13160730992885666,-0.026466945029358528,0.15926184541983626,-0.08549138818000948,0.1378759938052601,0.1967542700892247,-0.013979793491752775,0.13750057077040106,-0.20344479021248313,0.12913343036381478
Phaeo,-0.00769213057414143,0.09613649534831052,-0.02302949278302166,-0.013272332978891088,-0.06228889903793325,-0.06479624411694125,-0.024275233869917704,0.3536178860780288,0.03879854960185627,-0.1166882184326897,-0.019787743200333455,0.04354883126863031,-0.06786577746663172,-0.09848326776202655,0.07863605528481465,-0.10377445808087446,0.20602368816717553,-0.10349460808140251,-0.03170634290850593,-0.013785323474760228,0.044001406860599016,-0.002858923847483402,-0.013572725308543195,-0.01392470611314367,0.0589350958883537,-0.06418941123356452,-0.09875499616153402,0.19098425457805296,-0.04031543220650096,-0.07423918714202077,-0.011664702260592887,0.15143788424952837,0.13033249880711198,-0.06209905457060251,-0.1141936670838612,-0.08674234773197081,-0.044367412671320744,-0.07364030269927413,-0.00278773399000368,-0.012519223775382568,0.03457880548842007,-0.06639757285533654,0.20457982305416322,0.18302407917843297,-0.03205952099586583,0.0957196998062225,-0.12593477660140562,0.03447734284684671
Chl_a_conc,0.0192515280450275,0.12662439892766122,-0.07533653011424994,0.12383202639299491,-0.06419825477634267,-0.09971688316477792,0.02433261714612938,0.230244640362507,0.037497417754959024,-0.1855959341852313,-0.020310567776299207,0.15269735525414757,-0.11369142641172791,-0.16084833480341312,0.1813508896229313,-0.17529397586964607,0.173970872224314,-0.15555402924913064,-0.06565538118575748,-0.017248711073847435,-0.009983303162097681,0.14360632539764573,-0.0328296124739943,-0.016146583222707546,0.08764019551876912,-0.08833012378895239,-0.10503350677398635,0.28790097407059656,-0.12515726736998284,-0.11671022340472012,-0.03483254122174191,0.19213189841780415,0.062452411872357304,-0.09933832486487987,-0.17601003622114825,-0.1498210774551405,-0.039943519164799754,-0.10359482757269493,0.10971690782425716,-0.025618176219340247,0.14308244805601306,-0.08980225323486518,0.17131622173111416,0.2148838084467842,-0.020444838937074095,0.1414261665255842,-0.2049900727614981,0.11776438200001563
