,0,1,2,3,4,5,6,7,8,9,10,11
PO4,-0.1818521008220363,0.08674684988937717,-0.20659747981237075,0.22946592856948297,0.1214036062374315,-0.022398352018614245,0.16105207054341575,-0.10139849432960905,-0.029445908376210972,-0.026715048033361957,0.18938990146101614,-0.05881256762888182
NOx,-0.16808822102570398,0.3191692604538968,-0.13675966077135096,-0.10286633573231355,-0.11041440244439943,-0.1324319169111626,-0.07966855063900066,-0.049929165267685635,-0.06783022238653061,-0.03423333148563801,-0.06343878474844811,0.3165212295269724
NH4,-0.22744347648340504,0.2877728351667265,-0.21887832428809634,0.06936901612266774,-0.11724270634854336,-0.10753339197251444,-0.11588535094712762,-0.005031067830999429,0.023201734237373983,-0.05992982751840992,0.24865329759314586,0.14335156269108135
NO2,-0.22283359551481396,0.29846507943200107,-0.15495947563204204,-0.08293252374948665,-0.13009474420651773,-0.13514418397341366,-0.07900891151304067,0.0021786288598601416,-0.09195770711792381,0.05058117934756405,-0.026246183687696868,0.2981687049727456
NO3,-0.16674018325237222,0.31870626089542126,-0.13610593926931497,-0.10294016033871478,-0.1098027411087546,-0.13204969228171182,-0.07947715042192766,-0.050678700276472755,-0.06725199822541536,-0.03557288029688434,-0.06390311199616769,0.3160254062075599
temperature,0.35574854622466145,-0.17068652669993992,-0.1679048351512734,0.4058172921181783,0.5361551560718867,0.10982692509495842,0.40111110306661807,0.17842284334580305,-0.2890552629619005,-0.6118239965438373,-0.1481740573216244,-0.21635287734862077
salinity,0.36279172635047724,-0.7684899147082895,0.08747661310812754,0.1460237699203749,0.38156982590561933,0.5041519926715106,0.15446244325608097,0.04557185724332262,0.11770733737036757,0.09971497313275153,0.17677604076921583,-0.5729851697996271
Chl_a,-0.22257819789821248,0.18715268808214047,-0.203704097750751,0.2128698971915169,0.05253670020566556,-0.19964454486406288,0.3227485219842823,0.1519749627340502,-0.27231426711491946,-0.2622151815837258,-0.04803652554368454,0.23041007477322922
Phaeo,-0.1322930571187234,0.09128956472367034,-0.11994209186777295,0.11805990317561892,-0.05088077206224419,-0.11303340336275476,0.09473567562422233,0.35284754177977173,-0.15980074815093576,-0.14990111648181467,-0.03706173780515036,0.10245815670575464
Chl_a_conc,-0.22277851145877894,0.18190175181687385,-0.20357966014588416,0.21076229844437533,0.030277349224537942,-0.1982950362112249,0.29666031997286646,0.22343232684696077,-0.2720013772872156,-0.2608344535810332,-0.05039185455685853,0.2212472829043186
f0,-0.3506766164025914,0.3310927796319684,-0.3215223818238945,0.353538725215932,0.06497232164995194,-0.31494958478790225,0.3952840170742486,0.21677731393800279,-0.41175294297917175,-0.39519075017812155,-0.09529983086246688,0.38140209616591725
fa,-0.34741845635031143,0.3239891867884256,-0.32102464273912984,0.3527359309150331,0.04822068732825176,-0.3111242000333848,0.3685989185308479,0.26882380183838867,-0.40607795527867085,-0.38878548575769273,-0.09565791751761511,0.36875893933723725
